PAO1_ID,Name,Product.Name,PA14_ID
PA1086,flgK,flagellar hook-associated protein 1 FlgK,PA14_50360
PA1087,flgL,flagellar hook-associated protein type 3 FlgL,PA14_50340
PA1088,,hypothetical protein,PA14_50330
PA1089,,conserved hypothetical protein,PA14_50320
PA1090,,hypothetical protein,PA14_50310
PA1091,fgtA,"flagellar glycosyl transferase, FgtA",PA14_50300
PA1092,fliC,flagellin type B,PA14_50290
PA1093,,hypothetical protein,PA14_50280
PA1094,fliD,flagellar capping protein FliD,PA14_50270
PA1095,,hypothetical protein,PA14_50250
PA1096,,hypothetical protein,PA14_50240
PA1097,fleQ,transcriptional regulator FleQ,PA14_50220
PA1098,fleS,two-component sensor,PA14_50200
PA1099,fleR,two-component response regulator,PA14_50180
PA1100,fliE,flagellar hook-basal body complex protein FliE,PA14_50160
PA1101,fliF,Flagella M-ring outer membrane protein precursor,PA14_50140
PA1102,fliG,flagellar motor switch protein FliG,PA14_50130
PA1103,,probable flagellar assembly protein,PA14_50110
PA1104,fliI,flagellum-specific ATP synthase FliI,PA14_50100
PA1105,fliJ,flagellar protein FliJ,PA14_50080
PA1106,,hypothetical protein,PA14_50070
PA1107,roeA,RoeA,PA14_50060
PA1108,,probable major facilitator superfamily (MFS) transporter,PA14_50050
PA1109,,probable transcriptional regulator,PA14_50040
PA1110,,hypothetical protein,PA14_50030
PA1111,,hypothetical protein,PA14_50020
PA1112,,conserved hypothetical protein,PA14_50010
PA1113,,probable ATP-binding/permease fusion ABC transporter,PA14_49970
PA1114,,hypothetical protein,PA14_49960
PA1115,,hypothetical protein,PA14_49940
PA1116,,hypothetical protein,PA14_49930
PA1117,,hypothetical protein,PA14_49920
PA1118,,hypothetical protein,PA14_49910
PA1119,yfiB,YfiB,PA14_49900
PA1120,tpbB,diguanylate cyclase TpbB,PA14_49890
PA1121,yfiR,YfiR,PA14_49880
PA1122,,putative peptide deformylase,PA14_49870
PA1123,,hypothetical protein,PA14_49850
PA1124,dgt,deoxyguanosinetriphosphate triphosphohydrolase,PA14_49840
PA1125,,probable cobalamin biosynthetic protein,PA14_49820
PA1126,,hypothetical protein,PA14_49810
PA1127,,probable oxidoreductase,PA14_49800
PA1128,,probable transcriptional regulator,PA14_49790
PA1129,fosA,"fosfomycin resistance protein, FosA",PA14_49780
PA1130,rhlC,rhamnosyltransferase 2,PA14_49760
PA1131,,probable major facilitator superfamily (MFS) transporter,PA14_49750
PA1132,,hypothetical protein,PA14_49740
PA1133,,hypothetical protein,PA14_49730
PA1134,,hypothetical protein,PA14_49720
PA1135,,conserved hypothetical protein,PA14_49710
PA1136,,probable transcriptional regulator,PA14_49700
PA1137,,probable oxidoreductase,PA14_49690
PA1138,,probable transcriptional regulator,PA14_49680
PA1139,,hypothetical protein,PA14_49660
PA1140,,conserved hypothetical protein,PA14_49650
PA1141,,probable transcriptional regulator,PA14_49640
PA1142,,probable transcriptional regulator,PA14_49630
PA1143,,hypothetical protein,PA14_49620
PA1144,,probable major facilitator superfamily (MFS) transporter,PA14_49610
PA1145,,probable transcriptional regulator,PA14_49590
PA1146,,probable iron-containing alcohol dehydrogenase,PA14_49580
PA1147,,probable amino acid permease,PA14_49570
PA1148,toxA,exotoxin A precursor,PA14_49560
PA1149,,hypothetical protein,PA14_49530
PA1150,pys2,pyocin S2,
PA1151,imm2,pyocin S2 immunity protein,
PA1152,,hypothetical protein,
PA1153,,hypothetical protein,PA14_49500
PA1154,,conserved hypothetical protein,
PA1155,nrdB,"NrdB, tyrosyl radical-harboring component of class Ia ribonucleotide reductase",PA14_49470
PA1156,nrdA,"NrdA, catalytic component of class Ia ribonucleotide reductase",PA14_49460
PA1157,,probable two-component response regulator,PA14_49440
PA1158,,probable two-component sensor,PA14_49420
PA1159,,probable cold-shock protein,PA14_49410
PA1160,,hypothetical protein,PA14_49400
PA1161,rrmA,rRNA methyltransferase,PA14_49390
PA1162,dapE,succinyl-diaminopimelate desuccinylase,PA14_49380
PA1163,ndvB,NdvB,PA14_49360
PA1164,,conserved hypothetical protein,PA14_49350
PA1165,pcpS,PcpS,PA14_49340
PA1166,,hypothetical protein,PA14_49330
PA1167,,hypothetical protein,PA14_49320
PA1168,,hypothetical protein,PA14_49310
PA1169,,probable lipoxygenase,PA14_49300
PA1170,,conserved hypothetical protein,PA14_49290
PA1171,sltB2,SltB2,PA14_49280
PA1172,napC,cytochrome c-type protein NapC,PA14_49270
PA1173,napB,cytochrome c-type protein NapB precursor,PA14_49260
PA1174,napA,periplasmic nitrate reductase protein NapA,PA14_49250
PA1175,napD,NapD protein of periplasmic nitrate reductase,PA14_49230
PA1176,napF,ferredoxin protein NapF,PA14_49220
PA1177,napE,periplasmic nitrate reductase protein NapE,PA14_49210
PA1178,oprH,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,PA14_49200
PA1179,phoP,two-component response regulator PhoP,PA14_49180
PA1180,phoQ,two-component sensor PhoQ,PA14_49170
PA1181,,conserved hypothetical protein,PA14_49160
PA1182,,probable transcriptional regulator,PA14_49150
PA1183,dctA,C4-dicarboxylate transport protein,PA14_49130
PA1184,,probable transcriptional regulator,PA14_49110
PA1185,,probable glutathione S-transferase,PA14_49100
PA1186,,hypothetical protein,PA14_49090
PA1187,,probable acyl-CoA dehydrogenase,PA14_49080
PA1188,,hypothetical protein,PA14_49070
PA1189,,conserved hypothetical protein,PA14_49060
PA1190,,conserved hypothetical protein,PA14_49050
PA1191,,hypothetical protein,PA14_49040
PA1192,,conserved hypothetical protein,PA14_48870
PA1193,,hypothetical protein,PA14_48860
PA1194,,probable amino acid permease,PA14_48850
PA1195,ddaH,dimethylarginine dimethylaminohydrolase DdaH,PA14_48840
PA1196,ddaR,transcriptional regulator DdaR,PA14_48830
PA1197,,hypothetical protein,PA14_48810
PA1198,,conserved hypothetical protein,PA14_48800
PA1199,,probable lipoprotein,PA14_48790
PA1200,,conserved hypothetical protein,PA14_48780
PA1201,,probable transcriptional regulator,PA14_48770
PA1202,,probable hydrolase,PA14_48760
PA1203,,hypothetical protein,PA14_48750
PA1204,,NAD(P)H quinone oxidoreductase,PA14_48740
PA1205,,conserved hypothetical protein,PA14_48730
PA1206,,hypothetical protein,PA14_48710
PA1207,kefB,glutathione-regulated potassium-efflux system protein KefB,PA14_48700
PA1208,,conserved hypothetical protein,PA14_48680
PA1209,,hypothetical protein,PA14_48660
PA1210,,conserved hypothetical protein,PA14_48650
PA1211,,hypothetical protein,PA14_48640
PA1212,,probable major facilitator superfamily (MFS) transporter,PA14_48630
PA1213,,hypothetical protein,PA14_48620
PA1214,,hypothetical protein,PA14_48610
PA1215,,hypothetical protein,PA14_48600
PA1216,,hypothetical protein,PA14_48590
PA1217,,probable 2-isopropylmalate synthase,PA14_48570
PA1218,,hypothetical protein,PA14_48560
PA1219,,hypothetical protein,PA14_48550
PA1220,,hypothetical protein,PA14_48540
PA1221,,hypothetical protein,PA14_48530
PA1222,,probable membrane-bound lytic murein transglycolase A,PA14_48520
PA1223,,probable transcriptional regulator,
PA1224,,probable NAD(P)H dehydrogenase,
PA1225,,probable NAD(P)H dehydrogenase,PA14_48440
PA1226,,probable transcriptional regulator,PA14_48420
PA1227,,hypothetical protein,PA14_48410
PA1228,,hypothetical protein,PA14_48400
PA1229,,probable transcriptional regulator,PA14_48390
PA1230,,hypothetical protein,PA14_48380
PA1231,,conserved hypothetical protein,PA14_48350
PA1232,,hypothetical protein,PA14_48340
PA1233,,hypothetical protein,PA14_48330
PA1234,,hypothetical protein,PA14_48320
PA1235,,probable transcriptional regulator,PA14_48310
PA1236,,probable major facilitator superfamily (MFS) transporter,PA14_48300
PA1237,,probable multidrug resistance efflux pump,PA14_48280
PA1238,,probable outer membrane component of multidrug efflux pump,PA14_48240
PA1239,,hypothetical protein,PA14_48210
PA1240,,probable enoyl-CoA hydratase/isomerase,PA14_48200
PA1241,,probable transcriptional regulator,PA14_48190
PA1242,sprP,SprP,PA14_48170
PA1243,,probable sensor/response regulator hybrid,PA14_48160
PA1244,,hypothetical protein,PA14_48150
PA1245,aprX,AprX,PA14_48140
PA1246,aprD,alkaline protease secretion protein AprD,PA14_48115
PA1247,aprE,alkaline protease secretion protein AprE,PA14_48100
PA1248,aprF,Alkaline protease secretion outer membrane protein AprF precursor,PA14_48090
PA1249,aprA,alkaline metalloproteinase precursor,PA14_48060
PA1250,aprI,alkaline proteinase inhibitor AprI,PA14_48040
PA1251,,probable chemotaxis transducer,PA14_48030
PA1252,dpkA,DpkA,PA14_48020
PA1253,lhpG,"alpha-ketoglutaric semialdehyde dehydrogenase, LhpG",PA14_48010
PA1254,lhpC,"delta1-pyrroline-4-hydroxy-2-carboxylate deaminase, LphC",PA14_48000
PA1255,lhpK,"D-hydroxyproline epimerase, LhpK",PA14_47970
PA1256,lhpO,"ABC transporter ATP-binding protein, LhpO",PA14_47960
PA1257,lhpN,"amino acid ABC transporter membrane protein, LhpN",PA14_47950
PA1258,lhpM,"Permease of ABC transporter, LhpM",PA14_47940
PA1259,lhpH,LhpH,PA14_47930
PA1260,lhpP,"ABC transporter periplasmic-binding protein, LhpP",PA14_47920
PA1261,lhpR,"Transcriptional regulator, LhpR",PA14_47910
PA1262,,probable major facilitator superfamily (MFS) transporter,PA14_47900
PA1263,,hypothetical protein,PA14_47890
PA1264,,probable transcriptional regulator,PA14_47880
PA1265,,hypothetical protein,PA14_47870
PA1266,lhpE,"D-hydroxyproline dehydrogenase alpha-subunit, LphE",PA14_47860
PA1267,lhpB,"D-hydroxyproline dehydrogenase beta-subunit, LphB",PA14_47850
PA1268,lhpA,"Hydroxyproline 2-epimerase, LhpA",PA14_47840
PA1269,,probable transcriptional regulator,PA14_47820
PA1270,,hypothetical protein,PA14_47810
PA1271,,probable tonB-dependent receptor,PA14_47800
PA1272,cobO,cob(I)alamin adenosyltransferase,PA14_47790
PA1273,cobB,"cobyrinic acid a,c-diamide synthase",PA14_47760
PA1274,,conserved hypothetical protein,PA14_47750
PA1275,cobD,cobalamin biosynthetic protein CobD,PA14_47730
PA1276,cobC,cobalamin biosynthetic protein CobC,PA14_47720
PA1277,cobQ,cobyric acid synthase,PA14_47690
PA1278,cobP,cobinamide kinase,PA14_47680
PA1279,cobU,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,PA14_47670
PA1280,,hypothetical protein,PA14_47660
PA1281,cobV,cobalamin (5'-phosphate) synthase,PA14_47650
PA1282,,probable major facilitator superfamily (MFS) transporter,PA14_47640
PA1283,,probable transcriptional regulator,PA14_47610
PA1284,,probable acyl-CoA dehydrogenase,PA14_47600
PA1285,,probable transcriptional regulator,PA14_47580
PA1286,,probable major facilitator superfamily (MFS) transporter,PA14_47560
PA1287,,probable glutathione peroxidase,PA14_47550
PA1288,,probable outer membrane protein precursor,PA14_47540
PA1289,,hypothetical protein,PA14_47530
PA1290,,probable transcriptional regulator,PA14_47520
PA1291,,hypothetical protein,PA14_47510
PA1292,,probable 3-mercaptopyruvate sulfurtransferase,PA14_47500
PA1293,,hypothetical protein,PA14_47490
PA1294,rnd,ribonuclease D,PA14_47460
PA1295,,conserved hypothetical protein,PA14_47450
PA1296,,probable 2-hydroxyacid dehydrogenase,PA14_47440
PA1297,,probable metal transporter,PA14_47430
PA1298,,conserved hypothetical protein,PA14_47420
PA1299,,conserved hypothetical protein,PA14_47410
PA1300,,ECF sigma factor,PA14_47400
PA1301,,probable transmembrane sensor,PA14_47390
PA1302,,probable heme utilization protein precursor,PA14_47380
PA1303,,signal peptidase,PA14_47370
PA1304,,probable oligopeptidase,PA14_47360
PA1305,,hypothetical protein,PA14_47350
PA1306,,probable HIT family protein,PA14_47340
PA1307,,conserved hypothetical protein,PA14_47330
PA1308,,hypothetical protein,PA14_47320
PA1309,,probable transcriptional regulator,PA14_47310
PA1310,phnW,2-aminoethylphosphonate:pyruvate aminotransferase,PA14_47300
PA1311,phnX,2-phosphonoacetaldehyde hydrolase,PA14_47280
PA1312,,probable transcriptional regulator,PA14_47270
PA1313,,probable major facilitator superfamily (MFS) transporter,PA14_47260
PA1314,,hypothetical protein,PA14_47250
PA1315,,probable transcriptional regulator,PA14_47240
PA1316,,probable major facilitator superfamily (MFS) transporter,PA14_47230
PA1317,cyoA,cytochrome o ubiquinol oxidase subunit II,PA14_47210
PA1318,cyoB,cytochrome o ubiquinol oxidase subunit I,PA14_47190
PA1319,cyoC,cytochrome o ubiquinol oxidase subunit III,PA14_47180
PA1320,cyoD,cytochrome o ubiquinol oxidase subunit IV,PA14_47160
PA1321,cyoE,cytochrome o ubiquinol oxidase protein CyoE,PA14_47150
PA1322,,probable TonB-dependent receptor,PA14_47140
PA1323,,hypothetical protein,PA14_47130
PA1324,,hypothetical protein,PA14_47120
PA1325,,conserved hypothetical protein,PA14_47110
PA1326,ilvA2,"threonine dehydratase, biosynthetic",PA14_47100
PA1327,,probable protease,PA14_47090
PA1328,,probable transcriptional regulator,PA14_47080
PA1329,,conserved hypothetical protein,PA14_47070
PA1330,,probable short-chain dehydrogenase,PA14_47060
PA1331,,conserved hypothetical protein,PA14_47040
PA1332,,hypothetical protein,PA14_47030
PA1333,,hypothetical protein,PA14_47010
PA1334,,probable oxidoreductase,PA14_47000
PA1335,aauR,AauR,PA14_46990
PA1336,aauS,AauS,PA14_46980
PA1337,ansB,glutaminase-asparaginase,PA14_46970
PA1338,ggt,gamma-glutamyltranspeptidase precursor,PA14_46960
PA1339,aatP,AatP,PA14_46950
PA1340,aatM,AatM,PA14_46930
PA1341,aatQ,AatQ,PA14_46920
PA1342,aatJ,AatJ,PA14_46910
PA1343,,hypothetical protein,PA14_46900
PA1344,,probable short-chain dehydrogenase,PA14_46890
PA1345,,hypothetical protein,PA14_46880
PA1346,,hypothetical protein,PA14_46860
PA1347,,probable transcriptional regulator,PA14_46850
PA1348,,hypothetical protein,PA14_46840
PA1349,,conserved hypothetical protein,PA14_46830
PA1350,,hypothetical protein,PA14_46820
PA1351,,"probable sigma-70 factor, ECF subfamily",PA14_46810
PA1352,,conserved hypothetical protein,PA14_46800
PA1353,,hypothetical protein,PA14_46780
PA1354,,hypothetical protein,PA14_46770
PA1355,,hypothetical protein,PA14_46760
PA1356,,hypothetical protein,PA14_46750
PA1357,,conserved hypothetical protein,PA14_46740
PA1358,,hypothetical protein,PA14_46720
PA1359,,probable transcriptional regulator,PA14_46710
PA1360,,conserved hypothetical protein,PA14_46700
PA1361,norM,NorM,PA14_46680
PA1362,,hypothetical protein,PA14_46670
PA1363,,ECF sigma factor,PA14_46660
PA1364,,probable transmembrane sensor,PA14_46650
PA1365,,probable siderophore receptor,PA14_46640
PA1366,,hypothetical protein,
PA1367,,hypothetical protein,PA14_46630
PA1368,,hypothetical protein,
PA1369,,hypothetical protein,
PA1370,,hypothetical protein,
PA1371,,hypothetical protein,
PA1372,,hypothetical protein,
PA1373,fabF2,3-oxoacyl-acyl carrier protein synthase II,PA14_46490
PA1374,,hypothetical protein,PA14_46480
PA1375,pdxB,erythronate-4-phosphate dehydrogenase,PA14_46470
PA1376,aceK,isocitrate dehydrogenase kinase/phosphatase,PA14_46450
PA1377,,conserved hypothetical protein,PA14_46440
PA1378,,hypothetical protein,PA14_46430
PA1379,,probable short-chain dehydrogenase,PA14_46420
PA1380,,probable transcriptional regulator,PA14_46400
PA1381,,hypothetical protein,
PA1382,,probable type II secretion system protein,
PA1383,,hypothetical protein,
PA1384,galE,UDP-glucose 4-epimerase,
PA1385,,probable glycosyl transferase,
PA1386,,probable ATP-binding component of ABC transporter,
PA1387,,hypothetical protein,
PA1388,,hypothetical protein,
PA1389,,probable glycosyl transferase,
PA1390,,probable glycosyl transferase,
PA1391,,probable glycosyl transferase,
PA1392,,hypothetical protein,
PA1393,cysC,adenosine 5'-phosphosulfate (APS) kinase,
PA1394,,hypothetical protein,PA14_46390
PA1395,,hypothetical protein,PA14_46380
PA1396,,probable two-component sensor,PA14_46370
PA1397,,probable two-component response regulator,PA14_46360
PA1398,,hypothetical protein,PA14_46340
PA1399,,probable transcriptional regulator,PA14_46330
PA1400,,probable pyruvate carboxylase,PA14_46320
PA1401,,hypothetical protein,PA14_46310
PA1402,,hypothetical protein,PA14_46300
PA1403,,probable transcriptional regulator,PA14_46290
PA1404,,hypothetical protein,PA14_46280
PA1405,,probable helicase,PA14_46270
PA1406,,hypothetical protein,PA14_46260
PA1407,,hypothetical protein,PA14_46250
PA1408,,hypothetical protein,PA14_46240
PA1409,aphA,acetylpolyamine aminohydrolase,PA14_46230
PA1410,,probable periplasmic spermidine/putrescine-binding protein,PA14_46220
PA1411,,hypothetical protein,PA14_46200
PA1412,,hypothetical protein,PA14_46180
PA1413,,probable transcriptional regulator,PA14_46170
PA1414,,hypothetical protein,PA14_46160
PA1415,,hypothetical protein,PA14_46150
PA1416,,conserved hypothetical protein,PA14_46140
PA1417,,probable decarboxylase,PA14_46120
PA1418,,probable sodium:solute symport protein,PA14_46110
PA1419,,probable transporter,PA14_46100
PA1420,,hypothetical protein,PA14_46080
PA1421,gbuA,guanidinobutyrase,PA14_46070
PA1422,gbuR,GbuR,PA14_46060
PA1423,bdlA,BdlA,PA14_46030
PA1424,,hypothetical protein,PA14_46020
PA1425,,probable ATP-binding component of ABC transporter,PA14_46010
PA1426,,hypothetical protein,PA14_46000
PA1427,,hypothetical protein,
PA1428,,conserved hypothetical protein,PA14_45980
PA1429,,probable cation-transporting P-type ATPase,PA14_45970
PA1430,lasR,transcriptional regulator LasR,PA14_45960
PA1431,rsaL,regulatory protein RsaL,PA14_45950
PA1432,lasI,autoinducer synthesis protein LasI,PA14_45940
PA1433,,conserved hypothetical protein,PA14_45930
PA1434,,hypothetical protein,PA14_45920
PA1435,,probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,PA14_45910
PA1436,,probable Resistance-Nodulation-Cell Division (RND) efflux transporter,PA14_45890
PA1437,,probable two-component response regulator,PA14_45880
PA1438,,probable two-component sensor,PA14_45870
PA1439,,conserved hypothetical protein,PA14_45850
PA1440,,hypothetical protein,PA14_45840
PA1441,,putative flagellar hook-length control protein FliK,PA14_45830
PA1442,,conserved hypothetical protein,PA14_45810
PA1443,fliM,flagellar motor switch protein FliM,PA14_45800
PA1444,fliN,flagellar motor switch protein FliN,PA14_45790
PA1445,fliO,flagellar protein FliO,PA14_45780
PA1446,fliP,flagellar biosynthetic protein FliP,PA14_45770
PA1447,fliQ,flagellar biosynthetic protein FliQ,PA14_45760
PA1448,fliR,flagellar biosynthetic protein FliR,PA14_45740
PA1449,flhB,flagellar biosynthetic protein FlhB,PA14_45720
PA1450,,conserved hypothetical protein,PA14_45710
PA1451,,conserved hypothetical protein,PA14_45700
PA1452,flhA,flagellar biosynthesis protein FlhA,PA14_45680
PA1453,flhF,flagellar biosynthesis protein FlhF,PA14_45660
PA1454,fleN,flagellar synthesis regulator FleN,PA14_45640
PA1455,fliA,sigma factor FliA,PA14_45630
PA1456,cheY,two-component response regulator CheY,PA14_45620
PA1457,cheZ,chemotaxis protein CheZ,PA14_45610
PA1458,,probable two-component sensor,PA14_45590
PA1459,,probable methyltransferase,PA14_45580
PA1460,motC,MotC,PA14_45560
PA1461,motD,MotD,PA14_45540
PA1462,,probable plasmid partitioning protein,PA14_45520
PA1463,,hypothetical protein,PA14_45510
PA1464,,probable purine-binding chemotaxis protein,PA14_45500
PA1465,,hypothetical protein,PA14_45480
PA1466,,hypothetical protein,PA14_45470
PA1467,,hypothetical protein,PA14_45460
PA1468,,hypothetical protein,PA14_45450
PA1469,,hypothetical protein,PA14_45440
PA1470,,probable short-chain dehydrogenase,PA14_45430
PA1471,,hypothetical protein,
PA1472,,conserved hypothetical protein,
PA1473,,hypothetical protein,PA14_45410
PA1474,,hypothetical protein,PA14_45400
PA1475,ccmA,heme exporter protein CcmA,PA14_45380
PA1476,ccmB,heme exporter protein CcmB,PA14_45370
PA1477,ccmC,heme exporter protein CcmC,PA14_45350
PA1478,,hypothetical protein,PA14_45340
PA1479,ccmE,cytochrome C-type biogenesis protein CcmE,PA14_45330
PA1480,ccmF,cytochrome C-type biogenesis protein CcmF,PA14_45310
PA1481,ccmG,cytochrome C biogenesis protein CcmG,PA14_45300
PA1482,ccmH,cytochrome C-type biogenesis protein CcmH,PA14_45290
PA1483,cycH,cytochrome c-type biogenesis protein,PA14_45280
PA1484,,probable transcriptional regulator,PA14_45250
PA1485,,probable amino acid permease,PA14_45240
PA1486,bapF,beta-peptidyl aminopeptidase,PA14_45210
PA1487,,probable carbohydrate kinase,PA14_45190
PA1488,,hypothetical protein,PA14_45180
PA1489,,hypothetical protein,PA14_45170
PA1490,,probable transcriptional regulator,PA14_45150
PA1491,,probable transporter,PA14_45130
PA1492,,hypothetical protein,PA14_45120
PA1493,cysP,sulfate-binding protein of ABC transporter,PA14_45110
PA1494,muiA,mucoidy inhibitor gene A,PA14_45100
PA1495,,hypothetical protein,PA14_45090
PA1496,,probable potassium channel,PA14_45070
PA1497,,probable transporter,PA14_45060
PA1498,pykF,pyruvate kinase I,PA14_45050
PA1499,,conserved hypothetical protein,PA14_45030
PA1500,,probable oxidoreductase,PA14_45020
PA1501,,conserved hypothetical protein,PA14_45010
PA1502,gcl,glyoxylate carboligase,PA14_45000
PA1503,,hypothetical protein,PA14_44990
PA1504,,probable transcriptional regulator,PA14_44980
PA1505,moaA2,molybdopterin biosynthetic protein A2,PA14_44970
PA1506,,hypothetical protein,PA14_44960
PA1507,,probable transporter,PA14_44950
PA1508,,hypothetical protein,PA14_44930
PA1509,tplEi,"immunity protein, TplEi",PA14_44920
PA1510,tplE,"type 6 PGAP1-like effector, TplE",PA14_44910
PA1511,vgrG2a,VgrG2a,PA14_44900
PA1513,,hypothetical protein,PA14_44880
PA1514,,ureidoglycolate hydrolaseYbbT,PA14_44860
PA1515,alc,allantoicase,PA14_44850
PA1516,,hypothetical protein,PA14_44840
PA1517,,conserved hypothetical protein,PA14_44830
PA1518,,conserved hypothetical protein,PA14_44820
PA1519,,probable transporter,PA14_44800
PA1520,,probable transcriptional regulator,PA14_44780
PA1521,,probable guanine deaminase,PA14_44770
PA1522,,hypothetical protein,PA14_44760
PA1523,xdhB,xanthine dehydrogenase,PA14_44740
PA1524,xdhA,xanthine dehydrogenase,PA14_44710
PA1525,alkB2,alkane-1-monooxygenase 2,PA14_44700
PA1526,,probable transcriptional regulator,PA14_44690
PA1527,,conserved hypothetical protein,PA14_44680
PA1528,zipA,cell division protein ZipA,PA14_44670
PA1529,lig,DNA ligase,PA14_44660
PA1530,,hypothetical protein,PA14_44650
PA1531,,hypothetical protein,PA14_44640
PA1532,dnaX,DNA polymerase subunits gamma and tau,PA14_44630
PA1533,,conserved hypothetical protein,PA14_44620
PA1534,recR,recombination protein RecR,PA14_44610
PA1535,,citronellyl-CoA dehydrogenase,PA14_44590
PA1536,,conserved hypothetical protein,PA14_44580
PA1537,,probable short-chain dehydrogenase,PA14_44570
PA1538,,probable flavin-containing monooxygenase,PA14_44560
PA1539,,hypothetical protein,PA14_44540
PA1540,,conserved hypothetical protein,PA14_44530
PA1541,,probable drug efflux transporter,PA14_44520
PA1542,,hypothetical protein,PA14_44510
PA1543,apt,adenine phosphoribosyltransferase,PA14_44500
PA1544,anr,transcriptional regulator Anr,PA14_44490
PA1545,,hypothetical protein,PA14_44480
PA1546,hemN,oxygen-independent coproporphyrinogen III oxidase,PA14_44470
PA1547,,hypothetical protein,PA14_44460
PA1548,,conserved hypothetical protein,PA14_44450
PA1549,,probable cation-transporting P-type ATPase,PA14_44440
PA1550,,hypothetical protein,PA14_44430
PA1551,,probable ferredoxin,PA14_44420
PA1552,ccoP1,"Cytochrome c oxidase, cbb3-type, CcoP subunit",PA14_44400
PA1553,ccoO1,"Cytochrome c oxidase, cbb3-type, CcoO subunit",PA14_44380
PA1554,ccoN1,"Cytochrome c oxidase, cbb3-type, CcoN subunit",PA14_44370
PA1555,ccoP2,"Cytochrome c oxidase, cbb3-type, CcoP subunit",PA14_44360
PA1556,ccoO2,"Cytochrome c oxidase, cbb3-type, CcoO subunit",PA14_44350
PA1557,ccoN2,"Cytochrome c oxidase, cbb3-type, CcoN subunit",PA14_44340
PA1558,,hypothetical protein,PA14_44320
PA1559,,hypothetical protein,PA14_44311
PA1560,,hypothetical protein,
PA1561,aer,aerotaxis receptor Aer,PA14_44300
PA1562,acnA,aconitate hydratase 1,PA14_44290
PA1563,,conserved hypothetical protein,PA14_44280
PA1564,,conserved hypothetical protein,PA14_44270
PA1565,pauB2,FAD-dependent oxidoreductase,PA14_44260
PA1566,pauA3,Glutamylpolyamine synthetase,PA14_44240
PA1567,,conserved hypothetical protein,PA14_44210
PA1568,,conserved hypothetical protein,PA14_44200
PA1569,,probable major facilitator superfamily (MFS) transporter,PA14_44190
PA1570,,probable transcriptional regulator,PA14_44180
PA1571,,hypothetical protein,PA14_44170
PA1572,,conserved hypothetical protein,PA14_44160
PA1573,,conserved hypothetical protein,PA14_44150
PA1574,,conserved hypothetical protein,PA14_44140
PA1575,,hypothetical protein,PA14_44130
PA1576,,probable 3-hydroxyisobutyrate dehydrogenase,PA14_44120
PA1577,,hypothetical protein,PA14_44110
PA1578,,hypothetical protein,PA14_44100
PA1579,,hypothetical protein,PA14_44080
PA1580,gltA,citrate synthase,PA14_44070
PA1581,sdhC,succinate dehydrogenase (C subunit),PA14_44060
PA1582,sdhD,succinate dehydrogenase (D subunit),PA14_44050
PA1583,sdhA,succinate dehydrogenase (A subunit),PA14_44030
PA1584,sdhB,succinate dehydrogenase (B subunit),PA14_44020
PA1585,sucA,2-oxoglutarate dehydrogenase (E1 subunit),PA14_44010
PA1586,sucB,dihydrolipoamide succinyltransferase (E2 subunit),PA14_44000
PA1587,lpd,dihydrolipoamide dehydrogenase Lpd,PA14_43970
PA1588,sucC,succinyl-CoA synthetase beta chain,PA14_43950
PA1589,sucD,succinyl-CoA synthetase alpha chain,PA14_43940
PA1590,braB,branched chain amino acid transporter,PA14_43920
PA1591,,hypothetical protein,PA14_43910
PA1592,,hypothetical protein,PA14_43900
PA1593,,hypothetical protein,PA14_43890
PA1594,,hypothetical protein,PA14_43880
PA1595,,hypothetical protein,PA14_43870
PA1596,htpG,heat shock protein HtpG,PA14_43850
PA1597,,hypothetical protein,PA14_43840
PA1598,,conserved hypothetical protein,PA14_43830
PA1599,,probable transcriptional regulator,PA14_43820
PA1600,,probable cytochrome c,PA14_43810
PA1601,,probable aldehyde dehydrogenase,PA14_43790
PA1602,,probable oxidoreductase,PA14_43780
PA1603,,probable transcriptional regulator,PA14_43770
PA1604,,hypothetical protein,PA14_43760
PA1605,,hypothetical protein,PA14_43740
PA1606,,hypothetical protein,PA14_43730
PA1607,,conserved hypothetical protein,PA14_43720
PA1608,,probable chemotaxis transducer,PA14_43710
PA1609,fabB,beta-ketoacyl-ACP synthase I,PA14_43690
PA1610,fabA,beta-hydroxydecanoyl-ACP dehydrase,PA14_43680
PA1611,,hybrid sensor kinase,PA14_43670
PA1612,,hypothetical protein,PA14_43660
PA1613,,hypothetical protein,PA14_43650
PA1614,gpsA,"glycerol-3-phosphate dehydrogenase, biosynthetic",PA14_43640
PA1615,,probable lipase,PA14_43630
PA1616,,conserved hypothetical protein,PA14_43620
PA1617,,probable AMP-binding enzyme,PA14_43610
PA1618,,conserved hypothetical protein,PA14_43600
PA1619,,probable transcriptional regulator,PA14_43580
PA1620,,hypothetical protein,PA14_43570
PA1621,,probable hydrolase,PA14_43550
PA1622,,probable hydrolase,PA14_43540
PA1623,,conserved hypothetical protein,PA14_43530
PA1624,,hypothetical protein,PA14_43520
PA1625,,conserved hypothetical protein,PA14_43510
PA1626,,probable major facilitator superfamily (MFS) transporter,PA14_43490
PA1627,,probable transcriptional regulator,PA14_43480
