	corr to exoS	gene name	label
PA1403	0.028711226960835542		core
PA1404	-0.10077077828138507		core
PA1405	-0.06763890285379677		core
PA1406	0.005675303450691415		core
PA1407	-0.02740858505015589		core
PA1408	0.03777953982493548		core
PA1409	-0.09067502132568137	aphA	core
PA1410	-0.15275492110098002		core
PA1411	-0.0883678884386818		core
PA1412	-0.09913863630484512		core
PA1413	-0.016576977556812214		core
PA1414	-0.05866247931125317		core
PA1415	0.05250262226101689		core
PA1416	-0.009978626295594987		core
PA1417	-0.019162096774816808		core
PA1418	0.025175587274048228		core
PA1419	-0.01027403986329145		core
PA1420	-0.047744995870754606		core
PA1421	-0.023636993973726782	gbuA	core
PA1422	-0.06335015464915315	gbuR	core
PA1423	0.06017633951334539	bdlA	core
PA1424	-0.032169816189321604		core
PA1425	-0.037148087531143716		core
PA1426	0.2406199002478103		core
PA1427	0.2332680137780964		acc-module
PA1428	-0.1130144668788144		core
PA1429	-0.07080840805760139		core
PA1430	-0.014811919248824785	lasR	core
PA1431	-0.1159808596089682	rsaL	core
PA1432	-0.04071314432392361	lasI	core
PA1433	-0.11765166202639245		core
PA1434	-0.10563103548751378		core
PA1435	0.02189018647125121		core
PA1436	0.01970395880617842		core
PA1437	0.05869467059144996		core
PA1438	0.008055390941554866		core
PA1439	0.02266059667011669		core
PA1440	0.003972724247229623		core
PA1441	0.08630431200851624		core
PA1442	0.038656088837251364		core
PA1443	0.02087204044524703	fliM	core
PA1444	-0.013524371591071048	fliN	core
PA1445	-0.09120056383929497	fliO	core
PA1446	0.0006228592569700338	fliP	core
PA1447	0.08693298699599064	fliQ	core
PA1448	-0.0013999447138024288	fliR	core
PA1449	-0.10148899330389093	flhB	core
PA1450	-0.1429618134711769		core
PA1451	0.015283453946772003		core
PA1452	0.04513594597654713	flhA	core
PA1453	0.013516445545256613	flhF	core
PA1454	0.02214964589781331	fleN	core
PA1455	-0.035187239694345826	fliA	core
PA1456	-0.0035088059350828513	cheY	core
PA1457	0.0563706910632907	cheZ	core
PA1458	0.0728076937877343		core
PA1459	0.10302416474757384		core
PA1460	0.0616733191056622	motC	core
PA1461	0.02308631971290345	motD	core
PA1462	0.008337210269503292		core
PA1463	0.008796068974016639		core
PA1464	0.0871716608201657		core
PA1465	0.02388220869295681		core
PA1466	0.06863136624684253		core
PA1467	0.005691502819450048		core
PA1468	0.15929741328109706		core
PA1469	0.013941172128806523		core
PA1470	0.056922081785332715		core
PA1471	0.1968344295809249		acc-module
PA1472	0.3282112457552069		acc-module
PA1473	-0.030105405170784017		core
PA1474	0.0294880970723859		core
PA1475	-0.042037876708696915	ccmA	core
PA1476	-0.015025441095716612	ccmB	core
PA1477	-0.044828218468478426	ccmC	core
PA1478	0.008880491095525253		core
PA1479	-0.017537109195111703	ccmE	core
PA1480	0.024385263745811483	ccmF	core
PA1481	0.002515003302256097	ccmG	core
PA1482	0.0026549632170759217	ccmH	core
PA1483	0.0016637725572969107	cycH	core
PA1484	0.02925140466880082		core
PA1485	-0.0015508034361469355		core
PA1486	0.018045930471131625	bapF	core
PA1487	-0.07811475309526805		core
PA1488	-0.032306659507659825		core
PA1489	-0.04940286688233141		core
PA1490	-0.017699905232545162		core
PA1491	0.006219147352439166		core
PA1492	-0.08379453197681923		core
PA1493	-0.040337103396542985	cysP	core
PA1494	-0.10320242617895754	muiA	core
PA1495	-0.10207417110151593		core
PA1496	-0.05579162197759517		core
PA1497	-0.07297629010960266		core
PA1498	0.07419447996845165	pykF	core
PA1499	0.07173517006416334		core
PA1500	0.09808154180787412		core
PA1501	0.05524528807809017		core
PA1502	0.04863573010499519	gcl	core
PA1503	0.12087701277687392		core
PA1504	-0.03894920900977723		core
PA1505	-0.06184961948821348	moaA2	core
PA1506	-0.005447571493062874		core
PA1507	0.038827201674535405		core
PA1508	-0.042484136113674416		core
PA1509	0.06706901798328653	tplEi	core
PA1510	0.031748329907169755	tplE	core
PA1511	-0.042755131824599835	vgrG2a	core
PA1512	-0.042086755894543866	hcpA	core
PA1513	0.03695509576181257		core
PA1514	-0.056287288880395206		core
PA1515	-0.05113230015258053	alc	core
PA1516	0.07728301067134934		core
PA1517	0.056630921717999085		core
PA1518	0.04196074369439701		core
PA1519	-0.0026305338001309745		core
PA1520	0.030591058490599		core
PA1521	0.04289375807839844		core
PA1522	0.04008660105408373		core
PA1523	0.026296354240508583	xdhB	core
PA1524	0.01985714293789428	xdhA	core
PA1525	0.00518095244605156	alkB2	core
PA1526	0.009803582131470664		core
PA1527	-0.001941819330725084		core
PA1528	0.028275165099806775	zipA	core
PA1529	-0.059215910424435976	lig	core
PA1530	0.06116550441210495		core
PA1531	0.0018852733349633422		core
PA1532	-0.03836060631181488	dnaX	core
PA1533	0.06077000880196778		core
PA1534	-0.02130074537240384	recR	core
PA1535	-0.042017812356352914		core
PA1536	-0.013414030291233472		core
PA1537	-0.007798328973134226		core
PA1538	-0.08620284986021329		core
PA1539	0.029992376331511344		core
PA1540	-0.0790133670865744		core
PA1541	-0.04104653531907875		core
PA1542	-0.050506561203581886		core
PA1543	-0.1467888606614975	apt	core
PA1544	-0.13176356345308465	anr	core
PA1545	0.00238475465327705		core
PA1546	-0.096627811671408	hemN	core
PA1547	0.006473865894516794		core
PA1548	0.017137979104378632		core
PA1549	-0.008167752100707531		core
PA1550	-0.023228102934094757		core
PA1551	-0.061576835322189535		core
PA1552	0.030803816695279245	ccoP1	core
PA1553	-0.02711424315559181	ccoO1	core
PA1554	-0.009518380163666013	ccoN1	core
PA1555	-0.0219531403254633	ccoP2	core
PA1556	-0.06397216690192854	ccoO2	core
PA1557	-0.07538236767508508	ccoN2	core
PA1558	-0.07569647935707036		core
PA1559	0.019869616506882785		core
PA1560	0.023705409327348312		acc
PA1561	0.07965774005014144	aer	core
PA1562	0.06678661434702232	acnA	core
PA1563	-0.017405267970836462		core
PA1564	0.017708636184046573		core
PA1565	0.02007583314590068	pauB2	core
PA1566	-0.018881092496795576	pauA3	core
PA1567	-0.05639378993353919		core
PA1568	-0.04475529790587217		core
PA1569	-0.052926159160706664		core
PA1570	-0.08310637517998729		core
PA1571	-0.0034542654471020986		core
PA1572	0.0064175294489784256		core
PA1573	-0.03825042726134045		core
PA1574	0.093662263778149		core
PA1575	-0.022199497747307263		core
PA1576	0.02745291864161601		core
PA1577	0.02108714721451216		core
PA1578	0.041859723628259536		core
PA1579	0.017100159541019573		core
PA1580	-0.0257355035670955	gltA	core
PA1581	-0.0721253008368833	sdhC	core
PA1582	-0.013692895471462414	sdhD	core
PA1583	-0.0872172632423908	sdhA	core
PA1584	-0.009645230660664118	sdhB	core
PA1585	0.0033620274382307486	sucA	core
PA1586	0.04602788722003005	sucB	core
PA1587	0.09362787971330004	lpd	core
PA1588	0.05368584801139755	sucC	core
PA1589	0.09297393814249544	sucD	core
PA1590	-0.0015078244680157519	braB	core
PA1591	-0.057589364156356536		core
PA1592	0.016270568193683343		core
PA1593	0.018411391983588536		core
PA1594	-0.0702188243235299		core
PA1595	0.02473917761008618		core
PA1596	0.00111452323316451	htpG	core
PA1597	0.03902759759601036		core
PA1598	-0.007183864860269242		core
PA1599	0.01864385889322116		core
PA1600	0.01415614264620462		core
PA1601	0.03786000866470116		core
PA1602	0.0204275134175183		core
PA1603	-0.014743126505992556		core
PA1604	0.0024717104721368823		core
PA1605	-0.004061628451545705		core
PA1606	0.02737213316649514		core
PA1607	0.05295465809960638		core
PA1608	0.06762627940431365		core
PA1609	-0.10296278990202888	fabB	core
PA1610	-0.07285070852609707	fabA	core
PA1611	-0.030158409728427413		core
PA1612	-0.039681018086085415		core
PA1613	-0.17027138668353198		core
PA1614	-0.014908370209568263	gpsA	core
PA1615	0.011150503231574476		core
PA1616	-0.08324545761076392		core
PA1617	0.08127962509007483		core
PA1618	0.030004201689662644		core
PA1619	-0.01408748238112716		core
PA1620	-0.026027049456428475		core
PA1621	0.014791016601949947		core
PA1622	0.026723273527688583		core
PA1623	-0.0025304304496875643		core
PA1624	-0.0781505601601808		core
PA1625	-0.09696230916681647		core
PA1626	0.003110035785795321		core
PA1627	-0.10485482781602036		core
PA1628	-0.00934008145039928		core
PA1629	-0.0121644115502388		core
PA1630	-0.0530430211121236		core
PA1631	-0.09387757280757954		core
PA1632	-0.028578311981944018	kdpF	core
PA1633	0.03033894009479925	kdpA	core
PA1634	0.056315792140521626	kdpB	core
PA1635	0.055339293673178296	kdpC	core
PA1636	0.05989619055642063	kdpD	core
PA1637	-0.024445972039571516	kdpE	core
PA1638	-0.08806243080403559		core
PA1639	-0.09359425924670388		core
PA1640	0.05339803198038784		core
PA1641	-0.028596068044541293		core
PA1642	0.08251493682496176	selD	core
PA1643	0.024777677581950867		core
PA1644	0.05194272542620254		core
PA1645	0.021224223133642743		core
PA1646	-0.03425468163310033		core
PA1647	-0.11569422402268074		core
PA1648	-0.0024270022067399625		core
PA1649	-0.057189995105880014		core
PA1650	-0.06462181407908715		core
PA1651	-0.07949691504313812		core
PA1652	-0.0639385606796236		core
PA1653	-0.07172867957348872		core
PA1654	-0.07379951630233281		core
PA1655	0.03448098276451146		core
PA1656	-0.07534281980497963	hsiA2	core
PA1657	-0.039973555940106	hsiB2	core
PA1658	-0.05852503160876884	hsiC2	core
PA1659	-0.07619357897196727	hsiF2	core
PA1660	-0.05516220998863032	hsiG2	core
PA1661	-0.037600048305835736	hsiH2	core
PA1662	0.01869150915830391	clpV2	core
PA1663	-0.055861280243367784	sfa2	core
PA1664	-0.08055881971551318	orfX	core
PA1665	-0.059794803409341124	fha2	core
PA1666	-0.0272583561866369	lip2	core
PA1667	-0.015148709908464324	hsiJ2	core
PA1668	-0.07670805128375549	dotU2	core
PA1669	-0.11102304651415752	icmF2	core
PA1670	-0.06859479546177072	stp1	core
PA1671	-0.07469403933270524	stk1	core
PA1672	0.04813837519116712		core
PA1673	-0.015849534409037826		core
PA1674	0.05167972878762638	folE2	core
PA1675	-0.049360418879407834		core
PA1676	-0.061979593215385875		core
PA1677	0.050636567566164435		core
PA1678	0.02433645549346311		core
PA1679	-0.009059622283443878		core
PA1680	-0.0269326998410608		core
PA1681	-0.011709755647925485	aroC	core
PA1682	-0.019546030371186882		core
PA1683	0.03412593150984647		core
PA1684	0.06365308550856794		core
PA1685	-0.029935632064807673	masA	core
PA1686	0.02114701072895444	alkA	core
PA1687	-0.010859897069454644	speE	core
PA1688	-0.08704118096816231		core
PA1689	-0.04628895737721889		core
PA1690	0.42982400469908655	pscU	core
PA1691	0.3492127909155139	pscT	core
PA1692	0.4386184381273744		core
PA1693	0.3462923179114113	pscR	core
PA1694	0.5364218303259984	pscQ	core
PA1695	0.6027086057165322	pscP	core
PA1696	0.5873408121365861	pscO	core
PA1697	0.6249264923806347		core
PA1698	0.5974382487437864	popN	core
PA1699	0.6119116131949359	pcr1	core
PA1700	0.5848058248063517	pcr2	core
PA1701	0.5514808356881894	pcr3	core
PA1702	0.5157494852436721	pcr4	core
PA1703	0.6300439665449499	pcrD	core
PA1704	0.4572213627430959	pcrR	core
PA1705	0.5955436378226443	pcrG	core
PA1706	0.6571456987321834	pcrV	core
PA1707	0.6831169155650607	pcrH	core
PA1708	0.7182374025494483	popB	core
PA1709	0.6619008874207187	popD	core
PA1710	0.5435108574865343	exsC	core
PA1711	0.5751776169628441	exsE	core
PA1712	0.5688056814227604	exsB	core
PA1713	0.4996358599757109	exsA	core
PA1714	0.631093905552429	exsD	core
PA1715	0.5966805823294807	pscB	core
PA1716	0.641007602903611	pscC	core
PA1717	0.5923695384212603	pscD	core
PA1718	0.5684590144569587	pscE	core
PA1719	0.5904712409893651	pscF	core
PA1720	0.5769050560594132	pscG	core
PA1721	0.5982517614631966	pscH	core
PA1722	0.6229942300239701	pscI	core
PA1723	0.6011668251670476	pscJ	core
PA1724	0.5348495807775857	pscK	core
PA1725	0.4720369564770302	pscL	core
PA1726	-0.015406129439089804	bglX	core
PA1727	-0.1521417368392615	mucR	core
PA1728	-0.04449267771785149		core
PA1729	-0.0012000857807590972		core
PA1730	-0.057032550600777575		core
PA1731	-0.06543318985288654		core
PA1732	-0.07601641363826364		core
PA1733	-0.05157711464845433		core
PA1734	0.01461297400853353		core
PA1735	-0.11089483065477672		core
PA1736	-0.04682584273275309		core
PA1737	-0.005064381705511468		core
PA1738	-0.07374054772080489		core
PA1739	-0.0006832469086191922		core
PA1740	-0.011344369846814984		core
PA1741	-0.05317047226008602		core
PA1742	0.07865436580249319	pauD2	core
PA1743	-0.037065265990780284		core
PA1744	-0.0444350846227128		core
PA1745	-0.019808281377604358		core
PA1746	-0.0010685006128193302		core
PA1747	0.03571550289154282		core
PA1748	0.03743782196167877		core
PA1749	-0.0679879838519088		core
PA1750	-0.003595154815087053		core
PA1751	0.006838876292256289		core
PA1752	0.006256259110813205		core
PA1753	0.09129803960684436		core
PA1754	0.07383224044144368	cysB	core
PA1755	-0.059501667471585536		core
PA1756	-0.11159572308495667	cysH	core
PA1757	0.0103500137743136	thrH	core
PA1758	0.018310351221531428	pabB	core
PA1759	0.011897947479728293		core
PA1760	0.009781639292715636		core
PA1761	0.08093563562782548		core
PA1762	-0.007302357156669944		core
PA1763	0.05762005009286685		core
PA1764	0.047436717412925884		core
PA1765	0.048865300715066964		core
PA1766	-0.0398302991588852		core
PA1767	-0.035085158246162124		core
PA1768	-0.20263311211374255		core
PA1769	-0.01898799515003896		core
PA1770	-0.018620469559265062	ppsA	core
PA1771	-0.0859945690144148	estX	core
PA1772	0.0750483081510433		core
PA1773	0.06381045589094128	cmaX	core
PA1774	-0.18114927904986247	crfX	core
PA1775	-0.09310655094971217	cmpX	core
PA1776	0.012660133960793185	sigX	core
PA1777	0.13319958223867265	oprF	core
PA1778	0.07472141985434347	cobA	core
PA1779	0.05631754875085969		core
PA1780	0.09560097102986743	nirD	core
PA1781	0.040560765663496964	nirB	core
PA1782	-0.016607430182548094		core
PA1783	-0.020432771794296933	nasA	core
PA1784	-0.05931546409478058		core
PA1785	-0.07337812266239838	nasT	core
PA1786	-7.62151279485422e-05	nasS	core
PA1787	-0.054015800429953686	acnB	core
PA1788	-0.056360620330230274		core
PA1789	-0.1175762226246111		core
PA1790	-0.11139541911101562		core
PA1791	-0.06187727663928156		core
PA1792	-0.0641902241404367		core
PA1793	0.06372133718069055	ppiB	core
PA1794	-0.03584331873584752	glnS	core
PA1795	0.016318907272703933	cysS	core
PA1796	-0.016057230667195332	folD	core
PA1797	0.07816562293770364		core
PA1798	0.06399929359198198	parS	core
PA1799	0.02754552052222382	parR	core
PA1800	-0.006155499452676115	tig	core
PA1801	0.059777282465380624	clpP	core
PA1802	-0.019613137103430763	clpX	core
PA1803	0.040767119525684334	lon	core
PA1804	0.10877792597789714	hupB	core
PA1805	0.045110632505184066	ppiD	core
PA1806	0.0845961460589226	fabI	core
PA1807	0.0753646130215826	nppD	core
PA1808	0.013571862498588985	nppC	core
PA1809	0.0732447209760715	nppB	core
PA1810	0.015054110140943175	nppA2	core
PA1811	-0.017561880265784983	nppA1	core
PA1812	-0.10491657215746376	mltD	core
PA1813	-0.0658962972591297		core
PA1814	0.04032916649829719	kerV	core
PA1815	-0.035206632773826275	rnhA	core
PA1816	0.011272844026906169	dnaQ	core
PA1817	0.04208322342500042		core
PA1818	0.03234522912604991	cadA	core
PA1819	0.02518017708391141		core
PA1820	0.030876138480053564	nhaB	core
PA1821	-0.05128320221147805		core
PA1822	-0.08273682985833497	fimL	core
PA1823	-0.009219656665044871	nudC	core
PA1824	-0.049221477172420335		core
PA1825	0.07262984742275205		core
PA1826	0.14121893376941266		core
PA1827	0.007954205575827497		core
PA1828	0.07835955168591408		core
PA1829	0.036488231925144304		core
PA1830	0.12542103701807686		core
PA1831	-0.050074113271806026		core
PA1832	0.09517697004950833		core
PA1833	-0.015969826262778784		core
PA1834	-0.06876548506581323		acc
PA1835	0.05245331252153845		core
PA1836	0.01665163307282979		core
PA1837	-0.08654635712544012		core
PA1838	-0.14687034077900898	cysI	core
PA1839	0.025824919456126444		core
PA1840	-0.15730933154358626		core
PA1841	-0.12485006478253614		core
PA1842	0.02934699766462416		core
PA1843	-0.011654053990873688	metH	core
PA1844	-0.0702763126798716	tse1	core
PA1845	-0.121508513952488	tsi1	core
PA1846	-0.02712597731363777	cti	core
PA1847	-0.056013978088469335	nfuA	core
PA1848	-0.021543745352837013		core
PA1849	0.10296498099658467		core
PA1850	0.02577053095514392		core
PA1851	0.05128641742093359		core
PA1852	-0.03002154452918452		core
PA1853	-0.008551997109567298		core
PA1854	-0.051989319365871374		core
PA1855	-0.00036035658245049467		core
PA1856	0.048291148505677936		core
PA1857	-0.11223525564071868		core
PA1858	-0.0369793931255744	str	core
PA1859	-0.0066707609156024		core
PA1860	-0.13318619344897212		core
PA1861	-0.007572334962768017	modC	core
PA1862	-0.08876425444865484	modB	core
PA1863	-0.034963519195816736	modA	core
PA1864	-0.0503699673668804		core
PA1865	-0.11531291663183142		core
PA1866	-0.16328590527160972		core
PA1867	-0.026216122679266624	xphA	core
PA1868	0.08763896047861627	xqhA	core
PA1869	-0.06525260249138172		core
PA1870	-0.05437059330249397		core
PA1871	-0.006499586763789757	lasA	core
PA1872	-0.0009897519266502193		core
PA1873	0.09881891547745046		core
PA1874	0.01844056702203481		core
PA1875	0.028769600445473782		core
PA1876	0.03495007712421964		core
PA1877	0.054162363252778095		core
PA1878	0.0096379069743547		core
PA1879	0.0201974461078311		core
PA1880	0.06624181818883289		core
PA1881	-0.02320000361392026		core
PA1882	-0.02308099485512876		core
PA1883	-0.011455481175948246		core
PA1884	-0.010329335188053677		core
PA1885	-0.003047163097207909		core
PA1886	-0.01706773131838235	polB	core
PA1887	-0.15786942602791526		core
PA1888	-0.2009701708786564		core
PA1889	-0.02803870590754076		core
PA1890	0.0755932373967956		core
PA1891	-0.0056483586412936476		core
PA1892	-0.03740307242599136		core
PA1893	-0.028257848246950382		core
PA1894	-0.08737872346588496		core
PA1895	-0.0016433072161928287		core
PA1896	-0.05057059168377629		core
PA1897	-0.03295548953775592		core
PA1898	0.003787771306932798	qscR	core
PA1899	0.032488339321880534	phzA2	core
PA1900	0.06157718135503861	phzB2	core
PA1901	0.05720296455678951	phzC2	core
PA1902	0.061846882138060576	phzD2	core
PA1903	0.07182159326326783	phzE2	core
PA1904	0.09080150975485672	phzF2	core
PA1906	-0.0129155221653481		core
PA1907	-0.030683676723472823		core
PA1908	-0.06594380005343821		core
PA1909	-0.10818547173334643		core
PA1910	-0.013172849128769072	femA	core
PA1911	-0.08122659105387145	femR	core
PA1912	-0.02995137616318698	femI	core
PA1913	-0.07368011417201926		core
PA1914	0.12403544858964335		core
PA1915	0.06564490919465359		core
PA1916	0.009956934969041513		core
PA1917	-0.020860942961467392		core
PA1918	-0.06791519554471839		core
PA1919	-0.10029215637391016	nrdG	core
PA1920	-0.061897771688882074	nrdD	core
PA1921	-0.002628599399059765		core
PA1922	0.009717222130095049		core
PA1923	0.0015967724241915024		core
PA1924	0.02252570811633034		core
PA1925	0.010449493296984051		core
PA1926	-0.013532734136994679		core
PA1927	0.007438080990375929	metE	core
PA1928	-0.06242134442173947	rimJ	core
PA1929	-0.00041135980591001936		core
PA1930	-0.019779908397346915		core
PA1931	0.2657531553193607		core
PA1932	0.26218493929832914		core
PA1933	0.2613461781482617		core
PA1934	0.21811919030377355		core
PA1935	0.0009425896878375176		acc
PA1936	-0.0598046866635457		acc
PA1937	0.08518770147369588		acc
PA1938	-0.03651612600808237		acc
PA1939	0.050366552001048163		core
PA1940	0.00855549585688932		core
PA1941	-0.016828135917741592		core
PA1942	-0.0483395093689289		core
PA1943	-0.08053865378585841		core
PA1944	0.07875178464185223		core
PA1945	0.02664150012094307		core
PA1946	0.03439923597112467	rbsB	core
PA1947	0.023526441554120144	rbsA	core
PA1948	0.05231558413049914	rbsC	core
PA1949	-0.01076511388094155	rbsR	core
PA1950	0.05688474888072007	rbsK	core
PA1951	0.05214992318269608	fapF	core
PA1952	-0.02280890061474329	fapE	core
PA1953	0.013403459100942415	fapD	core
PA1954	0.06616480908286804	fapC	core
PA1955	-0.13249931410405508	fapB	core
PA1956	-0.1241092738124323	fapA	core
PA1957	-0.046955027610677255		core
PA1958	-0.011526343556335805		core
PA1959	0.0613203923936235	bacA	core
PA1960	-0.006509345777481725		core
PA1961	-0.004102685154196735		core
PA1962	-0.04624727803033403	azoR2	core
PA1963	-0.07309704509390237		core
PA1964	-0.03320296801769376		core
PA1965	0.2420861495554127		core
PA1966	0.04693952073673971		core
PA1967	0.12996522780428774		core
PA1968	0.024177059828563458		core
PA1969	0.03674410511817309		core
PA1970	-0.06566797968988436		core
PA1971	-0.048290423573931165	braZ	core
PA1972	-0.06575665191212612		core
PA1973	-0.04337403174902337	pqqF	core
PA1974	0.012133297110615402		core
PA1975	0.026710347553320496		core
PA1976	0.005249366476923251	ercS'	core
PA1977	-0.013024182017433356		core
PA1978	0.10883885494645223	erbR	core
PA1979	0.0976741312396512	eraS	core
PA1980	0.08749396069896959	eraR	core
PA1981	0.04341127970830575		core
PA1982	-0.021250204040104997	exaA	core
PA1983	0.042364862412721326	exaB	core
PA1984	0.061818765296717135	exaC	core
PA1985	-0.08932510234188974	pqqA	core
PA1986	0.0041774734878152016	pqqB	core
PA1987	0.01978447879438769	pqqC	core
PA1988	0.04718417095296407	pqqD	core
PA1989	0.025418860799534638	pqqE	core
PA1990	-0.005816269611353207	pqqH	core
PA1991	0.006894504533049743		core
PA1992	-0.02921264764109608	ercS	core
PA1993	-0.11142235591639288		core
PA1994	-0.05418204950505976		core
PA1995	-0.003981600104050762		core
PA1996	-0.03647257718418378	ppiC1	core
PA1997	-0.02637671552991249		core
PA1998	-0.012921195435440734	dchR	core
PA1999	0.08857379913325307	dchA	core
PA2000	0.0777027902257782	dchB	core
PA2001	0.11694527574669028	atoB	core
PA2002	0.133780778703305		core
PA2003	0.1035652495337522	bdhA	core
PA2004	0.06469987672164026		core
PA2005	0.0034894890068567644	hbcR	core
PA2006	0.006362964102031053		core
PA2007	0.02583186138086504	maiA	core
PA2008	0.02883891208438716	fahA	core
PA2009	0.007232761036093825	hmgA	core
PA2010	0.024725565796150064		core
PA2011	0.060343718108749236	liuE	core
PA2012	0.021464434866531604	liuD	core
PA2013	0.029774583753141383	liuC	core
PA2014	0.012149084644678851	liuB	core
PA2015	0.019652361518896516	liuA	core
PA2016	-0.010796142568851691	liuR	core
PA2017	0.05167962551792108		core
PA2018	-0.023004654190306974	mexY	core
PA2019	-0.014410960223007616	mexX	core
PA2020	0.014718537382808474	mexZ	core
PA2021	0.030396777907228258		core
PA2022	0.020874552974467785		core
PA2023	-0.003174824906844313	galU	core
PA2024	0.022026231681816482		core
PA2025	0.03703182966986067	gor	core
PA2026	-0.011000253296910937		core
PA2027	0.04109129591826128		core
PA2028	0.046907943814905366		core
PA2029	0.021016846188859857		core
PA2030	-0.008477778248601164		core
PA2031	-0.010819018082143821		core
PA2032	-0.0317042026586739		core
PA2033	0.0624511636855864		core
PA2034	0.03981365405042965		core
PA2035	0.003513616058241357		core
PA2036	-0.07350106896596585		core
PA2037	0.054923162160221466		core
PA2038	-0.07167233200075081		core
PA2039	-0.01983747049139084		core
PA2040	0.04233770773434024	pauA4	core
PA2041	0.0723640409312999		core
PA2042	-0.04572342430264728		core
PA2043	-0.0824083410607114		core
PA2044	0.002156665969454651		core
PA2045	-0.0686855570636794		core
PA2046	-0.05370331141811829		core
PA2047	-0.047807131642217685		core
PA2048	-0.0543903351437395		core
PA2049	-0.11188038098587376		core
PA2050	-0.09704257624462942		core
PA2051	-0.09178186313207164		core
PA2052	0.034777622113459264	cynS	core
PA2053	0.009044799315398285	cynT	core
PA2054	-0.05017278549778721	cynR	core
PA2055	-0.0676705395952048		core
PA2056	-0.01765153027031258		core
PA2057	-0.053629308528368384	sppR	core
PA2058	-0.1951222380484033	sppA	core
PA2059	-0.029301340722052475	sppB	core
PA2060	-0.054367700616435866	sppC	core
PA2061	0.040501582739830864	sppD	core
PA2062	-0.06005758607815673		core
PA2063	-0.10010832275939677		core
PA2064	-0.0262203255966513	pcoB	core
PA2065	-0.02319451649695196	pcoA	core
PA2066	0.03150966117500155		core
PA2067	-0.017870717516665746		core
PA2068	0.050660228861393715		core
PA2069	0.00830780765338825		core
PA2070	-0.023141644396863774		core
PA2071	0.008830994547744296	fusA2	core
PA2072	-0.0035949767165274907		core
PA2073	0.0579387329197872		acc
PA2074	0.0012965685039943741		acc
PA2075	-0.00620365692873045		core
PA2076	0.008087996707539624		core
PA2077	-0.0355650574656361		core
PA2078	-0.11517203334001536		core
PA2079	-0.1503026117071572		core
PA2080	-0.09800862633732356	kynU	core
PA2081	-0.0737249962052309	kynB	core
PA2082	-0.026027592214046647	kynR	core
PA2083	-0.06925934434574517		core
PA2084	-0.1009830754015324		core
PA2085	-0.06525493565015457		core
PA2086	-0.021450552584343058		core
PA2087	-0.12700285150350726		core
PA2088	-0.07386117073035274		core
PA2089	-0.05185091432828498		core
PA2090	-0.11975325718940688		core
PA2091	-0.09115649676573162		core
PA2092	-0.0764805413290541		core
PA2093	-0.10932055867620873		core
PA2094	-0.10083886374449658		core
PA2095	-0.06808945109240766		core
PA2096	-0.07111181561145659		core
PA2097	-0.1496630977882626		core
PA2098	-0.08561234162315641		core
PA2099	-0.10307348360881066		core
PA2100	0.05234683934849842		acc
PA2101	0.07730064109184387		acc
PA2102	0.07542792001462498		acc
PA2103	0.08636881572276978		acc
PA2104	0.0775776793675656		acc
PA2105	0.09022160612868968		acc
PA2106	0.07532977177492528		acc
PA2107	-0.12058396342462037		core
PA2108	0.3918681146135005		core
PA2109	0.06558203137921131		core
PA2110	-0.10335112777361913		core
PA2111	-0.05356750291615785		core
PA2112	-0.040619246697099515		core
PA2113	-0.09130065115643901	opdO	core
PA2114	-0.04918435816077259		core
PA2115	-0.05814287367031645		core
PA2116	-0.031344672877707605		core
PA2117	0.027151796564104564		core
PA2118	-0.04603987263603791	ada	core
PA2119	0.1941338790706281		acc-module
PA2120	0.03599333412771024		core
PA2121	0.031108394564741224		core
PA2122	-0.05315068225512925		core
PA2123	-0.023644795234993386		core
PA2124	-0.045560547002613166		core
PA2125	0.01953613251012066		core
PA2126	-0.031105417862851037	cgrC	core
PA2127	-0.040360751227339	cgrA	core
PA2128	0.050801871808092036	cupA1	core
PA2129	-0.03253616756277529	cupA2	core
PA2130	-0.010742088444923508	cupA3	core
PA2131	0.0031626142259812487	cupA4	core
PA2132	0.012374805992678137	cupA5	core
PA2133	-0.03199526864688287		core
PA2134	-0.06267841322058276		core
PA2135	-0.12984593627568053		core
PA2136	-0.009288278510640898		core
PA2137	-0.04850359674330863		core
PA2138	0.02149095895550011	ligD	core
PA2139	-0.11688436083159355		acc
PA2140	-0.04627630050873301		core
PA2141	-0.03248205237075917		core
PA2142	-0.01667083194431208		core
PA2143	-0.07230730478856065		core
PA2144	-0.03483065634860871	glgP	core
PA2145	0.06160308529314978		core
PA2146	0.007463137990346455		core
PA2147	-0.057298573851517376	katE	core
PA2148	-0.033221671388493995		core
PA2149	-0.01991847230491239		core
PA2150	0.004443295526030554		core
PA2151	-0.025255354481930857		core
PA2152	0.008831705255008279		core
PA2153	0.03144094337433516	glgB	core
PA2154	0.0321687833963666		core
PA2155	-0.006702441835972332		core
PA2156	-0.07371092360918775		core
PA2157	-0.03689195942129829		core
PA2158	-0.016627201808117206		core
PA2159	-0.08813326245791685		core
PA2160	0.02841589006682688		core
PA2161	0.011055609810525226		core
PA2162	-0.033330048343916965		core
PA2163	-0.05326149424522633		core
PA2164	-0.046489714239642564		core
PA2165	-0.09198410145301956		core
PA2166	-0.06734712505686898		core
PA2167	0.005065559244159258		core
PA2168	-0.002229977235508227		core
PA2169	-0.0844283346797998		core
