	module id	gene name	median expression	mean pairwise dist	median pairwise dist	min pairwise dist	max pairwise dist	range pairwise dist	enriched KEGG pathway	p-value	num shared genes	size module	size KEGG pathway	corrected p-value	operon_name	Anr_regulon	PhoB_regulon	PvdR_regulon	PchR_regulon	AlgU_regulon	LasR_regulon	RhlR_regulon	PqsR_regulon	QscR_regulon	VreI_regulon	Zur_regulon	Anr_short_list	PhoB_short_list	AlgU_short_list	LasR_short_list	RhlR_short_list	PqsR_short_list
PA0202	13		43.1118506113968	748.3809523809524	3.0	1.0	2616.0	2615.0	"2304    KEGG-Module-M00299: Spermidine/putrescine tran...
Name: enriched KEGG pathway, dtype: object"	5.198149755723912e-07	4	7	12	0.0016691258865628562		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA5265	16		332.60162085740797	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA	PA5266-PA5265	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3843	17		34.841084536012396	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA	spcS-PA3843	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA1381	5		13.7629073359657	4.666666666666667	4.0	1.0	12.0	11.0	NA	NA	NA	NA	NA	NA	PA1381-PA1382	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2219	11	opdE	30.9575892066825	320.4	283.5	1.0	800.0	799.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0135	12		4.20011482318643	2021.7644444444443	1889.0	54.0	5336.1	5282.1	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA5264	16		256.796335011538	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3974	12	ladS	425.07331754721395	2021.7644444444443	1889.0	54.0	5336.1	5282.1	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2294	7		15.618319167283401	1017.6428571428571	1895.5	1.0	1901.0	1900.0	"1316    KEGG-Module-M00236: Putative polar amino acid ...
Name: enriched KEGG pathway, dtype: object"	1.0396299511447252e-06	4	8	24	0.0016691258865628562	PA2296-PA2295-PA2294-PA2293-PA2292	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3158	1	wbpB	1579.25271545999	6.438095238095238	6.0	1.0	17.0	16.0	NA	NA	NA	NA	NA	NA	wbpB-PA3157-wbpD-wbpE-wzy-wzx-hisH2-hisF2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2106	2		132.956534022683	2.6666666666666665	2.0	1.0	6.0	5.0	NA	NA	NA	NA	NA	NA	PA2105-PA2106	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3151	1	hisF2	554.057025754159	6.438095238095238	6.0	1.0	17.0	16.0	NA	NA	NA	NA	NA	NA	wbpB-PA3157-wbpD-wbpE-wzy-wzx-hisH2-hisF2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3150	1	wbpG	1571.41949624676	6.438095238095238	6.0	1.0	17.0	16.0	NA	NA	NA	NA	NA	NA	wbpG-wbpH-wbpI	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3510	14		22.724578058712698	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA	PA3514-PA3513-PA3512-PA3511-PA3510-PA3509-PA3508-PA3507-PA3506-PA3505-PA3504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA4028	12		5.30432457276121	2021.7644444444443	1889.0	54.0	5336.1	5282.1	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2185	0	katN	31.981746854867506	3.4285714285714284	3.0	1.0	8.0	7.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA5253	17	algP	2876.6320968247496	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2818	13	arr	172.99375356916	748.3809523809524	3.0	1.0	2616.0	2615.0	"2304    KEGG-Module-M00299: Spermidine/putrescine tran...
Name: enriched KEGG pathway, dtype: object"	5.198149755723912e-07	4	7	12	0.0016691258865628562		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2105	2		129.324047441192	2.6666666666666665	2.0	1.0	6.0	5.0	NA	NA	NA	NA	NA	NA	PA2105-PA2106	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2218	11		54.5324016764309	320.4	283.5	1.0	800.0	799.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA5471.1	12		1.12141989199908	2021.7644444444443	1889.0	54.0	5336.1	5282.1	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0204	13		22.8949218526902	748.3809523809524	3.0	1.0	2616.0	2615.0	"2304    KEGG-Module-M00299: Spermidine/putrescine tran...
Name: enriched KEGG pathway, dtype: object"	5.198149755723912e-07	4	7	12	0.0016691258865628562	PA0206-PA0205-PA0204-PA0203	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2102	2		44.8132444257187	2.6666666666666665	2.0	1.0	6.0	5.0	NA	NA	NA	NA	NA	NA	PA2101-PA2102	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3504	14		57.04944407137771	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA	PA3514-PA3513-PA3512-PA3511-PA3510-PA3509-PA3508-PA3507-PA3506-PA3505-PA3504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA1834	17		113.624005238297	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3065	16		31.015156065097603	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA	PA3067-PA3066-PA3065	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3701	17	peptide chain release factor 2(prfB)	931.6822165285299	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2735	3		1428.04535495745	920.1060606060606	728.5	1.0	2020.0	2019.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2334	17		26.1652849223946	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2976	17	rne	2781.61909203459	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2231	15	pslA	548.0888051196798	497.2	102.0	1.0	2312.0	2311.0	NA	NA	NA	NA	NA	NA	psl operon	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2139	12		3.02608425423834	2021.7644444444443	1889.0	54.0	5336.1	5282.1	NA	NA	NA	NA	NA	NA	PA2137-PA2138-PA2139	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False
PA0689	12	lapB	148.88733966042201	2021.7644444444443	1889.0	54.0	5336.1	5282.1	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2119	16		433.083221129833	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA		True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA1938	18		62.3479887694471	872.8571428571429	1292.5	1.0	2011.0	2010.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2223	9		165.787218112104	368.6111111111111	232.0	1.0	1477.0	1476.0	NA	NA	NA	NA	NA	NA	PA2223-PA2222	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3511	14		12.0379939375548	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA	PA3514-PA3513-PA3512-PA3511-PA3510-PA3509-PA3508-PA3507-PA3506-PA3505-PA3504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3509	14		16.620717752239802	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA	PA3514-PA3513-PA3512-PA3511-PA3510-PA3509-PA3508-PA3507-PA3506-PA3505-PA3504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0645	18		67.43708715287029	872.8571428571429	1292.5	1.0	2011.0	2010.0	NA	NA	NA	NA	NA	NA	PA0643-PA0644-PA0645	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0188	16		21.0005741159322	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA	PA0187-PA0188	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2819	12		80.7855751396301	2021.7644444444443	1889.0	54.0	5336.1	5282.1	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3505	14		25.273646804644198	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA	PA3514-PA3513-PA3512-PA3511-PA3510-PA3509-PA3508-PA3507-PA3506-PA3505-PA3504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3067	16		39.3503285665204	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA	PA3067-PA3066-PA3065	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA4541	15	lepA	313.85833382594797	497.2	102.0	1.0	2312.0	2311.0	NA	NA	NA	NA	NA	NA	PA4540-PA4541	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA1154	14		25.024805582979496	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2734	3		785.142493166895	920.1060606060606	728.5	1.0	2020.0	2019.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0712	17		24.4094651539016	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA	PA0712-PA0711	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA1382	5		344.248655393379	4.666666666666667	4.0	1.0	12.0	11.0	NA	NA	NA	NA	NA	NA	PA1381-PA1382	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2101	2		51.490429126015606	2.6666666666666665	2.0	1.0	6.0	5.0	NA	NA	NA	NA	NA	NA	PA2101-PA2102	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3152	1	hisH2	268.656069197835	6.438095238095238	6.0	1.0	17.0	16.0	NA	NA	NA	NA	NA	NA	wbpB-PA3157-wbpD-wbpE-wzy-wzx-hisH2-hisF2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3142	1		175.11149676934605	6.438095238095238	6.0	1.0	17.0	16.0	NA	NA	NA	NA	NA	NA	wbpL-PA3144-PA3143-PA3142	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2225	9		27.4827691575698	368.6111111111111	232.0	1.0	1477.0	1476.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA4623	17		25.907228718460694	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2229	15		84.2518551939694	497.2	102.0	1.0	2312.0	2311.0	NA	NA	NA	NA	NA	NA	PA2229-PA2230	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2335	15		21.711643484940602	497.2	102.0	1.0	2312.0	2311.0	NA	NA	NA	NA	NA	NA	PA2335-PA2336	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2183	0		11.9930574354917	3.4285714285714284	3.0	1.0	8.0	7.0	NA	NA	NA	NA	NA	NA	PA2184-PA2183	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0715	3		664.591907962327	920.1060606060606	728.5	1.0	2020.0	2019.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3506	14		34.0411572519899	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA	PA3514-PA3513-PA3512-PA3511-PA3510-PA3509-PA3508-PA3507-PA3506-PA3505-PA3504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0203	13		19.943976017126	748.3809523809524	3.0	1.0	2616.0	2615.0	"2304    KEGG-Module-M00299: Spermidine/putrescine tran...
Name: enriched KEGG pathway, dtype: object"	5.198149755723912e-07	4	7	12	0.0016691258865628562	PA0206-PA0205-PA0204-PA0203	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0644	18		103.36319008416001	872.8571428571429	1292.5	1.0	2011.0	2010.0	NA	NA	NA	NA	NA	NA	PA0643-PA0644-PA0645	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0053	10		101.03251585858801	378.0	3.0	1.0	1319.0	1318.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA1388	5		45.2958757096552	4.666666666666667	4.0	1.0	12.0	11.0	NA	NA	NA	NA	NA	NA	PA1387-PA1388	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0206	13		33.7772261444926	748.3809523809524	3.0	1.0	2616.0	2615.0	"2304    KEGG-Module-M00299: Spermidine/putrescine tran...
Name: enriched KEGG pathway, dtype: object"	5.198149755723912e-07	4	7	12	0.0016691258865628562	PA0206-PA0205-PA0204-PA0203	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA4101	6	bfmR	69.5394387354236	2.6666666666666665	2.0	1.0	6.0	5.0	NA	NA	NA	NA	NA	NA	bfmR-bfmS	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3090	17		44.56602338188439	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA	PA3089-PA3090	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3144	1		81.41975896903409	6.438095238095238	6.0	1.0	17.0	16.0	NA	NA	NA	NA	NA	NA	wbpL-PA3144-PA3143-PA3142	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3508	14		27.659317438000997	267.05882352941177	7.0	1.0	2360.0	2359.0	NA	NA	NA	NA	NA	NA	PA3514-PA3513-PA3512-PA3511-PA3510-PA3509-PA3508-PA3507-PA3506-PA3505-PA3504	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA4102	6	bfmS	62.64163229089851	2.6666666666666665	2.0	1.0	6.0	5.0	NA	NA	NA	NA	NA	NA	bfmR-bfmS	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA4555	8	pilY2	157.89287030173202	2046.107142857143	2091.0	1.0	4109.0	4108.0	NA	NA	NA	NA	NA	NA	fimU-pilV-pilW-pilX-pilY1-pilY2-pilE	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3218	17		6.603373254119822	1934.622792022792	1708.0	1.0	5475.0	5474.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA1427	16		23.5936170215551	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2295	7		9.24804481277543	1017.6428571428571	1895.5	1.0	1901.0	1900.0	"1316    KEGG-Module-M00236: Putative polar amino acid ...
Name: enriched KEGG pathway, dtype: object"	1.0396299511447252e-06	4	8	24	0.0016691258865628562	PA2296-PA2295-PA2294-PA2293-PA2292	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2233	15	pslC	240.267004982409	497.2	102.0	1.0	2312.0	2311.0	NA	NA	NA	NA	NA	NA	psl operon	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0100	16		253.79203088334802	2006.8005263157897	1861.5	1.0	5165.0	5164.0	NA	NA	NA	NA	NA	NA	PA0095-PA0096-PA0097-PA0098-PA0099-PA0100-PA0101	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA2232	15	pslB	494.320038492915	497.2	102.0	1.0	2312.0	2311.0	NA	NA	NA	NA	NA	NA	psl operon	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA3153	1	wzx	379.14301786482696	6.438095238095238	6.0	1.0	17.0	16.0	NA	NA	NA	NA	NA	NA	wbpB-PA3157-wbpD-wbpE-wzy-wzx-hisH2-hisF2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
PA0977	8		20.581830940510002	2046.107142857143	2091.0	1.0	4109.0	4108.0	NA	NA	NA	NA	NA	NA		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
