"operon-id","operon_name","locus_tag","start","end","strand","gene_name","source_database","pmid"
"operon-9172","proA-nadD-PA14_12030-PA14_12050-pbpA-rodA-sltB1-PA14_12090-dacC-PA14_12110-lipB-lis","PA14_12110",1047339,1047620,1,"","DOOR",18988623
"operon-9172","proA-nadD-PA14_12030-PA14_12050-pbpA-rodA-sltB1-PA14_12090-dacC-PA14_12110-lipB-lis","PA14_12120",1047620,1048273,1,"lipB","DOOR",18988623
"operon-9172","proA-nadD-PA14_12030-PA14_12050-pbpA-rodA-sltB1-PA14_12090-dacC-PA14_12110-lipB-lis","PA14_12130",1048270,1049253,1,"lis","DOOR",18988623
"operon-9173","PA14_12210-holA-PA14_12180","PA14_12180",1053401,1053553,-1,"","DOOR",18988623
"operon-9173","PA14_12210-holA-PA14_12180","PA14_12200",1053645,1054682,-1,"holA","DOOR",18988623
"operon-9173","PA14_12210-holA-PA14_12180","PA14_12210",1054720,1055343,-1,"","DOOR",18988623
"operon-9174","PA14_12260-PA14_12270","PA14_12260",1058202,1058633,1,"","DOOR",18988623
"operon-9174","PA14_12260-PA14_12270","PA14_12270",1058706,1059467,1,"","DOOR",18988623
"operon-9175","PA14_12330-PA14_12310-PA14_12300","PA14_12300",1061238,1062077,-1,"","DOOR",18988623
"operon-9175","PA14_12330-PA14_12310-PA14_12300","PA14_12310",1062074,1062556,-1,"","DOOR",18988623
"operon-9175","PA14_12330-PA14_12310-PA14_12300","PA14_12330",1062546,1063568,-1,"","DOOR",18988623
"operon-9176","thiD-thiE-hemL","PA14_12390",1066311,1067594,-1,"hemL","DOOR",18988623
"operon-9176","thiD-thiE-hemL","PA14_12400",1067632,1068261,-1,"thiE","DOOR",18988623
"operon-9176","thiD-thiE-hemL","PA14_12410",1068272,1069069,-1,"thiD","DOOR",18988623
"operon-9177","PA14_12440-PA14_12450-PA14_12470-PA14_12490","PA14_12440",1071822,1072469,1,"","DOOR",18988623
"operon-9177","PA14_12440-PA14_12450-PA14_12470-PA14_12490","PA14_12450",1072466,1074115,1,"","DOOR",18988623
"operon-9177","PA14_12440-PA14_12450-PA14_12470-PA14_12490","PA14_12470",1074127,1074558,1,"","DOOR",18988623
"operon-9177","PA14_12440-PA14_12450-PA14_12470-PA14_12490","PA14_12490",1074613,1076112,1,"","DOOR",18988623
"operon-9178","PA14_12620-PA14_12610-PA14_12590","PA14_12590",1080409,1081194,-1,"","DOOR",18988623
"operon-9178","PA14_12620-PA14_12610-PA14_12590","PA14_12610",1081151,1082047,-1,"","DOOR",18988623
"operon-9178","PA14_12620-PA14_12610-PA14_12590","PA14_12620",1082136,1082552,-1,"","DOOR",18988623
"operon-9179","PA14_12650-PA14_12640","PA14_12640",1085222,1085629,-1,"","DOOR",18988623
"operon-9179","PA14_12650-PA14_12640","PA14_12650",1085653,1086387,-1,"","DOOR",18988623
"operon-9180","PA14_12710-PA14_12700-PA14_12690","PA14_12690",1088521,1088955,-1,"","DOOR",18988623
"operon-9180","PA14_12710-PA14_12700-PA14_12690","PA14_12700",1089022,1089678,-1,"","DOOR",18988623
"operon-9180","PA14_12710-PA14_12700-PA14_12690","PA14_12710",1089762,1090856,-1,"","DOOR",18988623
"operon-9181","PA14_12840-PA14_12850-PA14_12860-tesB-PA14_12890","PA14_12840",1102008,1102598,1,"","DOOR",18988623
"operon-9181","PA14_12840-PA14_12850-PA14_12860-tesB-PA14_12890","PA14_12850",1102625,1103203,1,"","DOOR",18988623
"operon-9181","PA14_12840-PA14_12850-PA14_12860-tesB-PA14_12890","PA14_12860",1103206,1104801,1,"","DOOR",18988623
"operon-9181","PA14_12840-PA14_12850-PA14_12860-tesB-PA14_12890","PA14_12870",1104835,1105704,1,"tesB","DOOR",18988623
"operon-9181","PA14_12840-PA14_12850-PA14_12860-tesB-PA14_12890","PA14_12890",1105701,1106297,1,"","DOOR",18988623
"operon-9182","PA14_12920-PA14_12940-PA14_12960","PA14_12920",1107458,1108471,1,"","DOOR",18988623
"operon-9182","PA14_12920-PA14_12940-PA14_12960","PA14_12940",1108535,1109326,1,"","DOOR",18988623
"operon-9182","PA14_12920-PA14_12940-PA14_12960","PA14_12960",1109316,1110134,1,"","DOOR",18988623
"operon-9183","cioA-cioB-PA14_13050","PA14_13030",1117899,1119365,1,"cioA","DOOR",18988623
"operon-9183","cioA-cioB-PA14_13050","PA14_13040",1119369,1120376,1,"cioB","DOOR",18988623
"operon-9183","cioA-cioB-PA14_13050","PA14_13050",1120390,1120560,1,"","DOOR",18988623
"operon-9184","PA14_13130-PA14_13140","PA14_13130",1126214,1128139,1,"","DOOR",18988623
"operon-9184","PA14_13130-PA14_13140","PA14_13140",1128200,1129567,1,"","DOOR",18988623
"operon-9185","moaC-moaD-moaE","PA14_13230",1138820,1139302,1,"moaC","DOOR",18988623
"operon-9185","moaC-moaD-moaE","PA14_13240",1139299,1139550,1,"moaD","DOOR",18988623
"operon-9185","moaC-moaD-moaE","PA14_13250",1139555,1140007,1,"moaE","DOOR",18988623
"operon-9186","moaB1-moeA1","PA14_13260",1140109,1140666,1,"moaB1","DOOR",18988623
"operon-9186","moaB1-moeA1","PA14_13280",1140663,1141886,1,"moeA1","DOOR",18988623
"operon-9187","PA14_13290-PA14_13300-PA14_13320","PA14_13290",1142001,1142996,1,"","DOOR",18988623
"operon-9187","PA14_13290-PA14_13300-PA14_13320","PA14_13300",1143008,1143898,1,"","DOOR",18988623
"operon-9187","PA14_13290-PA14_13300-PA14_13320","PA14_13320",1143892,1144407,1,"","DOOR",18988623
"operon-9188","PA14_13330-PA14_13340","PA14_13330",1144659,1146221,1,"","DOOR",18988623
"operon-9188","PA14_13330-PA14_13340","PA14_13340",1146258,1148600,1,"","DOOR",18988623
"operon-9189","PA14_13390-PA14_13380-PA14_13370-PA14_13360-PA14_13350","PA14_13350",1148922,1149641,-1,"","DOOR",18988623
"operon-9189","PA14_13390-PA14_13380-PA14_13370-PA14_13360-PA14_13350","PA14_13360",1149638,1150423,-1,"","DOOR",18988623
"operon-9189","PA14_13390-PA14_13380-PA14_13370-PA14_13360-PA14_13350","PA14_13370",1150420,1150803,-1,"","DOOR",18988623
"operon-9189","PA14_13390-PA14_13380-PA14_13370-PA14_13360-PA14_13350","PA14_13380",1150796,1151323,-1,"","DOOR",18988623
"operon-9189","PA14_13390-PA14_13380-PA14_13370-PA14_13360-PA14_13350","PA14_13390",1151320,1151715,-1,"","DOOR",18988623
"operon-9190","PA14_13460-PA14_13450","PA14_13450",1156914,1157867,-1,"","DOOR",18988623
"operon-9190","PA14_13460-PA14_13450","PA14_13460",1157864,1158373,-1,"","DOOR",18988623
"operon-9191","PA14_13520-PA14_13530","PA14_13520",1162672,1164162,1,"","DOOR",18988623
"operon-9191","PA14_13520-PA14_13530","PA14_13530",1164159,1166354,1,"","DOOR",18988623
"operon-9192","PA14_13610-PA14_13600-PA14_13590-PA14_13580","PA14_13580",1167617,1168780,-1,"","DOOR",18988623
"operon-9192","PA14_13610-PA14_13600-PA14_13590-PA14_13580","PA14_13590",1168793,1169455,-1,"","DOOR",18988623
"operon-9192","PA14_13610-PA14_13600-PA14_13590-PA14_13580","PA14_13600",1169455,1170390,-1,"","DOOR",18988623
"operon-9192","PA14_13610-PA14_13600-PA14_13590-PA14_13580","PA14_13610",1170390,1171112,-1,"","DOOR",18988623
"operon-9193","PA14_13650-PA14_13630","PA14_13630",1172887,1173132,-1,"","DOOR",18988623
"operon-9193","PA14_13650-PA14_13630","PA14_13650",1173163,1174062,-1,"","DOOR",18988623
"operon-9194","PA14_13710-PA14_13690-PA14_13680-PA14_13670","PA14_13670",1174918,1175304,-1,"","DOOR",18988623
"operon-9194","PA14_13710-PA14_13690-PA14_13680-PA14_13670","PA14_13680",1175325,1176155,-1,"","DOOR",18988623
"operon-9194","PA14_13710-PA14_13690-PA14_13680-PA14_13670","PA14_13690",1176243,1176992,-1,"","DOOR",18988623
"operon-9194","PA14_13710-PA14_13690-PA14_13680-PA14_13670","PA14_13710",1177008,1177472,-1,"","DOOR",18988623
"operon-9195","narX-narL","PA14_13730",1178118,1178777,-1,"narL","DOOR",18988623
"operon-9195","narX-narL","PA14_13740",1178774,1180642,-1,"narX","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13750",1180817,1182112,1,"narK1","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13770",1182125,1183531,1,"narK2","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13780",1183607,1187392,1,"narG","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13800",1187404,1188945,1,"narH","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13810",1188951,1189691,1,"narJ","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13830",1189694,1190377,1,"narI","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13840",1190432,1191250,1,"","DOOR",18988623
"operon-9196","narK1-narK2-narG-narH-narJ-narI-PA14_13840-moaA","PA14_13850",1191307,1192296,1,"moaA","DOOR",18988623
"operon-9197","PA14_13890-PA14_13880-PA14_13870","PA14_13870",1192617,1193000,-1,"","DOOR",18988623
"operon-9197","PA14_13890-PA14_13880-PA14_13870","PA14_13880",1193043,1193138,-1,"","DOOR",18988623
"operon-9197","PA14_13890-PA14_13880-PA14_13870","PA14_13890",1193191,1194201,-1,"","DOOR",18988623
"operon-9198","PA14_13970-PA14_13960","PA14_13960",1198334,1198426,-1,"","DOOR",18988623
"operon-9198","PA14_13970-PA14_13960","PA14_13970",1198431,1198694,-1,"","DOOR",18988623
"operon-9199","PA14_14020-PA14_14010-PA14_14000","PA14_14000",1200057,1200689,-1,"","DOOR",18988623
"operon-9199","PA14_14020-PA14_14010-PA14_14000","PA14_14010",1200752,1201879,-1,"","DOOR",18988623
"operon-9199","PA14_14020-PA14_14010-PA14_14000","PA14_14020",1201902,1202849,-1,"","DOOR",18988623
"operon-9200","pcs-PA14_14130","PA14_14110",1208798,1209514,1,"pcs","DOOR",18988623
"operon-9200","pcs-PA14_14130","PA14_14130",1209585,1210067,1,"","DOOR",18988623
"operon-9201","PA14_14140-PA14_14150-PA14_14160","PA14_14140",1210134,1210835,1,"","DOOR",18988623
"operon-9201","PA14_14140-PA14_14150-PA14_14160","PA14_14150",1210828,1211142,1,"","DOOR",18988623
"operon-9201","PA14_14140-PA14_14150-PA14_14160","PA14_14160",1211171,1211860,1,"","DOOR",18988623
"operon-9202","PA14_14170-PA14_14200-PA14_14210","PA14_14170",1211981,1212916,1,"","DOOR",18988623
"operon-9202","PA14_14170-PA14_14200-PA14_14210","PA14_14200",1212920,1213672,1,"","DOOR",18988623
"operon-9202","PA14_14170-PA14_14200-PA14_14210","PA14_14210",1213761,1214672,1,"","DOOR",18988623
"operon-9203","PA14_14310-PA14_14300","PA14_14300",1220135,1221262,-1,"","DOOR",18988623
"operon-9203","PA14_14310-PA14_14300","PA14_14310",1221193,1221495,-1,"","DOOR",18988623
"operon-9204","PA14_14390-PA14_14380-PA14_14370","PA14_14370",1226065,1226859,-1,"","DOOR",18988623
"operon-9204","PA14_14390-PA14_14380-PA14_14370","PA14_14380",1226862,1227752,-1,"","DOOR",18988623
"operon-9204","PA14_14390-PA14_14380-PA14_14370","PA14_14390",1227836,1228813,-1,"","DOOR",18988623
"operon-9205","pepA-holC-PA14_14450","PA14_14450",1234554,1234922,-1,"","DOOR",18988623
"operon-9205","pepA-holC-PA14_14450","PA14_14460",1234934,1235362,-1,"holC","DOOR",18988623
"operon-9205","pepA-holC-PA14_14450","PA14_14470",1235359,1236846,-1,"pepA","DOOR",18988623
"operon-9206","PA14_14480-PA14_14490","PA14_14480",1237183,1237995,1,"","DOOR",18988623
"operon-9206","PA14_14480-PA14_14490","PA14_14490",1238079,1239002,1,"","DOOR",18988623
"operon-9207","PA14_14500-PA14_14510","PA14_14500",1239195,1240313,1,"","DOOR",18988623
"operon-9207","PA14_14500-PA14_14510","PA14_14510",1240306,1241373,1,"","DOOR",18988623
"operon-9208","PA14_14540-PA14_14550","PA14_14540",1243940,1244128,1,"","DOOR",18988623
"operon-9208","PA14_14540-PA14_14550","PA14_14550",1244088,1244495,1,"","DOOR",18988623
"operon-9209","queA-tgt-yajC-secD-secF","PA14_14590",1244929,1245972,1,"queA","DOOR",18988623
"operon-9209","queA-tgt-yajC-secD-secF","PA14_14600",1245985,1247103,1,"tgt","DOOR",18988623
"operon-9209","queA-tgt-yajC-secD-secF","PA14_14610",1247147,1247485,1,"yajC","DOOR",18988623
"operon-9209","queA-tgt-yajC-secD-secF","PA14_14630",1247545,1249407,1,"secD","DOOR",18988623
"operon-9209","queA-tgt-yajC-secD-secF","PA14_14650",1249418,1250338,1,"secF","DOOR",18988623
"operon-9210","PA14_14690-cysE","PA14_14690",1252142,1252915,1,"","DOOR",18988623
"operon-9210","PA14_14690-cysE","PA14_14700",1252915,1253691,1,"cysE","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14710",1253836,1254327,1,"","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14730",1254357,1255571,1,"iscS","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14740",1255607,1255993,1,"","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14750",1256021,1256344,1,"","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14770",1256352,1256873,1,"hscB","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14780",1256916,1258775,1,"hscA","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14800",1258782,1259120,1,"fdx2","DOOR",18988623
"operon-9211","PA14_14710-iscS-PA14_14740-PA14_14750-hscB-hscA-fdx2-PA14_14810","PA14_14810",1259146,1259346,1,"","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14820",1259590,1260021,1,"ndk","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14830",1260046,1261185,1,"","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14850",1261203,1261961,1,"pilF","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14860",1261958,1263001,1,"","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14880",1262998,1264113,1,"ispG","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14890",1264132,1265421,1,"hisS","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14900",1265448,1266092,1,"","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14910",1266094,1267236,1,"","DOOR",18988623
"operon-9212","ndk-PA14_14830-pilF-PA14_14860-ispG-hisS-PA14_14900-PA14_14910-engA","PA14_14930",1267314,1268795,1,"engA","DOOR",18988623
"operon-9213","PA14_14940-PA14_14960","PA14_14940",1269092,1270240,1,"","DOOR",18988623
"operon-9213","PA14_14940-PA14_14960","PA14_14960",1270228,1271022,1,"","DOOR",18988623
"operon-9214","PA14_15000-PA14_15020","PA14_15000",1272963,1273418,1,"","DOOR",18988623
"operon-9214","PA14_15000-PA14_15020","PA14_15020",1273472,1273804,1,"","DOOR",18988623
"operon-9215","oprC-PA14_15080","PA14_15070",1276607,1278778,1,"oprC","DOOR",18988623
"operon-9215","oprC-PA14_15080","PA14_15080",1278843,1280258,1,"","DOOR",18988623
"operon-9216","PA14_15100-PA14_15090","PA14_15090",1280276,1280671,-1,"","DOOR",18988623
"operon-9216","PA14_15100-PA14_15090","PA14_15100",1280758,1281606,-1,"","DOOR",18988623
"operon-9217","PA14_15120-PA14_15130","PA14_15120",1282296,1282772,1,"","DOOR",18988623
"operon-9217","PA14_15120-PA14_15130","PA14_15130",1282829,1283401,1,"","DOOR",18988623
"operon-9218","PA14_15200-PA14_15190-PA14_15180-PA14_15160","PA14_15160",1285136,1285843,-1,"","DOOR",18988623
"operon-9218","PA14_15200-PA14_15190-PA14_15180-PA14_15160","PA14_15180",1285902,1287182,-1,"","DOOR",18988623
"operon-9218","PA14_15200-PA14_15190-PA14_15180-PA14_15160","PA14_15190",1287179,1287673,-1,"","DOOR",18988623
"operon-9218","PA14_15200-PA14_15190-PA14_15180-PA14_15160","PA14_15200",1287746,1288786,-1,"","DOOR",18988623
"operon-9219","PA14_15240-xseA-PA14_15210","PA14_15210",1288938,1289873,-1,"","DOOR",18988623
"operon-9219","PA14_15240-xseA-PA14_15210","PA14_15230",1289880,1291259,-1,"xseA","DOOR",18988623
"operon-9219","PA14_15240-xseA-PA14_15210","PA14_15240",1291296,1292204,-1,"","DOOR",18988623
"operon-9220","PA14_15280-PA14_15270-PA14_15260","PA14_15260",1293079,1294221,-1,"","DOOR",18988623
"operon-9220","PA14_15280-PA14_15270-PA14_15260","PA14_15270",1294251,1295408,-1,"","DOOR",18988623
"operon-9220","PA14_15280-PA14_15270-PA14_15260","PA14_15280",1295421,1296317,-1,"","DOOR",18988623
"operon-9221","guaB-guaA","PA14_15310",1297693,1299162,1,"guaB","DOOR",18988623
"operon-9221","guaB-guaA","PA14_15340",1299242,1300819,1,"guaA","DOOR",18988623
"operon-9222","repA-PA14_15400","PA14_15380",1304052,1304930,1,"repA","DOOR",18988623
"operon-9222","repA-PA14_15400","PA14_15400",1304902,1305789,1,"","DOOR",18988623
"operon-9223","merA-merD-merE-PA14_15435","PA14_15435",1307101,1308090,-1,"","DOOR",18988623
"operon-9223","merA-merD-merE-PA14_15435","PA14_15445",1308087,1308323,-1,"merE","DOOR",18988623
"operon-9223","merA-merD-merE-PA14_15435","PA14_15450",1308320,1308685,-1,"merD","DOOR",18988623
"operon-9223","merA-merD-merE-PA14_15435","PA14_15460",1308703,1310388,-1,"merA","DOOR",18988623
"operon-9224","PA14_15490-PA14_15500","PA14_15490",1311858,1312034,1,"","DOOR",18988623
"operon-9224","PA14_15490-PA14_15500","PA14_15500",1312074,1312361,1,"","DOOR",18988623
"operon-9225","trbJ-PA14_15530-PA14_15540","PA14_15520",1313291,1314076,1,"trbJ","DOOR",18988623
"operon-9225","trbJ-PA14_15530-PA14_15540","PA14_15530",1314094,1314369,1,"","DOOR",18988623
"operon-9225","trbJ-PA14_15530-PA14_15540","PA14_15540",1314366,1315988,1,"","DOOR",18988623
"operon-9226","PA14_15590-PA14_15600","PA14_15590",1321218,1323335,1,"","DOOR",18988623
"operon-9226","PA14_15590-PA14_15600","PA14_15600",1323328,1324512,1,"","DOOR",18988623
"operon-9227","PA14_15620-PA14_15630","PA14_15620",1328012,1328974,1,"","DOOR",18988623
"operon-9227","PA14_15620-PA14_15630","PA14_15630",1328895,1330193,1,"","DOOR",18988623
"operon-9228","PA14_15670-PA14_15680","PA14_15670",1332509,1333900,1,"","DOOR",18988623
"operon-9228","PA14_15670-PA14_15680","PA14_15680",1333891,1334439,1,"","DOOR",18988623
"operon-9229","purL-PA14_15750","PA14_15740",1338564,1342460,1,"purL","DOOR",18988623
"operon-9229","purL-PA14_15750","PA14_15750",1342467,1342745,1,"","DOOR",18988623
"operon-9230","nagR-PA14_15820-PA14_15810-PA14_15790-nagE","PA14_15780",1343444,1345156,-1,"","DOOR",18988623
"operon-9230","nagR-PA14_15820-PA14_15810-PA14_15790-nagE","PA14_15790",1345181,1347709,-1,"","DOOR",18988623
"operon-9230","nagR-PA14_15820-PA14_15810-PA14_15790-nagE","PA14_15810",1347726,1348748,-1,"","DOOR",18988623
"operon-9230","nagR-PA14_15820-PA14_15810-PA14_15790-nagE","PA14_15820",1348745,1349836,-1,"","DOOR",18988623
"operon-9230","nagR-PA14_15820-PA14_15810-PA14_15790-nagE","PA14_15830",1349853,1350596,-1,"","DOOR",18988623
"operon-9231","PA14_15860-PA14_15870-PA14_15880-purT-PA14_15910","PA14_15860",1352097,1352708,1,"","DOOR",18988623
"operon-9231","PA14_15860-PA14_15870-PA14_15880-purT-PA14_15910","PA14_15870",1352746,1353270,1,"","DOOR",18988623
"operon-9231","PA14_15860-PA14_15870-PA14_15880-purT-PA14_15910","PA14_15880",1353267,1353461,1,"","DOOR",18988623
"operon-9231","PA14_15860-PA14_15870-PA14_15880-purT-PA14_15910","PA14_15890",1353499,1354680,1,"purT","DOOR",18988623
"operon-9231","PA14_15860-PA14_15870-PA14_15880-purT-PA14_15910","PA14_15910",1354682,1355431,1,"","DOOR",18988623
"operon-9232","PA14_15940-PA14_15930","PA14_15930",1357056,1358348,-1,"","DOOR",18988623
"operon-9232","PA14_15940-PA14_15930","PA14_15940",1358361,1359161,-1,"","DOOR",18988623
"operon-9233","rpsP-rimM-trmD-rplS","PA14_15970",1361045,1361296,1,"rpsP","DOOR",18988623
"operon-9233","rpsP-rimM-trmD-rplS","PA14_15980",1361312,1361839,1,"rimM","DOOR",18988623
"operon-9233","rpsP-rimM-trmD-rplS","PA14_15990",1361846,1362604,1,"trmD","DOOR",18988623
"operon-9233","rpsP-rimM-trmD-rplS","PA14_16000",1362646,1362996,1,"rplS","DOOR",18988623
"operon-9234","hom-thrC","PA14_16070",1368457,1369761,1,"hom","DOOR",18988623
"operon-9234","hom-thrC","PA14_16090",1369814,1371223,1,"thrC","DOOR",18988623
"operon-9235","PA14_16140-PA14_16150","PA14_16140",1374776,1375219,1,"","DOOR",18988623
"operon-9235","PA14_16140-PA14_16150","PA14_16150",1375234,1375929,1,"","DOOR",18988623
"operon-9236","PA14_16160-PA14_16180","PA14_16160",1375985,1376626,1,"","DOOR",18988623
"operon-9236","PA14_16160-PA14_16180","PA14_16180",1376662,1378728,1,"","DOOR",18988623
"operon-9237","PA14_16190-PA14_16200","PA14_16190",1378878,1384118,1,"","DOOR",18988623
"operon-9237","PA14_16190-PA14_16200","PA14_16200",1384137,1384829,1,"","DOOR",18988623
"operon-9238","PA14_16210-recJ","PA14_16210",1384936,1385475,1,"","DOOR",18988623
"operon-9238","PA14_16210-recJ","PA14_16220",1385519,1387234,1,"recJ","DOOR",18988623
"operon-9239","PA14_16290-PA14_16300","PA14_16290",1391688,1392113,1,"","DOOR",18988623
"operon-9239","PA14_16290-PA14_16300","PA14_16300",1392121,1392282,1,"","DOOR",18988623
"operon-9240","wspA-PA14_16440-wspC-wspD-PA14_16470-wspF","PA14_16430",1405645,1407273,1,"wspA","DOOR",18988623
"operon-9240","wspA-PA14_16440-wspC-wspD-PA14_16470-wspF","PA14_16440",1407278,1407793,1,"","DOOR",18988623
"operon-9240","wspA-PA14_16440-wspC-wspD-PA14_16470-wspF","PA14_16450",1407790,1409058,1,"wspC","DOOR",18988623
"operon-9240","wspA-PA14_16440-wspC-wspD-PA14_16470-wspF","PA14_16460",1409051,1409740,1,"wspD","DOOR",18988623
"operon-9240","wspA-PA14_16440-wspC-wspD-PA14_16470-wspF","PA14_16470",1409737,1412046,1,"","DOOR",18988623
"operon-9240","wspA-PA14_16440-wspC-wspD-PA14_16470-wspF","PA14_16480",1412043,1413050,1,"wspF","DOOR",18988623
"operon-9241","PA14_16560-PA14_16580-PA14_16590-PA14_16600-PA14_16610-PA14_16620","PA14_16560",1418127,1418678,1,"","DOOR",18988623
"operon-9241","PA14_16560-PA14_16580-PA14_16590-PA14_16600-PA14_16610-PA14_16620","PA14_16580",1418687,1419982,1,"","DOOR",18988623
"operon-9241","PA14_16560-PA14_16580-PA14_16590-PA14_16600-PA14_16610-PA14_16620","PA14_16590",1420051,1420797,1,"","DOOR",18988623
"operon-9241","PA14_16560-PA14_16580-PA14_16590-PA14_16600-PA14_16610-PA14_16620","PA14_16600",1420794,1421699,1,"","DOOR",18988623
"operon-9241","PA14_16560-PA14_16580-PA14_16590-PA14_16600-PA14_16610-PA14_16620","PA14_16610",1421696,1422019,1,"","DOOR",18988623
"operon-9241","PA14_16560-PA14_16580-PA14_16590-PA14_16600-PA14_16610-PA14_16620","PA14_16620",1422016,1422537,1,"","DOOR",18988623
"operon-9242","PA14_16640-PA14_16630","PA14_16630",1422613,1423398,-1,"","DOOR",18988623
"operon-9242","PA14_16640-PA14_16630","PA14_16640",1423447,1423851,-1,"","DOOR",18988623
"operon-9243","PA14_16710-PA14_16720-PA14_16730-PA14_16740-PA14_16750-PA14_16770-PA14_16780","PA14_16710",1431174,1431854,1,"","DOOR",18988623
"operon-9243","PA14_16710-PA14_16720-PA14_16730-PA14_16740-PA14_16750-PA14_16770-PA14_16780","PA14_16720",1431928,1432275,1,"pemA","DOOR",18988623
"operon-9243","PA14_16710-PA14_16720-PA14_16730-PA14_16740-PA14_16750-PA14_16770-PA14_16780","PA14_16730",1432294,1433160,1,"","DOOR",18988623
"operon-9243","PA14_16710-PA14_16720-PA14_16730-PA14_16740-PA14_16750-PA14_16770-PA14_16780","PA14_16740",1433233,1434057,1,"","DOOR",18988623
"operon-9243","PA14_16710-PA14_16720-PA14_16730-PA14_16740-PA14_16750-PA14_16770-PA14_16780","PA14_16750",1434062,1434757,1,"","DOOR",18988623
"operon-9243","PA14_16710-PA14_16720-PA14_16730-PA14_16740-PA14_16750-PA14_16770-PA14_16780","PA14_16770",1434813,1435598,1,"","DOOR",18988623
"operon-9243","PA14_16710-PA14_16720-PA14_16730-PA14_16740-PA14_16750-PA14_16770-PA14_16780","PA14_16780",1435627,1436904,1,"","DOOR",18988623
"operon-9244","PA14_16800-PA14_16820","PA14_16800",1437645,1438748,1,"","DOOR",18988623
"operon-9244","PA14_16800-PA14_16820","PA14_16820",1438753,1441830,1,"","DOOR",18988623
"operon-9245","PA14_16870-PA14_16880-PA14_16890-PA14_16910","PA14_16870",1446019,1446942,1,"","DOOR",18988623
"operon-9245","PA14_16870-PA14_16880-PA14_16890-PA14_16910","PA14_16880",1446939,1447673,1,"","DOOR",18988623
"operon-9245","PA14_16870-PA14_16880-PA14_16890-PA14_16910","PA14_16890",1447684,1449531,1,"","DOOR",18988623
"operon-9245","PA14_16870-PA14_16880-PA14_16890-PA14_16910","PA14_16910",1449535,1450515,1,"","DOOR",18988623
"operon-9246","PA14_16930-PA14_16920","PA14_16920",1450522,1450944,-1,"","DOOR",18988623
"operon-9246","PA14_16930-PA14_16920","PA14_16930",1450941,1452146,-1,"","DOOR",18988623
"operon-9247","PA14_16970-PA14_16960-dapD","PA14_16950",1452241,1453275,-1,"dapD","DOOR",18988623
"operon-9247","PA14_16970-PA14_16960-dapD","PA14_16960",1453305,1453928,-1,"","DOOR",18988623
"operon-9247","PA14_16970-PA14_16960-dapD","PA14_16970",1453941,1454288,-1,"","DOOR",18988623
"operon-9248","glnD-PA14_17030","PA14_17030",1457967,1459175,-1,"","DOOR",18988623
