PA14_ID	pathways present	label
PA14_06040	[]	most stable
PA14_34050	['KEGG-Module-M00334: Type VI secretion system']	most stable
PA14_06170	[]	most stable
PA14_05580	[]	most stable
PA14_70550	[]	most stable
PA14_68840	[]	most stable
PA14_57390	['KEGG-Pathway-pae00550: Peptidoglycan biosynthesis', 'KEGG-Pathway-pae00300: Lysine biosynthesis']	most stable
PA14_09030	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_52600	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']	most stable
PA14_67530	[]	most stable
PA14_47120	[]	most stable
PA14_66210	[]	most stable
PA14_00940	['KEGG-Module-M00334: Type VI secretion system']	most stable
PA14_16050	[]	most stable
PA14_56540	[]	most stable
PA14_24270	['KEGG-Pathway-pae00480: Glutathione metabolism']	most stable
PA14_56100	[]	most stable
PA14_12410	['KEGG-Pathway-pae00730: Thiamine metabolism']	most stable
PA14_70200	[]	most stable
PA14_50570	[]	most stable
PA14_28500	[]	most stable
PA14_38350	['KEGG-Pathway-pae00040: Pentose and glucuronate interconversions', 'KEGG-Pathway-pae00052: Galactose metabolism', 'KEGG-Pathway-pae00500: Starch and sucrose metabolism', 'KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']	most stable
PA14_60360	['KEGG-Pathway-pae03060: Protein export']	most stable
PA14_07770	[]	most stable
PA14_36730	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']	most stable
PA14_01040	[]	most stable
PA14_45280	[]	most stable
PA14_09050	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	most stable
PA14_37690	[]	most stable
PA14_38250	[]	most stable
PA14_00900	[]	most stable
PA14_30180	['KEGG-Pathway-pae00480: Glutathione metabolism', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate']	most stable
PA14_23270	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00750: Vitamin B6 metabolism', 'KEGG-Pathway-pae00680: Methane metabolism', 'KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P']	most stable
PA14_17150	[]	most stable
PA14_41130	['KEGG-Module-M00349: Microcin C transport system']	most stable
PA14_15720	[]	most stable
PA14_36530	[]	most stable
PA14_45970	[]	most stable
PA14_08910	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_60190	[]	most stable
PA14_54330	[]	most stable
PA14_20330	['KEGG-Module-M00223: Phosphonate transport system']	most stable
PA14_55930	[]	most stable
PA14_54410	[]	most stable
PA14_45480	[]	most stable
PA14_33270	[]	most stable
PA14_56220	[]	most stable
PA14_41230	[]	most stable
PA14_66690	[]	most stable
PA14_25450	[]	most stable
PA14_08890	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_09550	[]	most stable
PA14_09130	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_01060	['KEGG-Module-M00334: Type VI secretion system']	most stable
PA14_61720	[]	most stable
PA14_01100	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']	most stable
PA14_01140	[]	most stable
PA14_17170	[]	most stable
PA14_51910	[]	most stable
PA14_65200	['KEGG-Pathway-pae03018: RNA degradation']	most stable
PA14_14650	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	most stable
PA14_42570	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']	most stable
PA14_42280	['KEGG-Module-M00332: Type III secretion system']	most stable
PA14_04410	['KEGG-Pathway-pae02060: Phosphotransferase system (PTS)']	most stable
PA14_12060	['KEGG-Pathway-pae00312: beta-Lactam resistance', 'KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']	most stable
PA14_00820	[]	most stable
PA14_08850	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_36740	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']	most stable
PA14_29360	[]	most stable
PA14_19020	[]	most stable
PA14_41670	['KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00680: Methane metabolism']	most stable
PA14_73410	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	most stable
PA14_56720	[]	most stable
PA14_47690	['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']	most stable
PA14_24730	['KEGG-Pathway-pae00230: Purine metabolism']	most stable
PA14_00100	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']	most stable
PA14_66900	['KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']	most stable
PA14_40630	[]	most stable
PA14_15980	[]	most stable
PA14_16000	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_23930	['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Pathway-pae00920: Sulfur metabolism']	most stable
PA14_64200	['KEGG-Pathway-pae00670: One carbon pool by folate', 'KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP']	most stable
PA14_00850	['KEGG-Module-M00258: Putative ABC transport system']	most stable
PA14_41470	['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate']	most stable
PA14_33280	[]	most stable
PA14_19530	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Pathway-pae00740: Riboflavin metabolism']	most stable
PA14_23330	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_44290	['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate']	most stable
PA14_08740	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_14390	[]	most stable
PA14_43950	['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']	most stable
PA14_30830	[]	most stable
PA14_06750	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen']	most stable
PA14_14500	[]	most stable
PA14_40770	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00616: Sulfate-sulfur assimilation', 'KEGG-Module-M00176: Assimilatory sulfate reduction, sulfate => H2S']	most stable
PA14_72390	[]	most stable
PA14_25330	[]	most stable
PA14_08695	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	most stable
PA14_29100	[]	most stable
PA14_12100	['KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']	most stable
PA14_14910	[]	most stable
PA14_14880	['KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis']	most stable
PA14_01080	['KEGG-Module-M00334: Type VI secretion system']	most stable
PA14_21400	[]	most stable
PA14_42550	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']	most stable
PA14_61770	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00030: Pentose phosphate pathway']	most stable
PA14_33610	[]	most stable
PA14_15960	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	most stable
PA14_09115	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']	most stable
PA14_57460	[]	most stable
PA14_44030	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']	most stable
PA14_30820	['KEGG-Pathway-pae02030: Bacterial chemotaxis']	most stable
PA14_06830	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen']	most stable
PA14_65180	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	most stable
PA14_24910	[]	most stable
PA14_68300	[]	most stable
PA14_30110	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP', 'KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP']	most stable
PA14_17580	[]	most stable
PA14_17070	[]	most stable
PA14_08050	[]	most stable
PA14_00860	['KEGG-Module-M00258: Putative ABC transport system']	most stable
PA14_62650	[]	most stable
PA14_36520	[]	most stable
PA14_53270	[]	least stable
PA14_35050	[]	least stable
PA14_04530	[]	least stable
PA14_43400	[]	least stable
PA14_48840	[]	least stable
PA14_22490	[]	least stable
PA14_10990	['KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']	least stable
PA14_48880	[]	least stable
PA14_32440	[]	least stable
PA14_63190	[]	least stable
PA14_12150	[]	least stable
PA14_04190	[]	least stable
PA14_47000	[]	least stable
PA14_26110	[]	least stable
PA14_11670	[]	least stable
PA14_67140	[]	least stable
PA14_55570	[]	least stable
PA14_10790	['KEGG-Pathway-pae00312: beta-Lactam resistance']	least stable
PA14_32360	[]	least stable
PA14_37360	[]	least stable
PA14_37810	[]	least stable
PA14_06270	['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds', 'KEGG-Module-M00568: Catechol ortho-cleavage, catechol => 3-oxoadipate']	least stable
PA14_48150	[]	least stable
PA14_04560	[]	least stable
PA14_48650	[]	least stable
PA14_07890	['KEGG-Module-M00193: Putative spermidine/putrescine transport system']	least stable
PA14_31010	[]	least stable
PA14_43340	[]	least stable
PA14_45920	[]	least stable
PA14_37790	[]	least stable
PA14_38395	['KEGG-Pathway-pae00312: beta-Lactam resistance']	least stable
PA14_32590	[]	least stable
PA14_21040	[]	least stable
PA14_29290	[]	least stable
PA14_48960	[]	least stable
PA14_55140	[]	least stable
PA14_40600	[]	least stable
PA14_26390	['KEGG-Module-M00240: Iron complex transport system']	least stable
PA14_03170	[]	least stable
PA14_38410	['KEGG-Pathway-pae00312: beta-Lactam resistance']	least stable
PA14_52910	['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism']	least stable
PA14_21600	[]	least stable
PA14_15430	[]	least stable
PA14_46100	[]	least stable
PA14_51060	[]	least stable
PA14_31460	[]	least stable
PA14_46420	[]	least stable
PA14_21590	[]	least stable
PA14_72960	[]	least stable
PA14_21140	['KEGG-Module-M00223: Phosphonate transport system']	least stable
PA14_07300	[]	least stable
PA14_39020	[]	least stable
PA14_54700	[]	least stable
PA14_06250	[]	least stable
PA14_07450	[]	least stable
PA14_62400	[]	least stable
PA14_51040	[]	least stable
PA14_53670	[]	least stable
PA14_39150	[]	least stable
PA14_60590	[]	least stable
PA14_46400	[]	least stable
PA14_45120	[]	least stable
PA14_18040	[]	least stable
PA14_53090	[]	least stable
PA14_18080	['KEGG-Pathway-pae00312: beta-Lactam resistance']	least stable
PA14_51205	[]	least stable
PA14_32270	[]	least stable
PA14_31990	[]	least stable
PA14_27390	[]	least stable
PA14_28940	[]	least stable
PA14_51630	[]	least stable
PA14_63390	[]	least stable
PA14_04180	[]	least stable
PA14_48200	[]	least stable
PA14_61980	[]	least stable
PA14_04820	[]	least stable
PA14_10780	[]	least stable
PA14_12170	[]	least stable
PA14_51050	['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00903: Limonene and pinene degradation', 'KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00040: Pentose and glucuronate interconversions', 'KEGG-Pathway-pae00561: Glycerolipid metabolism', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00625: Chloroalkane and chloroalkene degradation', 'KEGG-Pathway-pae00340: Histidine metabolism', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Pathway-pae00410: beta-Alanine metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis']	least stable
PA14_01980	[]	least stable
PA14_55150	[]	least stable
PA14_05820	[]	least stable
PA14_01910	['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']	least stable
PA14_49500	[]	least stable
PA14_07355	[]	least stable
PA14_32370	[]	least stable
PA14_32690	['KEGG-Pathway-pae00350: Tyrosine metabolism']	least stable
PA14_13490	[]	least stable
PA14_67130	['KEGG-Module-M00230: Glutamate/aspartate transport system']	least stable
PA14_65410	[]	least stable
PA14_47970	[]	least stable
PA14_38825	[]	least stable
PA14_24350	[]	least stable
PA14_16750	[]	least stable
PA14_23450	[]	least stable
PA14_03190	[]	least stable
PA14_04780	[]	least stable
PA14_19690	[]	least stable
PA14_34920	[]	least stable
PA14_49610	[]	least stable
PA14_48770	[]	least stable
PA14_60690	[]	least stable
PA14_59960	[]	least stable
PA14_34190	['KEGG-Pathway-pae00920: Sulfur metabolism']	least stable
PA14_21120	[]	least stable
PA14_22075	[]	least stable
PA14_69550	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']	least stable
PA14_53630	[]	least stable
PA14_11190	['KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00643: Styrene degradation']	least stable
PA14_06080	[]	least stable
PA14_20510	[]	least stable
PA14_55117	[]	least stable
PA14_10850	[]	least stable
PA14_31970	[]	least stable
PA14_43140	[]	least stable
PA14_45470	['KEGG-Pathway-pae00480: Glutathione metabolism']	least stable
PA14_28350	[]	least stable
PA14_43380	[]	least stable
PA14_58800	[]	least stable
PA14_45030	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism']	least stable
PA14_65740	['KEGG-Pathway-pae00730: Thiamine metabolism']	least stable
PA14_19680	[]	least stable
PA14_14430	[]	least stable
PA14_34680	['KEGG-Pathway-pae00330: Arginine and proline metabolism']	least stable
PA14_28950	[]	least stable
PA14_58930	[]	least stable
PA14_09690	[]	least stable
PA14_45910	[]	least stable
PA14_58500	[]	least stable
PA14_59620	[]	least stable
PA14_32830	[]	least stable
PA14_45430	['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']	least stable
PA14_03100	[]	least stable
PA14_58510	[]	least stable
PA14_33860	['KEGG-Pathway-pae00620: Pyruvate metabolism']	least stable
PA14_28100	[]	least stable
PA14_53830	[]	least stable
PA14_13890	[]	least stable
PA14_58620	[]	least stable
PA14_26010	['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00281: Geraniol degradation', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Module-M00087: beta-Oxidation']	least stable
PA14_38180	[]	least stable
PA14_30560	[]	least stable
PA14_37190	[]	least stable
PA14_34880	[]	least stable
PA14_32860	[]	least stable
PA14_07860	['KEGG-Module-M00193: Putative spermidine/putrescine transport system']	least stable
PA14_06460	[]	least stable
PA14_47420	[]	least stable
PA14_55130	['KEGG-Pathway-pae00620: Pyruvate metabolism']	least stable
PA14_09610	[]	least stable
PA14_10840	[]	least stable
PA14_60070	[]	least stable
PA14_12590	[]	least stable
PA14_52820	[]	least stable
PA14_10420	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']	least stable
PA14_17810	[]	least stable
PA14_27830	[]	least stable
PA14_15810	[]	least stable
PA14_29460	[]	least stable
PA14_21580	[]	least stable
PA14_45050	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis', 'KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP', 'KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP', 'KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds']	least stable
PA14_44570	[]	least stable
PA14_49130	[]	least stable
PA14_67150	['KEGG-Pathway-pae00360: Phenylalanine metabolism']	least stable
PA14_43420	['KEGG-Pathway-pae00930: Caprolactam degradation']	least stable
PA14_23460	[]	least stable
PA14_71100	[]	least stable
PA14_22730	[]	least stable
PA14_43370	[]	least stable
PA14_69580	[]	least stable
PA14_26090	[]	least stable
PA14_32580	[]	least stable
PA14_00600	[]	least stable
PA14_55610	[]	least stable
PA14_48980	[]	least stable
PA14_03180	[]	least stable
PA14_65990	[]	least stable
PA14_45890	[]	least stable
PA14_43720	[]	least stable
PA14_28240	[]	least stable
PA14_48000	['KEGG-Pathway-pae00300: Lysine biosynthesis', 'KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine']	least stable
PA14_55600	[]	least stable
PA14_02300	['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']	least stable
PA14_39580	[]	least stable
PA14_60820	[]	least stable
PA14_19960	[]	least stable
PA14_26330	[]	least stable
PA14_26160	[]	least stable
PA14_01600	['KEGG-Pathway-pae00562: Inositol phosphate metabolism', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Pathway-pae00410: beta-Alanine metabolism']	least stable
PA14_27990	[]	least stable
PA14_52870	['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism']	least stable
PA14_39520	['KEGG-Pathway-pae00230: Purine metabolism']	least stable
PA14_52380	[]	least stable
PA14_10910	[]	least stable
PA14_36110	[]	least stable
PA14_40380	[]	least stable
PA14_60830	[]	least stable
PA14_27840	[]	least stable
PA14_18260	['KEGG-Pathway-pae00051: Fructose and mannose metabolism']	least stable
PA14_13940	[]	least stable
PA14_35690	[]	least stable
PA14_46630	[]	least stable
