PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label	pathways present
PA14_26470	PA2908	0.4198231402427597	2.155598454989304e-227	cbiD		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism']
PA14_69990	PA5302	0.21262530067390792	1.0066809926373877e-55	dadX		[]
PA14_56870	PA4373	0.3521203985971193	6.591633714602552e-156			[]
PA14_50080	PA1105	0.4225033908753764	1.3958856131687114e-230	fliJ		['KEGG-Pathway-pae02040: Flagellar assembly']
PA14_20510	PA2457	0.1956533387742869	2.7111923205753795e-47		least stable	[]
PA14_23770	PA3119	0.23750778579336945	1.8062725364264446e-69			[]
PA14_26970	PA2870	0.3254395565910613	3.6781118518153476e-132			[]
PA14_35250	PA2267	0.3692328728911948	2.1083178910880564e-172			[]
PA14_67470	PA5109	0.3857364567953302	2.7272872968459756e-189			[]
PA14_65700	PA4970	0.341995015485057	1.282463689853689e-146			[]
PA14_14490	PA3829	0.26825404486312354	8.19981065261637e-89			[]
PA14_01730	PA0141	0.3920833771026619	4.746246500128925e-196			[]
PA14_41710	PA1767	0.5353529834848348	0.0		most stable	[]
PA14_45060	PA1497	0.3708436278070528	5.231751397742539e-174			[]
PA14_33650	PA2399	0.4137351990439436	2.9473108325618395e-220	pvdD		[]
PA14_03610	PA0277	0.37592625004690666	3.9153026572632085e-179			[]
PA14_56880	PA4374	0.42248348901036026	1.4744642982206683e-230			['KEGG-Pathway-pae00312: beta-Lactam resistance', 'KEGG-Module-M00647: Multidrug resistance, efflux pump MexAB-OprM/SmeDEF/AcrAB-TolC']
PA14_64240	PA4857	0.3501600953955981	4.408849879572447e-154			[]
PA14_19580	PA3442	0.4313370410110685	2.6798864489039557e-241	ssuB		['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA14_34020	PA2368	0.4631616471426832	1.1748614964387123e-282	hsiF3		[]
PA14_49960	PA1114	0.3968306103200442	3.329083033228496e-201			[]
PA14_09210	PA4231	0.4285776144305671	6.459671519991988e-238	pchA		['KEGG-Pathway-pae01053: Biosynthesis of siderophore group nonribosomal peptides', 'KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']
PA14_43400	PA1633	0.18489914412752076	2.437733675163012e-42	kdpA	least stable	[]
PA14_44120	PA1576	0.3786080078690172	7.09365091209015e-182			['KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation']
PA14_58230	PA4487	0.5507791975065571	0.0		most stable	[]
PA14_70430	PA5335	0.3988628983912676	1.949340352413596e-203			[]
PA14_48420	PA1226	0.271948069744038	2.564747433368852e-91			[]
PA14_00190	PA0018	0.3693164801328005	1.7411591266474218e-172	fmt		['KEGG-Pathway-pae00670: One carbon pool by folate', 'KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis']
PA14_04460	PA0341	0.4801066893373481	1.5426897255592398e-306	lgt		[]
PA14_34600	PA2323	0.294234029109217	2.8099792718029754e-107			['KEGG-Pathway-pae00030: Pentose phosphate pathway', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis']
PA14_41070	PA1814	0.4520481165302641	1.0378591855818567e-267			[]
PA14_25110	PA3011	0.44665419074627055	1.1817063807017832e-260	topA		[]
PA14_10250	PA4151	0.29149690994943994	3.079479129305009e-105	acoB		['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis', 'KEGG-Module-M00307: Pyruvate oxidation, pyruvate => acetyl-CoA']
PA14_34070	PA2365	0.5132241672179535	0.0	hsiB3	most stable	['KEGG-Module-M00334: Type VI secretion system']
PA14_49790	PA1128	0.3396787434094429	1.5305804690520686e-144			[]
PA14_70590	PA5347	0.2490817775146861	1.9358986090927792e-76			[]
PA14_48830	PA1196	0.4052955553413766	1.3175769309386978e-210			[]
PA14_06580	PA0505	0.37048899207730107	1.182682800877463e-173			[]
PA14_26720	PA2888	0.2561506163496037	7.017659794449976e-81			['KEGG-Pathway-pae00281: Geraniol degradation']
PA14_73150	PA5547	0.3886875223389315	2.04862296092004e-192			[]
PA14_64140	PA4850	0.44540755182708597	4.8452538996257296e-259	prmA		[]
PA14_16690	PA3687	0.5185089442341397	0.0	ppc	most stable	['KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00680: Methane metabolism']
PA14_01480	PA0121	0.3280766572001391	2.100665544093625e-134			[]
PA14_19940	PA3414	0.4076351525655503	2.967671121685784e-213			[]
PA14_53490	PA0834	0.35552082323896217	4.185028341246703e-159			[]
PA14_67230	PA5090	0.3328636489288868	1.5590810795063962e-138			[]
PA14_69740	PA5282	0.34502423560977274	2.3178280403939436e-149			[]
PA14_17590	PA3612	0.31694614820251826	4.360845216452692e-125			[]
PA14_38720	PA1994	0.4471506693158489	2.6811740223848332e-261			[]
PA14_08750	PA4271	0.479791368710653	4.41664183794792e-306	rplL		['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA14_06650	PA0509	0.5236821945647481	0.0	nirN	most stable	[]
PA14_06620	PA0507	0.3160743212920584	2.2529655790620605e-124			['KEGG-Pathway-pae00281: Geraniol degradation']
PA14_25760	PA2961	0.4043534246936349	1.513049932738815e-209	holB		['KEGG-Pathway-pae03440: Homologous recombination', 'KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Pathway-pae03030: DNA replication', 'KEGG-Pathway-pae03430: Mismatch repair', 'KEGG-Module-M00260: DNA polymerase III complex, bacteria']
PA14_64440	PA4872	0.3783737552432028	1.2342670316112442e-181			[]
PA14_45740	PA1448	0.4767905825462973	9.300607884020947e-302	fliR		['KEGG-Pathway-pae02040: Flagellar assembly']
PA14_13330	PA3910	0.4564070060218183	1.6598311571892206e-273			['KEGG-Pathway-pae00627: Aminobenzoate degradation', 'KEGG-Pathway-pae00790: Folate biosynthesis', 'KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF']
PA14_58730	PA4525	0.2345257192166149	9.833619820563407e-68	pilA		[]
PA14_63100	PA4772	0.2304842970323217	2.0254455599463206e-65			[]
PA14_62410	PA4716	0.3638668194883584	4.034839668234007e-167			[]
PA14_36090	PA2213	0.3234633633498955	1.7063098619067593e-130			[]
PA14_19510	PA3448	0.3754497586692502	1.1946350124266453e-178			['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA14_19590	PA3441	0.3304757426308925	1.8284205306328325e-136			[]
PA14_38640	PA2000	0.3000582786315791	1.0787288660742137e-111			['KEGG-Pathway-pae00072: Synthesis and degradation of ketone bodies', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA14_62850	PA4750	0.5558668157730947	0.0	folP	most stable	['KEGG-Pathway-pae00790: Folate biosynthesis', 'KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF']
PA14_23920	PA3108	0.459404814726344	1.5295792471831564e-277	purF		['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP']
PA14_64650	PA4891	0.3434271623756969	6.531985476195123e-148	ureE		[]
PA14_26860	PA2879	0.3433213785320138	8.143003969234636e-148			[]
PA14_47190	PA1318	0.3666634460731009	7.33973830965101e-170	cyoB		['KEGG-Pathway-pae00190: Oxidative phosphorylation']
PA14_36060	PA2216	0.2327269679916312	1.0666968197174267e-66			[]
PA14_12840	PA3945	0.348797677196386	8.040426400686774e-153			[]
PA14_44830	PA1517	0.4238188741816461	3.708270561127238e-232			[]
PA14_37430	PA2093	0.3063020386299896	1.527768468365234e-116			[]
PA14_51470	PA0992	0.20535925454619647	5.065430752565135e-52	cupC1		[]
PA14_28680	PA2741	0.5122761924865789	0.0	rplT	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA14_43405	PA1632	0.2566238198817375	3.498607897348327e-81	kdbF		[]
PA14_50860	PA1043	0.4224665444918741	1.5448387144606813e-230			[]
PA14_43840	PA1597	0.4160900895222946	5.329785546768648e-223			[]
PA14_60770	PA4592	0.4490672344168065	8.540710585732486e-264			[]
PA14_49220	PA1176	0.4604463938015596	5.928892636986777e-279	napF		[]
PA14_64550	PA4883	0.25369989881382543	2.5215494922252473e-79			[]
PA14_72350	PA5480	0.3123098044282039	2.540033964587723e-121			[]
PA14_68530	PA5188	0.24741318022746897	2.0637996649574316e-75			[]
PA14_11470	PA4050	0.4348166008403504	1.3130095729448794e-245	pgpA		['KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA14_49280	PA1171	0.3786947940324227	5.777024453669838e-182			[]
PA14_71930	PA5449	0.4367953780232676	4.4125597296883394e-248	wbpX		[]
PA14_54180	PA0781	0.4406856669098855	5.411997608347238e-253			[]
PA14_09630	PA4199	0.2789167900904218	3.7656619454552845e-96			[]
PA14_24730	PA3043	0.5166122234426999	0.0		most stable	['KEGG-Pathway-pae00230: Purine metabolism']
PA14_34080	PA2364	0.4405349616679813	8.410364476942788e-253	lip3		[]
PA14_37090	PA2125	0.2492497713976612	1.523963415033942e-76			[]
PA14_09200	PA4232	0.35809243345970193	1.504654774864565e-161	ssb		['KEGG-Pathway-pae03440: Homologous recombination', 'KEGG-Pathway-pae03030: DNA replication', 'KEGG-Pathway-pae03430: Mismatch repair']
PA14_36980	PA2134	0.4528450190830421	9.178779202778951e-269			[]
PA14_07210	PA0554	0.4193242583552994	8.392591131919307e-227			[]
PA14_24410	PA3072	0.3612590659443261	1.3687372877902827e-164			[]
PA14_36250	PA2201	0.3485869223296344	1.2582842251810788e-152			[]
PA14_05360	PA0411	0.4463772014970755	2.700472377103383e-260	pilJ		[]
PA14_45010	PA1501	0.2753961023699976	1.084817098715452e-93			['KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism']
PA14_70110	PA5310	0.3496275365996694	1.3739432323618556e-153			[]
PA14_13590	PA3890	0.4522413716625039	5.766996612627864e-268			[]
PA14_48570	PA1217	0.30184302042718303	4.561421743310054e-113			['KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Module-M00432: Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate']
PA14_60700	PA4587	0.3921882274350932	3.659558162209697e-196	ccpR		[]
PA14_47790	PA1272	0.3877342519654841	2.109592259682822e-191	cobO		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']
PA14_45930	PA1433	0.26498320301804473	1.2553502688398354e-86			[]
PA14_11700	PA4030	0.3738375051387586	5.133944361079987e-177			[]
PA14_13470	PA3898	0.3203923010275805	6.266143326951348e-128			[]
PA14_07000	PA0538	0.2992660204134009	4.361532520556113e-111	dsbB1		[]
PA14_68330	PA5171	0.43970972706395595	9.364468255691698e-252	arcA		['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA14_22730	PA3206	0.18831279058245948	7.027461111086951e-44		least stable	[]
PA14_45110	PA1493	0.4472575880954793	1.9474074629255725e-261	cysP		['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00185: Sulfate transport system', 'KEGG-Module-M00616: Sulfate-sulfur assimilation']
PA14_31850	PA2529	0.2603956945525889	1.2930439494145863e-83			[]
PA14_66650	PA5043	0.384617442751932	4.092915651131543e-188	pilN		[]
PA14_13390	PA3904	0.4878890386023074	5.761734e-318			[]
PA14_67720	PA5128	0.48339658029458205	2.4741637846984e-311	secB		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']
PA14_55650	PA4282	0.4094944331815145	2.2561677210790686e-215	sbcC		[]
PA14_52020	PA0946	0.4011828938942296	5.274773312680005e-206			[]
PA14_24650	PA3049	0.4187425743189393	4.082648876451351e-226	rmf		[]
PA14_68230	PA5165	0.4127721616478604	3.8435942070189694e-219			[]
PA14_69910	PA5296	0.5086099629493273	0.0	rep	most stable	[]
PA14_66080	PA4997	0.5151619541211369	0.0	msbA	most stable	[]
PA14_16920	PA3668	0.3730776682121272	2.9987857185765713e-176			[]
PA14_35060	PA2282	0.22612338726361236	5.668028843479934e-63			[]
PA14_66540	PA5033	0.35133456493983434	3.5668504630101314e-155			[]
PA14_48115	PA1246	0.4459611752665961	9.330656204411178e-260	aprD		['KEGG-Module-M00328: Hemophore/metalloprotease transport system']
PA14_66420	PA5024	0.3742642137401421	1.9015147771531387e-177			[]
PA14_08510	PA0665	0.3557588504354086	2.4912156021535257e-159			[]
PA14_12820	PA3946	0.4488821185071095	1.490582314194454e-263			[]
PA14_08540	PA0667	0.4011859673534965	5.233456032380998e-206			[]
PA14_47810	PA1270	0.23303914287457406	7.063055291267908e-67			[]
PA14_69020	PA5226	0.5113480522127442	0.0		most stable	[]
PA14_27840	PA2807	0.12435107192396826	7.034872972538353e-20		least stable	[]
PA14_15990	PA3743	0.5500659734135972	0.0	trmD	most stable	[]
PA14_71990	PA5453	0.4873372758274458	3.8067284e-317	gmd		['KEGG-Pathway-pae00051: Fructose and mannose metabolism', 'KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']
PA14_53510	PA0832	0.23679081686571904	4.746507587970493e-69			[]
PA14_12400	PA3976	0.4696206140330344	1.3351913297578968e-291	thiE		['KEGG-Pathway-pae00730: Thiamine metabolism']
PA14_66050	PA4995	0.3553070765856049	6.665599975112525e-159			['KEGG-Pathway-pae00281: Geraniol degradation']
PA14_02330	PA0184	0.4153189733877073	4.238818149487653e-222			['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA14_10180	PA4158	0.3173805176572206	1.9202046497899535e-125	fepC		['KEGG-Module-M00240: Iron complex transport system']
PA14_41450	PA1788	0.3740563886549792	3.0850865915225644e-177			[]
PA14_40650	PA1845	0.4353676780626268	2.6980281313539893e-246			[]
PA14_47580	PA1285	0.3858873915444483	1.8911100564712042e-189			[]
PA14_18010	PA3579	0.2691125018461696	2.1639138378297833e-89			['KEGG-Pathway-pae00561: Glycerolipid metabolism']
PA14_08400	PA0655	0.3670273842849904	3.2142246908761256e-170			['KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']
PA14_22780	PA3202	0.30485266540747835	2.090769609053178e-115	yciI		[]
PA14_73330	PA5562	0.3879970081356461	1.1101636777359077e-191	parB		[]
PA14_16780	PA3679	0.3749337326986029	3.9900952163817575e-178			[]
PA14_71320	PA5402	0.3139530727292576	1.1968047711337447e-122			[]
PA14_42600	PA1695	0.5337072990450453	0.0	pscP	most stable	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']
PA14_58800	PA4531	0.16794826654625944	3.9364701677347165e-35		least stable	[]
PA14_27990	PA2794	0.1899530450461636	1.2476290038169976e-44		least stable	[]
PA14_37420	PA2094	0.3427740560743216	2.54414792142108e-147			[]
PA14_16050	PA3737	0.5356451071055219	0.0	dsbC	most stable	[]
PA14_50200	PA1098	0.35724922543707216	9.580564109480201e-161	fleS		[]
PA14_22990	PA3189	0.32338145396939905	1.999211174622479e-130			[]
PA14_01390	PA0114	0.3595394602326913	6.195339102030103e-163			[]
PA14_00090	PA0008	0.5190525954936579	0.0	glyS	most stable	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA14_00800	PA0068	0.2841835878277603	6.737218661200306e-100			[]
PA14_51170	PA1017	0.25438142898929056	9.349741942760193e-80	pauA		[]
PA14_34520	PA2327	0.302661845744692	1.06058236094218e-113			['KEGG-Module-M00188: NitT/TauT family transport system']
PA14_14040	PA3861	0.4063781006216341	7.897077880054109e-212	rhl		['KEGG-Pathway-pae03018: RNA degradation']
PA14_11240	PA4070	0.3667243379811193	6.393129717242223e-170			[]
PA14_20780	PA3346	0.39245716138112346	1.8776058931218927e-196			[]
PA14_09380	PA4218	0.3866909924575492	2.68341704194458e-190			[]
PA14_26850	PA2880	0.288950962889594	2.3205078731986676e-103			[]
PA14_21980	PA3248	0.2546020761293665	6.776797511638765e-80			[]
PA14_31780	PA2534	0.2642751318133799	3.6958884705631504e-86			[]
PA14_44570	PA1537	0.1928844603481454	5.45951598401228e-46		least stable	[]
PA14_53700	PA0817	0.22209218061006114	9.324598354206225e-61			[]
PA14_37990	PA2050	0.40652848608988296	5.337106151571594e-212			[]
PA14_32100	PA2517	0.3207086003443635	3.4214838165246777e-128	xylY		['KEGG-Pathway-pae00364: Fluorobenzoate degradation', 'KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']
PA14_09820	PA4180	0.3875525779556065	3.287185528399772e-191			['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism', 'KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00019: Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine', 'KEGG-Module-M00570: Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine']
PA14_37850	PA2060	0.419322505124475	8.432743775084622e-227	sppC		['KEGG-Module-M00349: Microcin C transport system']
PA14_00700	PA0058	0.24787151198011584	1.0792671858485846e-75			[]
PA14_25780	PA2959	0.3891228752597721	7.044200547873908e-193			[]
PA14_34700	PA2315	0.3264499003938759	5.114601266036694e-133			[]
PA14_54190	PA0780	0.2782744409251961	1.0648491421714337e-95	pruR		[]
PA14_03450	PA0266	0.3383976928792845	2.117614670024974e-143	gabT		['KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA14_67770	PA5131	0.3180281479371757	5.637997144176918e-126	pgm		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00680: Methane metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis', 'KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds']
PA14_31540	PA2552	0.4173965225895212	1.5689470605872359e-224			['KEGG-Pathway-pae00281: Geraniol degradation']
PA14_21180	PA3312	0.3248677375710699	1.1196942650274743e-131			['KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation']
PA14_72520	PA5496	0.2983943306596186	2.0183034686424854e-110			[]
PA14_39460	PA1940	0.32655588658843954	4.15662719036092e-133			[]
PA14_40300	PA1870	0.3695231082889547	1.0848352163109091e-172			[]
PA14_03190	PA0259	0.1362134436123386	1.439734230327699e-23		least stable	[]
PA14_15270	PA3773	0.3685220907238646	1.0700120685249662e-171			[]
PA14_41490	PA1785	0.4174069851788933	1.5251724365515312e-224	nasT		[]
PA14_34030	PA2367	0.4732955191632712	8.9111772077727e-297	hcp3		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
PA14_07020	PA0540	0.30762814292322715	1.376461707191242e-117			[]
PA14_21480	PA3291	0.3590623754255237	1.7767257986562778e-162			[]
PA14_40550	PA1853	0.32423996639136426	3.7903145347141206e-131			[]
PA14_31680	PA2543	0.3775599898839873	8.423141802114308e-181			[]
PA14_37660	PA2076	0.3480416660685494	4.002079654879967e-152			[]
PA14_69940	PA5298	0.4311938128190436	4.021984020060332e-241	xpt		['KEGG-Pathway-pae00230: Purine metabolism']
PA14_44060	PA1581	0.3756301973712075	7.831970871878813e-179	sdhC		['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']
PA14_36810	PA2147	0.4784369988604954	3.997268148382111e-304	katE		['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism']
PA14_34170	PA2358	0.32064981067956955	3.828968534212486e-128			[]
PA14_56700	PA4360	0.2374474294522425	1.959566319424891e-69			[]
PA14_03980	PA0305	0.27887470485829285	4.031402474794804e-96			[]
PA14_00490	PA0040	0.31189624137935346	5.462995350603303e-121			[]
PA14_32570	PA2480	0.21707922808869756	4.620280749411719e-58			[]
PA14_29250	PA2697	0.2959817179043785	1.3628743030419515e-108			[]
PA14_32360	PA2497	0.19797147943312415	2.1190450361405608e-48		least stable	[]
PA14_15240	PA3776	0.3297706363532785	7.40520890032279e-136			[]
PA14_43290	PA1641	0.3360067724158877	2.7599717346139243e-141			[]
PA14_62880	PA4753	0.4807744782838408	1.6567262527067945e-307			[]
PA14_02380	PA0190	0.2774937221225072	3.7527734485323345e-95			[]
PA14_24150	PA3093	0.3275482160021126	5.9384380894762e-134			[]
PA14_08620	PA4280	0.38031465569678696	1.2371636836919476e-183	birA		['KEGG-Pathway-pae00780: Biotin metabolism']
PA14_06210	PA0475	0.33010955264702285	3.782300943335064e-136			[]
PA14_40440	PA1859	0.35682544637509217	2.423924309928205e-160			[]
PA14_37880	PA2058	0.3634979215830439	9.230656309607405e-167	sppA		['KEGG-Module-M00349: Microcin C transport system']
PA14_55670	PA4284	0.5125021747691051	0.0	recB	most stable	['KEGG-Pathway-pae03440: Homologous recombination']
PA14_40960	PA1822	0.48802546093983	3.610587e-318			[]
PA14_14270	PA3846	0.4868971549851618	1.7122066e-316			[]
PA14_40040	PA1893	0.29221160336203045	9.079123789796919e-106			[]
PA14_71190	PA5391	0.3681301743407199	2.615796151938242e-171			[]
PA14_57250	PA4405	0.3540096454924711	1.1155065325856371e-157			[]
PA14_23130	PA3177	0.3990919399645406	1.0896969317793732e-203			[]
PA14_52980	PA0873	0.31110171287388844	2.370829152038406e-120	phhR		[]
PA14_44690	PA1526	0.4243150698183163	9.397330305820199e-233			[]
PA14_36710	PA2153	0.5799991813099195	0.0	glgB	most stable	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']
PA14_03630	PA0279	0.3690077699861055	3.528126596816853e-172			[]
PA14_16930	PA3667	0.5136988377987576	0.0		most stable	[]
PA14_52350	PA0920	0.4202275391541065	7.150016606690943e-228			[]
PA14_71690	PA5432	0.23700225554289955	3.570926393057612e-69			[]
PA14_02520	PA0200	0.4080021753486806	1.1354899922141211e-213			[]
PA14_69710	PA5280	0.4576166081100812	3.950215115125706e-275	xerC		[]
PA14_28320	PA2766	0.2908509730955287	9.258928105414302e-105			[]
PA14_62600	PA4731	0.37689982098627295	3.984345348753822e-180	panD		['KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis', 'KEGG-Pathway-pae00410: beta-Alanine metabolism', 'KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate']
PA14_19065	PA3481	0.4664864834618267	3.088635682747421e-287			[]
PA14_10040	PA4163	0.432426150760371	1.2149423465404258e-242			['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00627: Aminobenzoate degradation', 'KEGG-Pathway-pae00643: Styrene degradation']
PA14_55490	PA0681	0.3438294917323494	2.822131260860166e-148	hxcT		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA14_36520	PA2171	0.5249108345123512	0.0		most stable	[]
PA14_49060	PA1189	0.2861193958462536	2.694736953429834e-101			[]
PA14_70530	PA5342	0.33214806577459016	6.529689468080699e-138			[]
PA14_48780	PA1200	0.2530069356249116	6.893221174100774e-79			[]
PA14_50930	PA1036	0.24190636978385766	4.4837460073709004e-72			[]
PA14_61840	PA4674	0.3887476360884325	1.7680133438477595e-192			[]
PA14_72620	PA5503	0.4935930293686879	0.0	metN		['KEGG-Module-M00238: D-Methionine transport system']
PA14_72040	PA5458	0.5000378290974031	0.0		most stable	[]
PA14_22680	PA3211	0.4478159569732992	3.659552056524179e-262			['KEGG-Module-M00210: Putative ABC transport system']
PA14_46900	PA1343	0.3311857109713656	4.454487789685368e-137			[]
PA14_56380	PA4337	0.2296395037996233	6.089244600664633e-65			[]
PA14_44390	PA1552.1	0.2984836174050373	1.725605796833869e-110			['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00156: Cytochrome c oxidase, cbb3-type']
PA14_58220	PA4486	0.2419998073350906	3.9420470968181683e-72			['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']
PA14_28310	PA2767	0.2484599728135877	4.6859396789528944e-76			[]
PA14_19140	PA3475	0.2240093515308443	8.338839903249785e-62	pheC		['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis', 'KEGG-Module-M00024: Phenylalanine biosynthesis, chorismate => phenylalanine']
PA14_29650	PA2663	0.29704031149089605	2.1572770212800625e-109			[]
PA14_67860	PA5139	0.4586615944895795	1.5446296257127884e-276			['KEGG-Module-M00236: Putative polar amino acid transport system']
PA14_55940	PA4306	0.4521059499479395	8.705387227818896e-268			[]
PA14_11180	PA4074	0.292762543968265	3.5326184723401307e-106			[]
PA14_71970	PA5452	0.4534658126828266	1.3812327196022479e-269	wbpW		['KEGG-Pathway-pae00051: Fructose and mannose metabolism', 'KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']
PA14_60750	PA4590	0.3411712303021888	7.058351086096831e-146	pra		[]
PA14_34330	PA2345	0.4273238067777305	2.1704831634702475e-236			['KEGG-Pathway-pae00920: Sulfur metabolism']
PA14_03110	PA0252	0.25608906445084056	7.681871280247004e-81			[]
PA14_13450	PA3900	0.4938032148609486	0.0			[]
PA14_07090	PA0546	0.3543904124432011	4.886067118736867e-158	metK		['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Module-M00034: Methionine salvage pathway']
PA14_46300	PA1402	0.2668556836426553	7.107082580090712e-88			[]
PA14_46370	PA1396	0.43711821037349546	1.7360717173002308e-248			[]
PA14_16320	PA3717	0.2973256950188073	1.3107084157048016e-109			[]
PA14_57130	PA4395	0.3943296797922719	1.7706051196295343e-198			[]
PA14_38730	PA1993	0.4017646252546776	1.1888883278026846e-206			[]
PA14_43740	PA1605	0.3334324630210901	4.980060161028945e-139			[]
PA14_68250	PA5166	0.3380295662002013	4.4949443604957375e-143			[]
PA14_42450	PA1708	0.5409863285657384	0.0	popB	most stable	[]
PA14_68840	PA5212	0.5230923108444439	0.0		most stable	[]
PA14_43810	PA1600	0.22422946308762734	6.310890859446515e-62			[]
PA14_47410	PA1299	0.24210818628095945	3.3949270851048125e-72			[]
PA14_01680	PA0137	0.4804527943651059	4.856403132859e-307			[]
PA14_34640	PA2321	0.3060333453633601	2.4842267818116843e-116			['KEGG-Pathway-pae00030: Pentose phosphate pathway']
PA14_43430	PA1630	0.37060313499366143	9.09719398675115e-174			[]
PA14_64520	PA4880	0.4808100680173524	1.4707744352325499e-307			[]
