gene id	pathways present	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA0084	['KEGG-Module-M00334: Type VI secretion system']	PA14_01020	0.6944622639368552	0.0	tssC1	most stable
PA0623	[]	PA14_08090	0.550335309238687	0.0		most stable
PA0628	[]	PA14_08150	0.5514385730188461	0.0		most stable
PA0282	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00185: Sulfate transport system', 'KEGG-Module-M00616: Sulfate-sulfur assimilation']	PA14_03680	0.5064812172405883	0.0	cysT	most stable
PA5268	[]	PA14_69570	0.5618023514233778	0.0	corA	most stable
PA4328	[]	PA14_56220	0.5514543677107484	0.0		most stable
PA1582	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']	PA14_44050	0.5642528423211666	0.0	sdhD	most stable
PA2970	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_25630	0.5127263993005934	0.0	rpmF	most stable
PA4416	['KEGG-Pathway-pae00550: Peptidoglycan biosynthesis', 'KEGG-Pathway-pae00300: Lysine biosynthesis']	PA14_57390	0.5148893795510378	0.0	murF	most stable
PA0089	['KEGG-Module-M00334: Type VI secretion system']	PA14_01080	0.6255517190373353	0.0	tssG1	most stable
PA0764	[]	PA14_54410	0.516463593063752	0.0	mucB	most stable
PA4284	['KEGG-Pathway-pae03440: Homologous recombination']	PA14_55670	0.5126141928028519	0.0	recB	most stable
PA4967	[]	PA14_65660	0.549902637996794	0.0	parE	most stable
PA2710	[]	PA14_29100	0.5174584912002703	0.0		most stable
PA2614	[]	PA14_30310	0.5120252465465222	0.0	lolA	most stable
PA2393	[]	PA14_33730	0.5056641299791382	0.0		most stable
PA4268	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08790	0.5277197742689388	0.0	rpsL	most stable
PA3449	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']	PA14_19500	0.5023110084841763	0.0		most stable
PA0337	['KEGG-Pathway-pae02060: Phosphotransferase system (PTS)']	PA14_04410	0.5392617792634908	0.0	ptsP	most stable
PA3527	['KEGG-Pathway-pae00240: Pyrimidine metabolism']	PA14_18710	0.5482773224685776	0.0	pyrC	most stable
PA4255	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08930	0.5152620859128925	0.0	rpmC	most stable
PA4256	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08920	0.5660728156133172	0.0	rplP	most stable
PA4318	[]	PA14_56100	0.5212107530701295	0.0		most stable
PA0932	['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00021: Cysteine biosynthesis, serine => cysteine']	PA14_52210	0.5012773806160508	0.0	cysM	most stable
PA4258	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08900	0.5409397738374886	0.0	rplV	most stable
PA5343	[]	PA14_70550	0.543002761081259	0.0		most stable
PA0077	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']	PA14_00910	0.6174465720405544	0.0	icmF1	most stable
PA1719	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']	PA14_42310	0.5854810727878713	0.0	pscF	most stable
PA3987	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']	PA14_12230	0.5004990148237339	0.0	leuS	most stable
PA4266	[]	PA14_08820	0.6272302948032492	0.0	fusA1	most stable
PA1681	['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis']	PA14_42760	0.5248433728617561	0.0	aroC	most stable
PA4566	[]	PA14_60445	0.5024838859844979	0.0	obg	most stable
PA4320	[]	PA14_56130	0.5573354345870728	0.0		most stable
PA3821	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	PA14_14630	0.5960436689944927	0.0	secD	most stable
PA0462	[]	PA14_06040	0.5674587974408511	0.0		most stable
PA3309	[]	PA14_21220	0.5539482599175914	0.0		most stable
PA2034	[]	PA14_38210	0.5404244736434443	0.0		most stable
PA1807	['KEGG-Module-M00349: Microcin C transport system']	PA14_41160	0.5383862021983787	0.0	nppD	most stable
PA4563	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_60400	0.5288704334654858	0.0	rpsT	most stable
PA0281	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00185: Sulfate transport system', 'KEGG-Module-M00616: Sulfate-sulfur assimilation']	PA14_03670	0.5317082195115632	0.0	cysW	most stable
PA1703	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']	PA14_42500	0.5490641278573224	0.0	pcrD	most stable
PA4352	[]	PA14_56590	0.5508578294044967	0.0		most stable
PA0097	[]	PA14_01180	0.5389272347872189	0.0		most stable
PA4942	[]	PA14_65280	0.5223267125073292	0.0	hflK	most stable
PA1708	[]	PA14_42450	0.5410883557102529	0.0	popB	most stable
PA4748	['KEGG-Pathway-pae00562: Inositol phosphate metabolism', 'KEGG-Pathway-pae00051: Fructose and mannose metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis', 'KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds']	PA14_62830	0.5379727158000605	0.0	tpiA	most stable
PA2612	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']	PA14_30330	0.5185988201844374	0.0	serS	most stable
PA4433	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_57590	0.6142993719438349	0.0	rplM	most stable
PA3737	[]	PA14_16050	0.5355984072695236	0.0	dsbC	most stable
PA5114	[]	PA14_67530	0.5974100632914893	0.0		most stable
PA4267	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08810	0.5395856021542794	0.0	rpsG	most stable
PA0090	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']	PA14_01100	0.6419564102785404	0.0	clpV1	most stable
PA3179	[]	PA14_23110	0.5387775340128681	0.0		most stable
PA2581	[]	PA14_30730	0.5054116485256714	0.0		most stable
PA4247	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_09010	0.5853638273147937	0.0	rplR	most stable
PA0617	[]	PA14_08020	0.5898597641800873	0.0		most stable
PA1992	[]	PA14_38740	0.5263349163252383	0.0	ercS	most stable
PA0091	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']	PA14_01110	0.5744396080105202	0.0	vgrG1	most stable
PA4686	[]	PA14_61990	0.5401071378073026	0.0		most stable
PA2840	['KEGG-Pathway-pae03018: RNA degradation']	PA14_27370	0.5973840903627042	0.0		most stable
PA1720	[]	PA14_42300	0.5412281376767308	0.0	pscG	most stable
PA5456	[]	PA14_72020	0.5217656114527793	0.0		most stable
PA5078	[]	PA14_67090	0.5263000647950001	0.0	opgG	most stable
PA5117	[]	PA14_67560	0.5535440032320486	0.0	typA	most stable
PA3999	['KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']	PA14_12100	0.5405909352797179	0.0	dacC	most stable
PA4667	[]	PA14_61720	0.507828667938506	0.0		most stable
PA0055	[]	PA14_00670	0.5086662741521207	0.0		most stable
PA0631	[]	PA14_08190	0.5095694332716638	0.0		most stable
PA4560	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']	PA14_60370	0.5925265738216692	0.0	ileS	most stable
PA2425	[]	PA14_33270	0.5216631530515807	0.0	pvdG	most stable
PA3297	[]	PA14_21400	0.5086227330385261	0.0		most stable
PA4361	[]	PA14_56720	0.5063663952264715	0.0		most stable
PA1695	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']	PA14_42600	0.5337427612104277	0.0	pscP	most stable
PA3742	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_16000	0.5349489887656954	0.0	rplS	most stable
PA0770	[]	PA14_54330	0.5061893368731739	0.0	rnc	most stable
PA0835	['KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00430: Taurine and hypotaurine metabolism', 'KEGG-Pathway-pae00680: Methane metabolism', 'KEGG-Pathway-pae00640: Propanoate metabolism']	PA14_53480	0.5002041047037018	0.0	pta	most stable
PA5239	['KEGG-Pathway-pae03018: RNA degradation']	PA14_69190	0.5434170874237306	0.0	rho	most stable
PA3800	[]	PA14_14910	0.5492166540960526	0.0		most stable
PA3097	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']	PA14_24070	0.5194946008977793	0.0	xcpX	most stable
PA3162	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_23330	0.5266430350574566	0.0	rpsA	most stable
PA0836	['KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00430: Taurine and hypotaurine metabolism', 'KEGG-Pathway-pae00680: Methane metabolism', 'KEGG-Pathway-pae00640: Propanoate metabolism']	PA14_53470	0.5640084593334815	0.0	ackA	most stable
PA4746	[]	PA14_62780	0.5771535121821204	0.0		most stable
PA0638	[]	PA14_08260	0.5049921305293487	0.0		most stable
PA2023	['KEGG-Pathway-pae00040: Pentose and glucuronate interconversions', 'KEGG-Pathway-pae00052: Galactose metabolism', 'KEGG-Pathway-pae00500: Starch and sucrose metabolism', 'KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']	PA14_38350	0.5697568960198232	0.0	galU	most stable
PA2573	['KEGG-Pathway-pae02030: Bacterial chemotaxis']	PA14_30820	0.52903461998634	0.0		most stable
PA5022	[]	PA14_66400	0.595225041590826	0.0		most stable
PA3168	[]	PA14_23260	0.5410057920685688	0.0	gyrA	most stable
PA2180	[]	PA14_36375	0.581734489654998	0.0		most stable
PA1699	[]	PA14_42540	0.5565337093703998	0.0	pcr1	most stable
PA1583	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']	PA14_44030	0.6045086068875973	0.0	sdhA	most stable
PA2741	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_28680	0.5126056719080527	0.0	rplT	most stable
PA2176	[]	PA14_36450	0.5335065085798808	0.0		most stable
PA4665	[]	PA14_61700	0.5189279484776349	0.0	prfA	most stable
PA4276	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	PA14_08695	0.5278899319570003	0.0	secE	most stable
PA4257	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08910	0.5597993888755955	0.0	rpsC	most stable
PA4935	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_65180	0.5990398687302849	0.0	rpsF	most stable
PA3891	[]	PA14_13580	0.5028281653036473	0.0	opuCA	most stable
PA0357	['KEGG-Pathway-pae03410: Base excision repair']	PA14_04670	0.5397642343566073	0.0	mutM	most stable
PA5224	[]	PA14_69000	0.5153662181892111	0.0	pepP	most stable
PA0626	[]	PA14_08130	0.5052276500493417	0.0		most stable
PA2815	['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Module-M00087: beta-Oxidation']	PA14_27730	0.5845179898592375	0.0		most stable
PA4292	[]	PA14_55770	0.5414871331294677	0.0		most stable
PA3818	['KEGG-Pathway-pae00562: Inositol phosphate metabolism', 'KEGG-Pathway-pae00521: Streptomycin biosynthesis']	PA14_14680	0.5731229558570685	0.0		most stable
PA0284	[]	PA14_03710	0.5194679542255546	0.0		most stable
PA4317	[]	PA14_56090	0.5003635145159786	0.0		most stable
PA5483	[]	PA14_72380	0.5596320234666531	0.0	algB	most stable
PA2171	[]	PA14_36520	0.5251581488808799	0.0		most stable
PA3647	[]	PA14_17170	0.5172006725775616	0.0		most stable
PA3296	['KEGG-Pathway-pae00627: Aminobenzoate degradation', 'KEGG-Pathway-pae00790: Folate biosynthesis', 'KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF']	PA14_21410	0.5004818137155229	0.0	phoA	most stable
PA5559	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00157: F-type ATPase, prokaryotes and chloroplasts']	PA14_73300	0.5550776621767478	0.0	atpE	most stable
PA3043	['KEGG-Pathway-pae00230: Purine metabolism']	PA14_24730	0.516668365878328	0.0		most stable
PA2988	[]	PA14_25430	0.5291621459387921	0.0	lolE	most stable
PA5261	[]	PA14_69470	0.5854829750552256	0.0	algR	most stable
PA4858	['KEGG-Module-M00323: Urea transport system']	PA14_64270	0.5316069547516974	0.0		most stable
PA4856	[]	PA14_64230	0.5671021173612005	0.0	retS	most stable
PA3445	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']	PA14_19540	0.5274969947261723	0.0		most stable
PA3086	[]	PA14_24240	0.5054523464550446	0.0		most stable
PA4375	['KEGG-Pathway-pae00312: beta-Lactam resistance', 'KEGG-Module-M00647: Multidrug resistance, efflux pump MexAB-OprM/SmeDEF/AcrAB-TolC']	PA14_56890	0.526303156585863	0.0	mexW	most stable
PA4240	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_09090	0.5105091052472029	0.0	rpsK	most stable
PA3477	['KEGG-Module-M00644: Multidrug resistance, efflux pump MexHI-OprD']	PA14_19120	0.5157457631203146	0.0	rhlR	most stable
PA0511	[]	PA14_06670	0.5645682076216393	0.0	nirJ	most stable
PA1011	[]	PA14_51260	0.5050723210134377	0.0		most stable
PA4115	[]	PA14_10730	0.5126034628046076	0.0		most stable
PA1705	[]	PA14_42480	0.5340660605599084	0.0	pcrG	most stable
PA4243	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	PA14_09050	0.5943331313217961	0.0	secY	most stable
PA4450	['KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism', 'KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']	PA14_57810	0.5054738455972013	0.0	murA	most stable
PA4432	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_57580	0.5739225762347094	0.0	rpsI	most stable
PA4749	['KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']	PA14_62840	0.5080731307029677	0.0	glmM	most stable
PA1324	[]	PA14_47120	0.5025635398510016	0.0		most stable
PA1124	['KEGG-Pathway-pae00230: Purine metabolism']	PA14_49840	0.5171184782524941	0.0	dgt	most stable
PA0514	[]	PA14_06700	0.5118448795331351	0.0	nirL	most stable
PA3650	['KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis']	PA14_17130	0.5431779243494912	0.0	dxr	most stable
PA4922	[]	PA14_65000	0.5366992783669849	0.0	azu	most stable
PA3083	['KEGG-Pathway-pae00480: Glutathione metabolism']	PA14_24270	0.5337003120370782	0.0	pepN	most stable
PA1767	[]	PA14_41710	0.5353748432718463	0.0		most stable
PA5296	[]	PA14_69910	0.5086441763140931	0.0	rep	most stable
PA3763	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP']	PA14_15740	0.5817423432552538	0.0	purL	most stable
PA4305	[]	PA14_55930	0.5186815800980704	0.0	rcpC	most stable
PA4262	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08860	0.6368836288293406	0.0	rplD	most stable
PA2365	['KEGG-Module-M00334: Type VI secretion system']	PA14_34070	0.5132273427870468	0.0	hsiB3	most stable
PA4937	['KEGG-Pathway-pae03018: RNA degradation']	PA14_65200	0.5831913708389357	0.0	rnr	most stable
PA1722	['KEGG-Module-M00332: Type III secretion system']	PA14_42280	0.5508033123581219	0.0	pscI	most stable
PA0945	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP']	PA14_52040	0.5618670663858991	0.0	purM	most stable
PA1706	[]	PA14_42470	0.5646362442767472	0.0	pcrV	most stable
PA2394	[]	PA14_33720	0.5106038520266528	0.0	pvdN	most stable
PA2616	['KEGG-Pathway-pae00450: Selenocompound metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']	PA14_30280	0.5175887604675656	0.0	trxB1	most stable
PA4545	[]	PA14_60230	0.5075856524451794	0.0	comL	most stable
PA4469	[]	PA14_58010	0.5032359161622324	0.0		most stable
PA4756	['KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism']	PA14_62910	0.5351341192260047	0.0	carB	most stable
PA4259	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08890	0.5521240877832434	0.0	rpsS	most stable
PA0625	[]	PA14_08120	0.5474421562862026	0.0		most stable
PA4260	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08880	0.5870403876389355	0.0	rplB	most stable
PA4415	['KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']	PA14_57380	0.5222657140868314	0.0	mraY	most stable
PA5544	[]	PA14_73110	0.5233352233611911	0.0		most stable
PA4491	[]	PA14_58270	0.5643864890043597	0.0	magB	most stable
PA2167	[]	PA14_36550	0.569560659862543	0.0		most stable
PA4723	[]	PA14_62490	0.5151435108418932	0.0	dksA	most stable
PA5554	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00157: F-type ATPase, prokaryotes and chloroplasts']	PA14_73240	0.561164675040443	0.0	atpD	most stable
PA4742	[]	PA14_62730	0.5112420350369619	0.0	truB	most stable
PA0059	[]	PA14_00710	0.5638392133551621	0.0	osmC	most stable
PA2624	['KEGG-Pathway-pae00480: Glutathione metabolism', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate']	PA14_30180	0.5282391972491075	0.0	idh	most stable
PA0548	['KEGG-Pathway-pae00030: Pentose phosphate pathway']	PA14_07130	0.5004299373173752	0.0	tktA	most stable
PA4272	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08740	0.5546576577276774	0.0	rplJ	most stable
PA5561	[]	PA14_73320	0.5244461225943938	0.0	atpI	most stable
PA0678	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']	PA14_55520	0.5089081223065697	0.0	hxcU	most stable
PA4238	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']	PA14_09115	0.5941346439570673	0.0	rpoA	most stable
PA5065	['KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']	PA14_66920	0.5538990203081973	0.0	ubiB	most stable
PA4474	[]	PA14_58070	0.5113874878650229	0.0		most stable
PA0085	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']	PA14_01030	0.6678157585645856	0.0	hcp1	most stable
PA0283	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00185: Sulfate transport system', 'KEGG-Module-M00616: Sulfate-sulfur assimilation']	PA14_03700	0.5376126941314239	0.0	sbp	most stable
PA3648	[]	PA14_17150	0.5463136219148973	0.0	opr86	most stable
PA4251	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08970	0.5267947394122846	0.0	rplE	most stable
PA2025	['KEGG-Pathway-pae00480: Glutathione metabolism']	PA14_38330	0.5629481843586744	0.0	gor	most stable
PA4056	['KEGG-Pathway-pae00740: Riboflavin metabolism', 'KEGG-Module-M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD']	PA14_11400	0.5299254465680967	0.0	ribD	most stable
PA0762	[]	PA14_54430	0.5800916134896011	0.0	algU	most stable
PA2165	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']	PA14_36570	0.5330065294619136	0.0		most stable
PA1279	['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']	PA14_47670	0.5621521352876998	0.0	cobU	most stable
PA4241	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_09080	0.5354524856581435	0.0	rpsM	most stable
PA3692	[]	PA14_16630	0.5673386206645911	0.0	lptF	most stable
PA4559	['KEGG-Pathway-pae03060: Protein export']	PA14_60360	0.5038660119240711	0.0	lspA	most stable
PA4429	['KEGG-Pathway-pae00190: Oxidative phosphorylation']	PA14_57540	0.5217854783102062	0.0		most stable
PA3836	[]	PA14_14390	0.5593119110582714	0.0		most stable
PA1596	[]	PA14_43850	0.5312464907862252	0.0	htpG	most stable
PA3938	['KEGG-Pathway-pae00920: Sulfur metabolism']	PA14_12920	0.5569710681903104	0.0		most stable
PA3799	[]	PA14_14930	0.5015854558668489	0.0		most stable
PA1585	['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']	PA14_44010	0.5816343134903941	0.0	sucA	most stable
PA0509	[]	PA14_06650	0.5237914120107716	0.0	nirN	most stable
PA4252	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08960	0.5268748101984767	0.0	rplX	most stable
PA4414	['KEGG-Pathway-pae00471: D-Glutamine and D-glutamate metabolism', 'KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']	PA14_57370	0.523357270097603	0.0	murD	most stable
PA5154	['KEGG-Module-M00236: Putative polar amino acid transport system']	PA14_68080	0.5046171360652878	0.0		most stable
PA5322	['KEGG-Pathway-pae00051: Fructose and mannose metabolism', 'KEGG-Pathway-pae00052: Galactose metabolism', 'KEGG-Pathway-pae00521: Streptomycin biosynthesis', 'KEGG-Pathway-pae00500: Starch and sucrose metabolism', 'KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00030: Pentose phosphate pathway', 'KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis']	PA14_70270	0.5193311271989384	0.0	algC	most stable
PA4735	[]	PA14_62650	0.5022749079026456	0.0		most stable
PA5568	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']	PA14_73410	0.5400809975967616	0.0		most stable
PA3613	[]	PA14_17580	0.6215329531163889	0.0		most stable
PA0619	[]	PA14_08040	0.5506304991685698	0.0		most stable
PA1716	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']	PA14_42350	0.60943889371527	0.0	pscC	most stable
PA3828	[]	PA14_14500	0.5268833595369932	0.0	lptF	most stable
PA4003	['KEGG-Pathway-pae00312: beta-Lactam resistance', 'KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']	PA14_12060	0.5689538674731108	0.0	pbpA	most stable
PA2753	[]	PA14_28500	0.5100532186510714	0.0		most stable
PA1717	['KEGG-Module-M00332: Type III secretion system']	PA14_42340	0.5113332124286272	0.0	pscD	most stable
PA5070	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export']	PA14_66980	0.5348732736595785	0.0	tatC	most stable
PA4409	[]	PA14_57300	0.5200024851384584	0.0	ftsQ	most stable
PA1847	[]	PA14_40630	0.5000940495900846	0.0	nfuA	most stable
PA0086	[]	PA14_01040	0.6048400469983205	0.0	tagJ1	most stable
PA0428	['KEGG-Pathway-pae03018: RNA degradation']	PA14_05560	0.5173449774626624	0.0		most stable
PA1730	[]	PA14_42160	0.501167230764215	0.0		most stable
PA5560	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00157: F-type ATPase, prokaryotes and chloroplasts']	PA14_73310	0.5314467543598177	0.0	atpB	most stable
PA4239	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_09100	0.6365097198579049	0.0	rpsD	most stable
PA2613	[]	PA14_30320	0.5299914864777693	0.0		most stable
PA4487	[]	PA14_58230	0.5508058048071128	0.0	magF	most stable
PA3492	[]	PA14_18910	0.5055006738537766	0.0		most stable
PA5170	[]	PA14_68300	0.5353307652458161	0.0	arcD	most stable
PA4277	[]	PA14_08680	0.5691828927442983	0.0	tufB	most stable
PA0280	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00185: Sulfate transport system', 'KEGG-Module-M00616: Sulfate-sulfur assimilation']	PA14_03650	0.5118298935038327	0.0	cysA	most stable
PA1696	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']	PA14_42580	0.5586741081891243	0.0	pscO	most stable
PA0076	[]	PA14_00900	0.5134910672248499	0.0	tagF1	most stable
PA3803	['KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis']	PA14_14880	0.5280139845069695	0.0	gcpE	most stable
PA2177	[]	PA14_36420	0.5237890001888575	0.0		most stable
PA4283	['KEGG-Pathway-pae03440: Homologous recombination']	PA14_55660	0.5608244377913463	0.0	recD	most stable
PA1707	[]	PA14_42460	0.5278219735610499	0.0	pcrH	most stable
PA0629	[]	PA14_08160	0.5154542321904625	0.0		most stable
PA4465	[]	PA14_57970	0.5282870027719133	0.0		most stable
PA3980	[]	PA14_12350	0.5140009397835257	0.0		most stable
PA5178	[]	PA14_68400	0.5276131938890399	0.0		most stable
PA3764	[]	PA14_15720	0.5527575173611006	0.0		most stable
PA3839	[]	PA14_14360	0.5262025594795654	0.0		most stable
PA3460	[]	PA14_19360	0.5265976766298662	0.0		most stable
