PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	pathways present
PA1026	PA14_51060	0.18296629405063747	1.731336933689382e-41		least stable	[]
PA4939	PA14_65250	0.4523558614427486	3.6302462191236794e-268			['KEGG-Pathway-pae00340: Histidine metabolism']
PA4025	PA14_11760	0.39358369584610015	1.047205134852351e-197			['KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA4178	PA14_09870	0.429733526841404	2.2538505864677834e-239	eftM		[]
PA0216	PA14_02640	0.30523678200297594	9.966164140904865e-116			[]
PA3542	PA14_18550	0.3014338204048061	8.999501760102294e-113	alg44		[]
PA4666	PA14_61710	0.4930420147853865	0.0	hemA		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism']
PA2630	PA14_30100	0.467756035285233	4.718113755583986e-289			[]
PA4111	PA14_10780	0.1961719105147139	1.50719247480941e-47		least stable	[]
PA0636	PA14_08240	0.4170896339912445	3.268463830547682e-224			[]
PA0694	PA14_55340	0.4693797741776372	2.5612139275862125e-291	exbD2		[]
PA4857	PA14_64240	0.3502048905336224	3.752384142202887e-154	tspR		[]
PA4692	PA14_62110	0.3147371863706405	2.6256477048069483e-123			[]
PA3231	PA14_22400	0.4466452628665569	1.0857405429786972e-260			[]
PA0101	PA14_01230	0.4710858716041922	1.0351082866402575e-293			[]
PA4558	PA14_60350	0.4978343183624145	0.0			[]
PA4397	PA14_57160	0.4005137631200624	2.6722253352424394e-205	panE		['KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis', 'KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate']
PA1509	PA14_44920	0.3505712711710576	1.714047840962668e-154	tplEi		[]
PA4644	PA14_61450	0.4363255907020603	1.540075915838016e-247			[]
PA0349	PA14_04570	0.21396718020948108	1.9668362649193763e-56			[]
PA0820	PA14_53670	0.11808268503449455	4.5347566636820885e-18		least stable	[]
PA2738	PA14_28720	0.42763949404013785	8.108888204990661e-237	himA		[]
PA3186	PA14_23030	0.30824131638339625	4.284250600543348e-118	oprB		[]
PA4082	PA14_11100	0.35509672426557504	9.847123152574102e-159	cupB5		[]
PA3539	PA14_18590	0.3639434539430688	3.1638040589669363e-167			[]
PA4945	PA14_65320	0.4306664615014959	1.61556665978503e-240	miaA		[]
PA0841	PA14_53390	0.28625445853474457	2.0604335168176287e-101			[]
PA0405	PA14_05290	0.3885198965873585	2.8458692169130176e-192	algH		[]
PA2610	PA14_30350	0.37323426537412624	1.9343240293102774e-176			[]
PA4715	PA14_62400	0.19461353960535294	8.255725201300887e-47		least stable	[]
PA1665	PA14_42950	0.4572263045210145	1.1754604168280806e-274	fha2		[]
PA4621	PA14_61150	0.3422297088751818	7.405115968474346e-147			[]
PA1998	PA14_38680	0.4543703080295978	7.736523427595055e-271	dchR		[]
PA3944	PA14_12850	0.36469134649087936	5.885260142741799e-168			[]
PA5554	PA14_73240	0.561164675040443	0.0	atpD	most stable	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00157: F-type ATPase, prokaryotes and chloroplasts']
PA0678	PA14_55520	0.5089081223065697	0.0	hxcU	most stable	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA0750	PA14_54590	0.38416548732868017	1.1248863780892937e-187	ung		['KEGG-Pathway-pae03410: Base excision repair']
PA4463	PA14_57950	0.497701520413493	0.0			[]
PA3268	PA14_21730	0.39758361399484704	4.566516313595267e-202			[]
PA3334	PA14_20940	0.4324868340865452	9.215996130656344e-243			[]
PA1658	PA14_43030	0.5476901415899641	0.0	hsiC2	most stable	['KEGG-Module-M00334: Type VI secretion system']
PA3943	PA14_12860	0.3893825332875924	3.429481689661061e-193			[]
PA4921	PA14_64990	0.2660636005406579	2.3145422691166477e-87	choE		[]
PA1104	PA14_50100	0.4917568362833254	1e-323	fliI		['KEGG-Pathway-pae02040: Flagellar assembly']
PA2748	PA14_28590	0.2660337265487831	2.4231260280191563e-87			[]
PA0846	PA14_53330	0.4181470474426197	1.8670642025817438e-225			[]
PA4445	PA14_57740	0.3814412724527037	7.79193527020454e-185			[]
PA4320	PA14_56130	0.5573354345870729	0.0		most stable	[]
PA5478	PA14_72320	0.4168363106897078	6.479008406629158e-224			[]
PA0739	PA14_54710	0.2900894119374453	3.232107831346373e-104			[]
PA0996	PA14_51430	0.22226723516922006	7.298921784088482e-61	pqsA		[]
PA5238	PA14_69170	0.3720908507190326	2.734861860675405e-175			[]
PA0309	PA14_04040	0.2954316000729892	3.382706562151246e-108			[]
PA0150	PA14_01860	0.4019823342332669	6.227828731620151e-207			[]
PA1779	PA14_41560	0.3689576556292106	3.6769278369460546e-172			['KEGG-Pathway-pae00910: Nitrogen metabolism']
PA4502	PA14_58420	0.2941746805270113	2.974920262405528e-107	dppA4		['KEGG-Pathway-pae02030: Bacterial chemotaxis', 'KEGG-Module-M00324: Dipeptide transport system']
PA4255	PA14_08930	0.5152620859128922	0.0	rpmC	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA0246	PA14_03040	0.37068750070521006	6.958386284272822e-174			[]
PA4257	PA14_08910	0.5597993888755957	0.0	rpsC	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA5047	PA14_66690	0.5370798715263462	0.0		most stable	[]
PA0860	PA14_53150	0.4573479256323267	8.068561201461194e-275			[]
PA4557	PA14_60330	0.4458171245939969	1.2824135520291047e-259	lytB		['KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis']
PA3955	PA14_12700	0.4429326876606601	6.602962676711135e-256			[]
PA2491	PA14_32420	0.26063275555452553	8.751431831491315e-84	mexS		[]
PA0413	PA14_05390	0.4768352590816787	7.053486979134699e-302	chpA		[]
PA2204	PA14_36200	0.4890728261455849	8.645e-320			['KEGG-Module-M00236: Putative polar amino acid transport system']
PA3487	PA14_18970	0.20952116110612656	3.9046279638301315e-54	tle5		[]
PA4964	PA14_65605	0.3750235617089237	2.9986445268313785e-178	parC		[]
PA1092	PA14_50290	0.4897068973572014	9.743e-321	fliC		['KEGG-Pathway-pae02040: Flagellar assembly']
PA2858	PA14_27140	0.4424329262838186	2.878674045259993e-255			['KEGG-Module-M00258: Putative ABC transport system']
PA4375	PA14_56890	0.526303156585863	0.0	mexW	most stable	['KEGG-Pathway-pae00312: beta-Lactam resistance', 'KEGG-Module-M00647: Multidrug resistance, efflux pump MexAB-OprM/SmeDEF/AcrAB-TolC']
PA4902	PA14_64780	0.2642010958599747	3.989486205506691e-86			[]
PA4147	PA14_10290	0.3788969757676227	3.312689952958276e-182	acoR		[]
PA0968	PA14_51770	0.3802382249038936	1.3723099669091565e-183			['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']
PA1358	PA14_46720	0.3256927670762633	2.122314052258842e-132			[]
PA0134	PA14_01660	0.4501420961082693	2.98514343257534e-265			['KEGG-Pathway-pae00230: Purine metabolism']
PA3413	PA14_19950	0.259217313527995	7.255750215820187e-83			[]
PA0623	PA14_08090	0.5503353092386871	0.0		most stable	[]
PA5338	PA14_70470	0.4953311331486763	0.0	spoT		['KEGG-Pathway-pae00230: Purine metabolism']
PA2621	PA14_30210	0.5281921481993086	0.0	clpS	most stable	[]
PA2405	PA14_33580	0.3825381824463985	5.63841633286881e-186	fpvJ		[]
PA2065	PA14_37790	0.10305002961556163	4.184923169028329e-14	pcoA	least stable	[]
PA0259	PA14_03190	0.13610242127001745	1.549848826002157e-23	tli3	least stable	[]
PA3972	PA14_12450	0.4011972031080518	4.6575136708489165e-206			[]
PA1239	PA14_48210	0.2126588774784388	9.448708561606135e-56			[]
PA4668	PA14_61740	0.4848146718094166	1.78717467483e-313	lolB		[]
PA0244	PA14_03020	0.22100525664801407	3.538176269288471e-60			['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis']
PA5366	PA14_70810	0.4239652799025741	2.240300155259244e-232	pstB		['KEGG-Module-M00222: Phosphate transport system']
PA3233	PA14_22370	0.29042130727370397	1.839524964605225e-104			[]
PA0073	PA14_00860	0.5569280186881551	0.0	tagT1	most stable	['KEGG-Module-M00258: Putative ABC transport system']
PA0994	PA14_51450	0.3556985347793223	2.65523289331819e-159	cupC3		[]
PA0568	PA14_07380	0.2393886819379824	1.3691710673098216e-70			[]
PA1073	PA14_50530	0.5201382872242706	0.0	braD	most stable	['KEGG-Module-M00237: Branched-chain amino acid transport system']
PA2180	PA14_36375	0.5817344896549981	0.0		most stable	[]
PA4728	PA14_62570	0.4402022677404399	1.9967137010181e-252	folK		['KEGG-Pathway-pae00790: Folate biosynthesis', 'KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF']
PA4358	PA14_56680	0.28113307876491	9.794669338636331e-98	feoB		[]
PA0923	PA14_52310	0.32173678487262497	4.508361120457009e-129	dinB		[]
PA3928	PA14_13050	0.4174930575613913	1.0979241513666386e-224			[]
PA5244	PA14_69250	0.5051823452355932	0.0		most stable	[]
PA1134	PA14_49720	0.28986009108859623	4.768943905802736e-104			[]
PA0026	PA14_00300	0.3297414981758861	7.4057663352307e-136	plcB		[]
PA4519	PA14_58630	0.3476656255804396	8.32235650261521e-152	speC		['KEGG-Pathway-pae00480: Glutathione metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA3176	PA14_23160	0.30307562732042803	4.826601263212764e-114	gltS		[]
PA4151	PA14_10250	0.2916229390236656	2.3752633367467477e-105	acoB		['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis', 'KEGG-Module-M00307: Pyruvate oxidation, pyruvate => acetyl-CoA']
PA4930	PA14_65110	0.3668200437665576	4.786452514232396e-170	alr		[]
PA1281	PA14_47650	0.3715576205124264	9.372049711065995e-175	cobV		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']
PA1616	PA14_43620	0.25772318647186937	6.670746464403145e-82			[]
PA5396	PA14_71240	0.3929696390636396	4.831753648383949e-197			[]
PA3251	PA14_21940	0.27423160698490223	6.666069411602085e-93			[]
PA4888	PA14_64610	0.2482410190081511	6.192613218313277e-76	desB		[]
PA0082	PA14_00990	0.4671002824830858	3.847325071819375e-288	tssA1		['KEGG-Module-M00334: Type VI secretion system']
PA1171	PA14_49280	0.3786255390648349	6.298244140393573e-182	sltB2		[]
PA1193	PA14_48860	0.3119948499649766	4.3241306563170715e-121			[]
PA4447	PA14_57770	0.3779175903463015	3.355386663368342e-181	hisC1		['KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae00340: Histidine metabolism', 'KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis', 'KEGG-Pathway-pae00401: Novobiocin biosynthesis']
PA5548	PA14_73160	0.3345442005926713	5.007990140119778e-140			[]
PA0280	PA14_03650	0.5118298935038327	0.0	cysA	most stable	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00185: Sulfate transport system', 'KEGG-Module-M00616: Sulfate-sulfur assimilation']
PA0857	PA14_53190	0.35270044856717675	1.7680453220654583e-156	bolA		[]
PA1791	PA14_41420	0.5026320907946479	0.0		most stable	[]
PA5493	PA14_72490	0.5129278478547855	0.0	polA	most stable	['KEGG-Pathway-pae03440: Homologous recombination', 'KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae03410: Base excision repair', 'KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Pathway-pae03030: DNA replication', 'KEGG-Pathway-pae03420: Nucleotide excision repair']
PA0624	PA14_08100	0.5644448197286923	0.0		most stable	[]
PA5116	PA14_67550	0.32775545495906017	3.733096782148515e-134			[]
PA1230	PA14_48380	0.4388809453972549	9.402270473593901e-251			[]
PA3848	PA14_14230	0.31776116531756105	8.862123071574664e-126			[]
PA2364	PA14_34080	0.4412387639806324	9.611870553078814e-254	lip3		[]
PA4256	PA14_08920	0.5660728156133171	0.0	rplP	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA2274	PA14_35160	0.3135172790620266	2.559822774260892e-122			[]
PA2949	PA14_25910	0.3795737138646288	6.6577675896712445e-183			[]
PA0794	PA14_53970	0.3719921205698743	3.435981785694396e-175			['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate']
PA5257	PA14_69420	0.5209932728909289	0.0		most stable	[]
PA4173	PA14_09920	0.20114772376205087	5.992486272276666e-50			[]
PA3914	PA14_13280	0.2896076535164305	7.314861708200431e-104	moeA1		[]
PA3909	PA14_13340	0.5174853098253019	0.0	eddB	most stable	[]
PA4015	PA14_11910	0.4662013134391124	6.781857814521653e-287			[]
PA3827	PA14_14510	0.5807862448775862	0.0	lptG	most stable	[]
PA2441	PA14_33050	0.2418808769630928	4.5056942901352817e-72			[]
PA1980	PA14_38900	0.25363356595071024	2.685682423020157e-79	eraR		[]
PA3726	PA14_16210	0.4306180589972001	1.8526684614468526e-240			[]
PA5169	PA14_68290	0.3918274883560526	8.23247200092933e-196	dctM		[]
PA1167	PA14_49320	0.4328207362142149	3.560237435031846e-243			[]
PA1069	PA14_50570	0.5046936890011676	0.0		most stable	[]
PA0521	PA14_06790	0.43239197576432986	1.2072709062259173e-242			[]
PA3637	PA14_17290	0.4606367272057077	2.901784651768529e-279	pyrG		['KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA4485	PA14_58210	0.3710232935636908	3.2123311041898023e-174			[]
PA4506	PA14_58490	0.2591537549480273	7.976223960989774e-83	dppF		['KEGG-Module-M00324: Dipeptide transport system']
PA2921	PA14_26270	0.3617152968997676	4.621916425938297e-165			[]
PA1475	PA14_45380	0.4753721313908011	8.74014547263875e-300	ccmA		[]
PA2888	PA14_26720	0.2558949812532931	9.87392628777668e-81	atuC		['KEGG-Pathway-pae00281: Geraniol degradation']
PA0383	PA14_05010	0.3006703266076748	3.4855142592873065e-112			[]
PA0856	PA14_53200	0.3299246830471373	5.151049716823454e-136			[]
PA2264	PA14_35300	0.33284534776433106	1.5249671734699464e-138			['KEGG-Pathway-pae00030: Pentose phosphate pathway']
PA0076	PA14_00900	0.5134910672248499	0.0	tagF1	most stable	[]
PA2457	PA14_20510	0.19565259773064064	2.6607010187571405e-47		least stable	[]
PA4799	PA14_63390	0.19456989417653175	8.65665669904922e-47		least stable	[]
PA5232	PA14_69090	0.4427416052463327	1.1597352547928884e-255			[]
PA1410	PA14_46220	0.2730009437361169	4.6885249723904544e-92			['KEGG-Module-M00300: Putrescine transport system']
PA3137	PA14_23520	0.3732424954365623	1.8977191761053043e-176			[]
PA4460	PA14_57920	0.4798813048686803	2.8705967050357e-306	lptH		[]
PA1031	PA14_51000	0.3890709903583861	7.369544415923812e-193			[]
PA2032	PA14_38250	0.5287915484967107	0.0		most stable	[]
PA0576	PA14_07520	0.5346858172632339	0.0	rpoD	most stable	[]
PA1971	PA14_39050	0.2964788705997348	5.481423809085391e-109	braZ		[]
PA1569	PA14_44190	0.30813382316957805	5.2122875636458705e-118			[]
PA3613	PA14_17580	0.6215329531163888	0.0		most stable	[]
PA3294	PA14_21450	0.311859819850394	5.551846910812658e-121	vgrG4a		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
PA3060	PA14_24530	0.3609872915403697	2.3352011132412863e-164	pelE		[]
PA5090	PA14_67230	0.3328735544175035	1.4411350306866293e-138	vgrG5		[]
PA1837	PA14_40780	0.3984277761284506	5.390198645282423e-203			[]
PA3040	PA14_24770	0.4815108945031601	1.23259477893625e-308			[]
PA2035	PA14_38200	0.4257454181778648	1.6046946317394884e-234			['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism', 'KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00019: Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine', 'KEGG-Module-M00570: Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine']
PA5216	PA14_68890	0.41857665801257454	5.8182780861907676e-226			['KEGG-Module-M00190: Iron(III) transport system']
PA3383	PA14_20320	0.5516166754801598	0.0		most stable	['KEGG-Module-M00223: Phosphonate transport system']
PA1088	PA14_50330	0.3360762025564989	2.257793941970094e-141			[]
PA1585	PA14_44010	0.5816343134903939	0.0	sucA	most stable	['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']
PA5148	PA14_68000	0.4052606364059286	1.3186481270699006e-210			[]
PA1041	PA14_50880	0.4520081924741192	1.0451235817862037e-267			[]
PA2594	PA14_30550	0.32006276541880513	1.1141313851165544e-127			['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA2481	PA14_32540	0.2898356290355878	4.9708842682207034e-104			[]
PA0701	PA14_55250	0.3403870395266715	3.348812384505926e-145			[]
PA5109	PA14_67470	0.3860984044078661	1.045139029657328e-189			[]
PA3265	PA14_21770	0.3240294613741988	5.39315713194872e-131			[]
PA0632	PA14_08200	0.33503538298298025	1.8576324859046354e-140			[]
PA3669	PA14_16910	0.3267482053054974	2.6955805751298507e-133			[]
PA3219	PA14_22590	0.3666485904426344	7.061856415261438e-170			[]
PA1272	PA14_47790	0.3877085900223701	2.0701533405842992e-191	cobO		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']
PA4724	PA14_62510	0.4357807030210086	7.402427451824047e-247			[]
PA2667	PA14_29590	0.3484126483828753	1.7074789809041506e-152	mvaU		[]
PA5308	PA14_70080	0.3587766298396561	3.114088940327828e-162	lrp		[]
PA5105	PA14_67420	0.33567746271847004	5.066960500851208e-141	hutC		[]
PA3683	PA14_16730	0.4667447037567837	1.1981848712865173e-287			[]
PA5128	PA14_67720	0.48329824992286896	3.0178374076665e-311	secB		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']
PA3959	PA14_12650	0.4209473764579781	9.061329036130947e-229			[]
PA2843	PA14_27330	0.2711432509746156	8.7397842697949e-91			['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis']
PA1409	PA14_46230	0.2551430983720657	2.9720784565624076e-80	aphA		[]
PA3700	PA14_16530	0.63281919044862	0.0	lysS	most stable	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA1757	PA14_41830	0.37672632140824536	5.548630707525158e-180	thrH		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00680: Methane metabolism', 'KEGG-Module-M00018: Threonine biosynthesis, aspartate => homoserine => threonine']
PA1717	PA14_42340	0.5113332124286272	0.0	pscD	most stable	['KEGG-Module-M00332: Type III secretion system']
PA3600	PA14_17710	0.4551773973210609	6.504210336666547e-272			['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA0195	PA14_02450	0.3093193332718377	5.969169141782866e-119	pntAA		['KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism']
PA2868	PA14_26990	0.2865529273164593	1.2510221705653004e-101			[]
PA1108	PA14_50050	0.34488831934651343	2.892476993574088e-149			[]
PA2598	PA14_30490	0.3484482003916877	1.5833272413057972e-152			['KEGG-Pathway-pae00920: Sulfur metabolism']
PA4478	PA14_58110	0.3935049660982359	1.2742459028202324e-197			[]
PA1439	PA14_45850	0.2987436304082132	1.0430587653013284e-110			[]
PA0153	PA14_01900	0.2832910135536173	2.8256099882671e-99	pcaH		['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']
PA2050	PA14_37990	0.40648764768284606	5.423321205053642e-212			[]
PA5508	PA14_72690	0.314427241278002	4.687593185638739e-123	pauA7		['KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism', 'KEGG-Pathway-pae00910: Nitrogen metabolism']
PA0531	PA14_06930	0.2210939149512593	3.16780872221789e-60			[]
PA4386	PA14_57020	0.4890137579498128	1.0593e-319	groES		[]
PA3952	PA14_12740	0.4146663984319248	2.220680082993388e-221			[]
PA1007	PA14_51300	0.4157454507952336	1.2252809407778935e-222			[]
PA3406	PA14_20030	0.29155829098282826	2.6524681129020217e-105	hasD		['KEGG-Module-M00328: Hemophore/metalloprotease transport system']
PA0408	PA14_05320	0.4586954542502925	1.2353476480263792e-276	pilG		[]
PA1868	PA14_40320	0.28118313391231153	9.024575152879196e-98	xqhA		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA0692	PA14_55380	0.40249276304996223	1.678740308520088e-207	pdtB		[]
PA2856	PA14_27160	0.39539037514011455	1.14282736360267e-199	tesA		['KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids']
PA1640	PA14_43300	0.3119585762835859	4.6244658912633465e-121			[]
PA2282	PA14_35060	0.22629123744753366	4.453990919227234e-63			[]
PA4550	PA14_60280	0.2313082502197437	6.705332253766863e-66	fimU		[]
PA3892	PA14_13560	0.333465136853535	4.3963686348051284e-139			[]
PA0822	PA14_53650	0.277815929171869	2.144421010349734e-95			[]
PA2440	PA14_33060	0.2705230790643149	2.3088932452300502e-90			[]
PA1377	PA14_46440	0.4322192462975406	1.9734859399041535e-242			[]
PA3451	PA14_19480	0.3330782121747698	9.560012238482783e-139			[]
PA0985	PA14_59220	0.25383982346295003	1.9898009723224968e-79	pyoS5		[]
PA0471	PA14_06170	0.5066915225579944	0.0	fiuR	most stable	[]
PA4334	PA14_56340	0.3170782996073961	3.222612276511449e-125			[]
PA2755	PA14_28450	0.3960719650662067	2.063389692778874e-200	eco		[]
PA0117	PA14_01430	0.3856072099071747	3.4421689991968367e-189			[]
PA4474	PA14_58070	0.5113874878650229	0.0		most stable	[]
PA3225	PA14_22470	0.4434806551238167	1.310301034821115e-256			[]
PA0671	PA14_55590	0.2043773370889304	1.5306835299146822e-51			[]
PA3301	PA14_21320	0.3822766826245244	1.0554656397599488e-185			[]
PA0884	PA14_52840	0.2314245198641348	5.757075944166272e-66			[]
PA0730	PA14_54830	0.4130048290866263	1.88349804493203e-219			[]
PA1769	PA14_41680	0.42081154856390185	1.314200755299865e-228			[]
PA1958	PA14_39200	0.2867409381099127	9.133341674913747e-102			[]
PA1449	PA14_45720	0.4211733905394506	4.8791628170679274e-229	flhB		['KEGG-Pathway-pae02040: Flagellar assembly']
PA4583	PA14_60650	0.2474776837162771	1.8252242772472296e-75			[]
PA1338	PA14_46960	0.3691667225734868	2.279348081256083e-172	ggt		['KEGG-Pathway-pae00480: Glutathione metabolism', 'KEGG-Pathway-pae00590: Arachidonic acid metabolism', 'KEGG-Pathway-pae00430: Taurine and hypotaurine metabolism', 'KEGG-Pathway-pae00460: Cyanoamino acid metabolism']
PA3457	PA14_19390	0.2638041462417287	7.297131050455481e-86			[]
PA4166	PA14_09990	0.3322736167888962	4.791073173706302e-138			[]
PA1615	PA14_43630	0.2378953524587597	1.0391759374904138e-69			[]
PA3963	PA14_12610	0.3134510471875907	2.895811376334121e-122			[]
PA3675	PA14_16830	0.2884688130662123	5.011600472791649e-103			[]
PA1096	PA14_50240	0.3905048631797739	2.1649533439294255e-194			[]
PA1659	PA14_43020	0.4471063874300363	2.737505950000983e-261	hsiF2		['KEGG-Module-M00334: Type VI secretion system']
PA4269	PA14_08780	0.5428508094706681	0.0	rpoC	most stable	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA5170	PA14_68300	0.5353307652458162	0.0	arcD	most stable	[]
PA0240	PA14_02980	0.3378721198724258	5.834853168684862e-143			[]
PA3418	PA14_19870	0.4863014654038285	1.140833544e-315	ldh		['KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis']
PA5531	PA14_72970	0.5160227116693951	0.0	tonB1	most stable	[]
PA2150	PA14_36760	0.4746924700792885	8.135115458800817e-299			[]
PA2008	PA14_38530	0.31772367685119673	9.51384483036565e-126	fahA		['KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae00643: Styrene degradation']
PA3470	PA14_19205	0.2497356674131649	7.378502322388746e-77			[]
PA2306	PA14_34800	0.35340157865381805	3.890134558053942e-157	ambA		[]
PA5445	PA14_71890	0.3309916701397043	6.184971141884924e-137			['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']
PA3076	PA14_24370	0.21859765246096247	6.994697822752334e-59			[]
PA5213	PA14_68850	0.4877024504488468	9.5279e-318	gcvP1		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism']
PA4470	PA14_58030	0.4987749607747562	0.0	fumC1		['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']
PA1662	PA14_42980	0.3899275458939166	8.978223425641043e-194	clpV2		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
PA5323	PA14_70280	0.5262214763794499	0.0	argB	most stable	['KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Module-M00028: Ornithine biosynthesis, glutamate => ornithine']
PA2257	PA14_35390	0.3293432704311297	1.6291656057481702e-135	pvcD		[]
PA0018	PA14_00190	0.3691978480923108	2.1226541363665163e-172	fmt		['KEGG-Pathway-pae00670: One carbon pool by folate', 'KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis']
PA1820	PA14_41000	0.3882381516406077	5.672398048637598e-192	nhaB		[]
PA0230	PA14_02830	0.4003225009832549	4.353940712425116e-205	pcaB		['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']
