PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression	pathways present
PA4247	PA14_09010	0.6472683273794885	0.0	rplR	most stable	2957.7499013590004	2563.3913434058204	180.616013302421	1129.1846659206199	2296.61528698266	4010.8899121785903	22458.8704832567	6570975.179447898	22278.25446995428	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA2072	PA14_37690	0.4573071739040325	9.152887229211949e-275			463.06510276580497	489.35042997396494	0.0	80.08216506659583	283.951948557948	696.2792659268853	2610.6419497818697	239463.84331570435	2610.6419497818697	[]
PA1373	PA14_46490	0.18673078101758064	3.6020574515587366e-43	fabF2		140.52846643243157	171.42826627485314	0.0	54.43913264876588	93.04192658936077	156.81837310064225	1400.3717413808401	29387.650478001964	1400.3717413808401	['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']
PA0214	PA14_02620	0.2187257271219338	5.973357559195585e-59			116.7479503760493	188.3087456215993	0.0	13.567706863206626	39.8148081595269	122.7287339022605	1228.03737037426	35460.1836775802	1228.03737037426	['KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00082: Fatty acid biosynthesis, initiation']
PA3727	PA14_16200	0.42264163266547616	8.64618895925913e-231			226.57419169425975	301.9621690979584	0.0	71.46795497517539	162.12509331251698	273.5135520301995	4063.0179778143897	91181.15156634398	4063.0179778143897	[]
PA1637	PA14_43340	0.08591030306826787	3.106293833426471e-10	kdpE	least stable	94.69307961613548	81.62061668983509	0.0	46.663838541619384	73.25778319173284	110.8298717617005	664.65553639668	6661.925068828986	664.65553639668	[]
PA3469	PA14_19210	0.2386192629044072	3.897195937395928e-70			130.0634574890787	62.081548281183885	0.0	88.19085478499346	118.23434479917549	158.76813725665698	497.859376807957	3854.1186369889647	497.859376807957	[]
PA0702	PA14_55230	0.09722111384390614	1.0357577847348242e-12		least stable	47.87947727023602	71.29627091155993	0.0	12.0637731803403	25.423073035630697	55.09977865123615	603.9228494934839	5083.158245894547	603.9228494934839	[]
PA5327	PA14_70330	0.12331378188702125	1.4135637030808348e-19	sphC	least stable	110.31260167486231	176.4209987458014	0.0	20.76399896634335	40.85922049958295	101.1145140950187	1264.4255591794001	31124.36879846605	1264.4255591794001	[]
PA1654	PA14_43130	0.3191467805504258	6.3876696743054385e-127			347.9872793513988	279.1727584743494	0.0	169.4344231183185	268.045224383665	427.29903703216934	3316.409955965961	77937.42907417742	3316.409955965961	[]
PA0901	PA14_52630	0.3354438732081545	8.131394463522929e-141	aruE		898.7865500549365	705.2634973806073	158.46148462296	470.3238693862882	652.7119136265627	1057.179392008315	4659.60426507649	497396.6007375257	4501.142780453531	['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA5206	PA14_68770	0.4324218955134288	1.1087214091758095e-242	argE		441.9283669950385	239.77501932918324	30.508299125180802	276.53998943307874	397.039841501585	532.6374472351818	1859.107437405089	57492.059894310194	1828.5991382799082	['KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Module-M00028: Ornithine biosynthesis, glutamate => ornithine']
PA3547	PA14_18470	0.21882313259290945	5.297293202412362e-59	algL		87.92054437493475	363.43851515759985	0.0	8.490107825987291	17.36416798890135	47.1180194447238	7434.92210640427	132087.554299961	7434.92210640427	['KEGG-Pathway-pae00051: Fructose and mannose metabolism']
PA0699	PA14_55280	0.19565003170732934	2.6681728359819666e-47			53.2830670873731	107.32587862232646	0.0	7.77102524056128	16.96348105029915	37.16328848064403	833.784216007066	11518.844222054353	833.784216007066	[]
PA0688	PA14_55410	0.17213762877203848	7.495040959660902e-37	lapA		139.29446940702977	403.10451930257346	0.0	13.039853015693051	56.78355874210255	122.44561088894777	4806.67138201134	162493.25348215882	4806.67138201134	[]
PA3896	PA14_13500	0.274316500344638	5.824627749926296e-93			190.74270852877453	111.40141031413886	0.0	126.647534321195	163.13661137139047	219.92325701072758	768.978732434868	12410.274219979123	768.978732434868	['KEGG-Pathway-pae00030: Pentose phosphate pathway']
PA5200	PA14_68700	0.4302932200758026	4.641736536034256e-240	amgR		747.3414453672588	618.7659951582465	110.051202549091	423.8065695982641	582.4447764738145	832.8128806000508	5906.88297886429	382871.35676417506	5796.831776315199	[]
PA0970	PA14_51740	0.4531481578155935	3.24642178932443e-269	tolR		666.7247942388416	516.164001791492	40.43348922930209	382.48307840764153	546.298542855258	758.3198126291157	3969.8358136576494	266425.2767454073	3929.402324428347	[]
PA2995	PA14_25340	0.5082198731359411	0.0	nqrE		316.9527712512969	178.88558165877427	33.4371612041844	203.61704861384268	284.572269678656	388.87342890986224	1744.84634522065	32000.051325397988	1711.4091840164654	[]
PA3192	PA14_22940	0.43357615323799736	4.123356903614248e-244	gltR		328.99737256890364	260.6403243824355	17.7255506846674	137.4158605237995	261.09754815360697	444.6723071174356	2382.0475167924697	67933.3786941812	2364.3219661078024	[]
PA1884	PA14_40150	0.19759764210658684	3.139938296189609e-48			54.39945946360635	60.52425632474511	0.0	19.883177606158647	35.40239226499496	65.1943105996672	532.545102335846	3663.185603663449	532.545102335846	[]
PA1791	PA14_41420	0.482530123918393	4.01554127294794e-310			348.9446748329402	343.99030430178755	0.0	105.1264670934185	243.96055884973703	485.4269351952385	2285.29202386941	118329.32945363641	2285.29202386941	[]
PA0201	PA14_02530	0.4192394943437204	9.595861766333024e-227			342.74358448069177	492.06738360707186	9.652339292393462	98.31917979142077	201.49104561330952	367.5731215370575	4762.94610235238	242130.31000990915	4753.293763059986	[]
PA5490	PA14_72460	0.5170347299187961	0.0	cc4		1861.471251573217	1281.7641317693744	244.76934803840402	1035.0666239904554	1585.78190219996	2260.346330314218	12378.5272999048	1642919.2894904984	12133.757951866397	[]
PA1302	PA14_47380	0.2961486678016783	9.73766340938213e-109			351.7473384182573	433.47333771216466	2.02033682382274	83.6572804891244	169.30185366140051	430.346317550956	2938.04435985116	187899.1345073244	2936.024023027337	[]
PA0858	PA14_53180	0.3748061296979205	4.982372453354638e-178			503.11753833780836	243.60559379289185	101.225517835276	345.4537313328643	459.61756777173696	594.069822490151	3051.8586179206395	59343.68532718742	2950.633100085364	[]
PA4839	PA14_63990	0.4600372026040418	1.8898957480808465e-278	speA		727.0679277169054	377.85664562295364	176.736359054593	466.0327006670185	632.7798279171859	897.6790148411818	3232.35649012354	142775.64464143038	3055.620131068947	['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA4747	PA14_62810	0.5516470111330364	0.0	secG		4854.888615861261	8634.46437325856	33.8619084766434	1325.7373135914895	2190.31819358571	3979.3431366182563	74864.0644590162	74553975.01307133	74830.20255053956	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Pathway-pae03060: Protein export', 'KEGG-Module-M00335: Sec (secretion) system']
PA4259	PA14_08890	0.5678398125990546	0.0	rpsS	most stable	4067.3273423918536	4363.698452459329	86.4058700137328	1311.18163902411	2801.0752949564003	5262.011282038445	39046.6070454629	19041864.183995944	38960.20117544917	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA2226	PA14_58930	0.06204334808300944	5.599600309389097e-06	qsrO	least stable	253.22696191133392	1044.1697942679248	0.0	39.021105175844724	89.75898911066126	180.5054074330663	27221.434697303397	1090290.5592615204	27221.434697303397	[]
PA0648	PA14_08330	0.3031767170205989	4.0284596219884554e-114			329.3060380612917	654.1113058496172	0.0	58.06570719416229	126.41062609751249	280.50332226306625	7329.01357695044	427861.6004402916	7329.01357695044	[]
PA3219	PA14_22590	0.1471070503402698	2.9127530061910184e-27			82.09592342255105	352.2792322277839	0.0	5.002471025329365	12.479739247021602	33.90590340133773	4474.765111718461	124100.6574589969	4474.765111718461	[]
PA3904	PA14_13390	0.446110700740363	5.348549344111721e-260			330.0096413149587	810.4673434383266	0.0	66.00228604500943	191.3941374118115	370.0680090412049	18246.76097280229	656857.3147799782	18246.76097280229	[]
PA3529	PA14_18690	0.5103087395814702	0.0			3654.032310327546	4061.365532244718	216.347825472294	1511.8399043495901	2486.95734586427	4683.320154680072	57863.717729998796	16494689.98650542	57647.3699045265	[]
PA3817	PA14_14690	0.4657404716938094	2.9426690275173347e-286			399.7527514704047	200.7885555026126	56.7523347113315	260.33828948196003	354.11922494144545	501.3970811078628	1500.9098234137198	40316.044020825735	1444.1574887023887	[]
PA2763	PA14_28370	0.2049043443081918	8.363549476702016e-52			19.59882065172179	25.983842652092214	0.0	5.179895981743941	11.743034072119801	23.023674352984052	279.942153800289	675.1600789686868	279.942153800289	[]
PA3023	PA14_24970	0.4491950733170457	5.192795324801258e-264			281.57362990002565	282.1649770236524	0.0	80.2389269285575	180.02143845948794	404.28309291782233	1963.331138463	79617.07425875826	1963.331138463	[]
PA4737	PA14_62670	0.23440632720106264	1.1204566369732082e-67			131.47198799261926	152.08727717120914	0.0	47.29734749490297	85.99746541764947	163.04314407007726	2076.04497710315	23130.539877352192	2076.04497710315	[]
PA1606	PA14_43730	0.23644009986524456	7.388864954306189e-69			77.7304712267768	159.61271485837798	0.0	13.337006270823949	29.04039898019425	68.00681353557084	1536.55709785564	25476.21874446188	1536.55709785564	[]
PA3757	PA14_15830	0.2327897714961324	9.547785868870903e-67	nagR		110.88089587176843	139.00183647681772	0.0	28.354080246353675	49.64339968486181	135.062616304151	1134.2954823989098	19321.51054392797	1134.2954823989098	[]
PA1179	PA14_49180	0.375576471089617	8.230422069291342e-179	phoP		1535.8417320367214	4002.134790330077	15.781479914660899	272.24842832275453	635.1264750532215	1386.2028603021274	41096.4777048995	16017082.879970364	41080.69622498485	[]
PA3965	PA14_12570	0.18087622444574786	1.4338197532568601e-40			183.27630968087792	171.95605833494355	0.0	90.54133957806536	141.5007290241775	217.99461604781976	2384.0549377777497	29568.885998090496	2384.0549377777497	[]
PA2210	PA14_36120	0.19009783657498866	1.0506345815297344e-44			71.3156490633796	121.69152239772062	0.0	12.3356124958337	24.9557856798708	63.502574145287454	787.583805849022	14808.826623474939	787.583805849022	[]
PA4159	PA14_10170	0.3205139877291723	4.702840239108296e-128	fepB		112.10499120893877	201.78207712631882	0.0	10.686155299805376	32.6356047511009	112.06784297976047	1779.92965230496	40716.00664941167	1779.92965230496	['KEGG-Module-M00240: Iron complex transport system']
PA2919	PA14_26300	0.37882784410841625	3.901879708763862e-182			41.866049285761115	80.39238592276304	0.0	3.183917046957617	10.4706071977735	43.68831207064103	753.1353879948938	6462.935714354471	753.1353879948938	[]
PA1903	PA14_09440	0.39634119993852207	1.0482088726520491e-200	phzE2		1340.6547664202672	2488.118357609945	0.0	68.6023137516549	322.1672483805145	1469.3726064810949	30612.930429582597	6190732.9614756135	30612.930429582597	[]
PA4372	PA14_56850	0.35413963451974145	7.8703958822724e-158			358.54115285279585	210.02085473006318	0.0	210.29554662521699	318.998525655001	457.3193140034185	1606.10716629306	44108.75942154631	1606.10716629306	[]
PA2505	PA14_32270	0.0954094178987008	2.704746773574439e-12	opdT	least stable	240.74471344864708	617.2890868757266	0.0	20.41239186683513	38.126710534936855	152.04420086351973	6022.3356922293115	381045.8167758684	6022.3356922293115	[]
PA3486	PA14_18985	0.2442943138884122	1.5905595829942938e-73	vgrG4b		280.65049803340213	263.2692744024548	0.0	122.96862847745724	193.5730248436285	334.188513899047	1709.86139356091	69310.71084439501	1709.86139356091	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
PA3823	PA14_14600	0.3609757213200467	2.3960188908780433e-164	tgt		524.1038978491056	341.2630722392838	69.5101976746049	296.9932394714707	435.35772434024597	647.5016129661223	3339.28428463891	116460.48447419464	3269.774086964305	[]
PA3693	PA14_16620	0.21076492230861268	8.995977596479086e-55			127.66509772790896	88.34470803191523	2.19824705891261	65.33379430865035	115.5241331854595	168.9116851816095	1234.02997785095	7804.787437244345	1231.8317307920374	[]
PA2362	PA14_34110	0.3912274913957858	3.6347278506330515e-195	dotU3		80.03563757784225	101.10176367030589	0.0	14.951917090741699	44.1055423189717	110.6461474164595	983.75280999688	10221.566617246384	983.75280999688	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
PA4517	PA14_58610	0.24770546882780606	1.3225170737405835e-75			356.57091597273904	747.9526717180803	0.0	96.32582015321114	170.559832120183	326.48720937316324	9572.19918793696	559433.1991302142	9572.19918793696	[]
PA0225	PA14_02750	0.2586369870520871	1.7205217344561535e-82			121.61826493007185	82.67504001249314	0.0	75.42873486477083	99.93488440350016	145.69646280972646	908.865487725938	6835.162241067343	908.865487725938	[]
PA2049	PA14_38010	0.5009484138021226	0.0			233.25327528787082	172.26481697714163	0.0	135.6893523727765	185.28202395805	272.1651830735	1449.63086538814	29675.167168168115	1449.63086538814	[]
PA3592	PA14_17820	0.09541818837528754	2.6923224981829663e-12		least stable	57.8904399218701	123.02758884578388	0.0	6.390595897516644	13.210170454614351	37.22282371583977	967.93260333334	15135.787617207248	967.93260333334	[]
PA2516	PA14_32110	0.13130298626046327	5.282436749738697e-22	xylZ	least stable	46.022311109119364	122.48371040240131	0.0	4.432719014272268	9.90891785267144	28.573694184586326	1711.8963605126999	15002.259313939316	1711.8963605126999	['KEGG-Pathway-pae00364: Fluorobenzoate degradation', 'KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']
PA2026	PA14_38320	0.301184504120768	1.4010049583578848e-112			144.30208077963758	138.77228462705963	0.0	51.86091875229429	96.7892442386139	193.77199535726623	996.7304199816748	19257.74698061365	996.7304199816748	[]
PA0275	PA14_03580	0.3192468999432955	5.279299167935168e-127			124.8845491932374	95.93195560225092	0.0	59.63751712779018	94.70962653755144	157.90273090817473	670.35923990758	9202.940105672242	670.35923990758	[]
PA4873	PA14_64450	0.4793425187037336	1.7290085613751401e-305			219.71748893141287	195.75280515917632	0.0	65.80425287090796	172.98748910854198	304.03583641878816	1366.11742504802	38319.16072768644	1366.11742504802	[]
PA3435	PA14_19660	0.3572214316973218	9.509657080947854e-161			219.44218083245627	105.5942261539018	0.0	150.60880952734277	207.2800384815375	275.6508839776135	728.9750428486369	11150.140597041362	728.9750428486369	[]
PA3704	PA14_16470	0.5129171373987048	0.0	wspE		644.0056251093891	335.421492836634	32.5487659334964	404.03637042894616	587.2029048849815	821.3560402691354	3090.30617042303	112507.57785675614	3057.7574044895337	[]
PA1686	PA14_42700	0.4003839852505444	3.7217220045188637e-205	alkA		188.12098732613202	155.33246323475157	0.0	80.09083781882266	142.0188360725935	244.387511027198	1065.46297585329	24128.17413457545	1065.46297585329	['KEGG-Pathway-pae03410: Base excision repair']
PA2277	PA14_35130	0.2039264885151604	2.56370528589873e-51	arsR		47.84778936372866	75.68006096530743	0.0	15.925681862877829	30.037959687945854	52.9084255249734	1593.00263116415	5727.471627712648	1593.00263116415	[]
PA3482	PA14_19050	0.5936296835905184	0.0	metG	most stable	1602.2731535322707	667.9785872335826	524.343657964612	1136.8141262292975	1519.2806613600799	1916.8591114240646	6184.442547695749	446195.393002573	5660.098889731136	['KEGG-Pathway-pae00450: Selenocompound metabolism', 'KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA3052	PA14_24620	0.4979009968371472	0.0			277.5357679257188	179.48118821438862	33.171194226315606	150.96801797829124	234.12192766788246	354.49750464191453	2172.4757592989004	32213.496922848793	2139.3045650725853	[]
PA2706	PA14_29150	0.16445058620515746	9.685748598010866e-34			142.8060532838401	80.7202949224775	0.0	92.9043965589377	125.69514816502951	174.584623163429	1191.14692397455	6515.766012371748	1191.14692397455	[]
PA1277	PA14_47690	0.3970518995627113	1.748666703294346e-201	cobQ		214.7799468833085	203.90679427784286	0.0	86.05832761261397	154.8836483850385	276.5355755755503	1615.6034598636	41577.980752666546	1615.6034598636	['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']
PA5561	PA14_73320	0.5270928317769072	0.0	atpI		730.8899002671469	944.9734622447954	23.835980578759198	209.44495883727973	415.634209598926	859.4760991712947	10315.1067956728	892974.8443469158	10291.270815094042	[]
PA4078	PA14_11140	0.3783576699864016	1.1866688109343811e-181			664.1349238350609	2319.93118577845	0.0	62.64458687954989	136.55505417205902	462.73093726607584	42579.3693402545	5382080.706747405	42579.3693402545	[]
PA3241	PA14_22060	0.3934484595137284	1.466914490466244e-197			257.9222689676264	156.11061266053449	0.0	161.31871206872273	220.67155148031952	317.6799402958017	1871.06884744858	24370.523385247416	1871.06884744858	[]
PA0651	PA14_08360	0.3566097380535619	3.6299704668083866e-160	trpC		553.4322716314423	248.0263944945481	38.7315402454506	396.867005561364	499.81404026815005	636.0682930660098	1725.0315186979199	61517.09236596522	1686.299978452469	['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis', 'KEGG-Module-M00023: Tryptophan biosynthesis, chorismate => tryptophan']
PA4783	PA14_63230	0.23030751459371002	2.4822297847757147e-65			137.13247326782104	148.78503688425704	0.0	47.076695765198316	87.12643747365375	182.38856021501724	1503.76080492631	22136.987200649728	1503.76080492631	[]
PA2888	PA14_26720	0.2355107784706777	2.5677434823086293e-68	atuC		163.09317840482714	232.84033534679264	0.0	47.2908881634974	89.55956932387156	183.44141347302624	2982.3045364988106	54214.621764406846	2982.3045364988106	['KEGG-Pathway-pae00281: Geraniol degradation']
PA4560	PA14_60370	0.6693170949606114	0.0	ileS	most stable	2968.3453866665473	1154.711655808615	968.758223083253	2198.5603047571576	2818.928144877265	3559.995243414365	14754.8604361925	1333359.008060273	13786.102213109249	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA5178	PA14_68400	0.5232348581854189	0.0			3272.283437061273	3301.359915187679	46.8851884411232	966.1031204950633	2337.59319297277	4393.318144595118	28284.4559110263	10898977.289608	28237.570722585177	[]
PA5472	PA14_72220	0.3863951959435639	5.081150535950899e-190			252.73405185824356	149.20108841380042	18.151815569993	148.97851909919873	214.14771154200446	328.5666642885735	1093.88224293843	22260.9647838627	1075.730427368437	[]
PA0302	PA14_03940	0.2837427694684549	1.3396805249825802e-99	spuF		685.1379122083233	415.16207106628167	0.0	420.011954190578	597.5813451255191	845.1981903373828	4427.4445333211215	172359.54525204428	4427.4445333211215	['KEGG-Module-M00300: Putrescine transport system']
PA0400	PA14_05230	0.4346806552833583	1.7461716085853225e-245			688.9463272281288	627.6012190914797	28.26007754304289	313.1397364695065	512.3220331067265	788.8742768529712	4100.28016135954	393883.2902051117	4072.020083816498	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Pathway-pae00450: Selenocompound metabolism']
PA1575	PA14_44130	0.3355360595445732	6.747115741661319e-141			147.33566571726092	155.4565395562295	0.0	52.72688271949182	100.434960998849	194.1803527931617	1844.70259755835	24166.735690797548	1844.70259755835	[]
PA2809	PA14_27810	0.2513401739372435	7.399361705897507e-78	copR		156.63928209572182	173.76159039182227	0.0	55.61261445878585	88.81046784553524	161.40151334239275	1076.8074700632	30193.090295495418	1076.8074700632	['KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system']
PA5355	PA14_70690	0.16219347261954098	7.439642909993582e-33	glcD		379.922649865299	752.8188385050371	3.4873677785889	74.06534294124597	163.7550223811415	451.3681752116372	11227.4001710215	566736.2036080732	11223.91280324291	['KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism']
PA2114	PA14_37250	0.32513492231536595	6.295388698840807e-132			1365.9580508006486	2625.8742851873603	0.0	159.1361825181265	515.52353697948	1340.06838521786	23912.3720234579	6895215.761608227	23912.3720234579	[]
PA4518	PA14_58620	0.0783614896323887	9.54628586428176e-09		least stable	94.57985903164196	70.98652862687084	0.0	47.37489940798463	77.2167289392837	126.55586970474151	530.2090771637788	5039.0872464935555	530.2090771637788	[]
PA1325	PA14_47110	0.21634289666754344	1.1077005363311855e-57			73.80515894071578	105.97294962345406	0.0	29.05147198587568	48.495658037393795	83.82045128097653	1465.1311176397198	11230.266051895127	1465.1311176397198	[]
PA4260	PA14_08880	0.6389681972862666	0.0	rplB	most stable	7713.818350087512	9343.713310260006	350.322375780504	2411.468518391157	5027.015494474745	9635.708300023456	80339.0587012772	87304978.42433001	79988.73632549669	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA3536	PA14_18620	0.19011250956404369	1.0344229361108523e-44			151.29202112578605	193.0704545251397	0.0	70.46270564154645	113.79253724387199	178.53973310864498	3363.38868347479	37276.20041054402	3363.38868347479	[]
PA0989	PA14_51500	0.16012656568026662	4.6902243496652165e-32			84.27440524401969	98.3050443348953	0.0	31.639519592942577	57.779373722357256	94.60926946196359	1122.6355136041802	9663.881741685736	1122.6355136041802	[]
PA1088	PA14_50330	0.3421577547806892	8.597717951136993e-147			530.1109930192114	537.7707702723268	0.0	285.04701349133546	404.70066459831	588.5111787082183	5472.66345573558	289197.40135929175	5472.66345573558	[]
PA1620	PA14_43570	0.12446382093441093	6.461943930071313e-20		least stable	28.641904429831985	50.84241513306459	0.0	5.216178217975688	11.266506020821547	27.449582096396774	392.89504334306395	2584.9511765628754	392.89504334306395	[]
PA4724.1	PA14_62520	0.28354027786674346	1.872203235811114e-99			78.6897773869885	152.66617762313575	0.0	25.322999671007302	43.76315691983416	77.52174003452973	1859.58035085763	23306.96179005884	1859.58035085763	[]
PA1793	PA14_41390	0.5176925894712052	0.0	ppiB		1469.58782525182	1759.2819763642715	141.098045348825	698.5770430569943	1170.10921586729	1772.46836905677	30484.244208571803	3095073.072360177	30343.146163222973	[]
PA0804	PA14_53850	0.3370479462836481	3.1328877072116947e-142			241.85604051461598	182.5300812532826	0.688086210818208	115.03678963651926	199.38672470714448	312.81135068851404	1453.7977962740601	33317.230562329954	1453.109710063242	[]
PA4923	PA14_65010	0.20383148517597294	2.8575771920564053e-51			135.57074062441023	119.61266670356484	0.0	66.43417848476398	111.29397582415147	175.65476430871277	1774.88360920662	14307.190035938089	1774.88360920662	[]
PA3081	PA14_24300	0.3832205138552847	1.0952245517195723e-186			267.46479220788626	304.49182248806505	20.9402563347508	141.789160727157	221.67214582457692	322.1385283861011	6304.520519093188	92715.26996210332	6283.580262758437	[]
PA2426	PA14_33260	0.3595486770010563	5.663928966644237e-163	pvdS		393.3239105350847	953.0222650308713	0.0	13.167633729934705	56.7390672399122	261.4890463181597	7986.07221296859	908251.437644572	7986.07221296859	[]
PA1410	PA14_46220	0.18983945408901806	1.3812957961718137e-44			84.82398856261679	129.0856247329208	0.0	19.196461279549624	36.50392518538229	84.65756806304837	1145.38798491568	16663.098512688448	1145.38798491568	['KEGG-Module-M00300: Putrescine transport system']
PA4210	PA14_09480	0.2967262734586294	3.562001577536057e-109	phzA1		148.03939013888953	342.24223298551516	0.0	4.160076260981647	25.809033847834506	148.68221780767402	4572.08216327233	117129.7460389116	4572.08216327233	[]
PA5528	PA14_72930	0.4593038873301927	1.8603815964711895e-277			1548.6935523521618	1405.1753585904903	189.712419873899	682.9545171918687	1198.68589534522	1847.6614044862852	9292.12639072553	1974517.788389913	9102.413970851632	[]
PA4898	PA14_64720	0.13934270805240298	1.330240990956245e-24	opdK		96.09903673620985	157.64598218089597	0.0	14.9664101467703	31.899825030484198	86.92265730378271	989.234010809402	24852.25569777937	989.234010809402	[]
PA3421	PA14_19830	0.14384070819026015	3.9918131590229884e-26			104.51262804118952	165.73792943580793	0.0	21.842056564406576	41.26423693505205	90.59541266793084	937.7585252941292	27469.061253668842	937.7585252941292	[]
PA3411	PA14_19970	0.16817018326179073	3.1562017482446584e-35			28.929821056420785	62.44980204305154	0.0	3.28602254882299	8.284758259127901	33.03420255274632	879.91292490494	3899.977775216325	879.91292490494	[]
PA1975	PA14_38990	0.16701918796013446	9.183397182306358e-35			99.68517378392708	182.86549598506718	0.0	18.42681557636527	37.081065640500604	88.87632469259589	2416.43219155767	33439.78962186462	2416.43219155767	[]
PA3290	PA14_21490	0.3608156712235298	3.4190107360391652e-164	tle1		789.2598731646955	961.4782809668964	96.483841874293	340.90567952943275	531.6167942824165	888.3469917761468	12276.9942478541	924440.484771058	12180.510405979807	[]
PA1671	PA14_42880	0.2735269731878619	2.039231054998725e-92	stk1		118.72456861126808	129.28622183897542	0.0	35.86755786962675	75.09365819544311	148.07181778140475	895.496659369466	16714.927157396756	895.496659369466	[]
PA4930	PA14_65110	0.4057630359277764	3.5759584654049503e-211	alr		273.994051636682	190.67951211519767	0.0	158.24194281065874	239.23318196877355	340.45819208283723	1736.58874709428	36358.67634048982	1736.58874709428	[]
PA2087	PA14_37520	0.2434377248497067	5.233883311202154e-73			27.555210531410626	53.26537309975341	0.0	3.4900551858889717	8.848567246225144	22.132411123407373	428.591986799221	2837.1999714559333	428.591986799221	[]
PA3422	PA14_19810	0.2964041241418052	6.243302209895912e-109			154.27627436813918	270.1242125113907	0.0	26.65238324510365	64.72762450179954	126.36051279776524	2090.55980945917	72967.09018489896	2090.55980945917	[]
PA3038	PA14_24790	0.4852220950999418	4.485077166e-314	opdQ		1131.3670459914813	1942.6631423873307	30.387774559289603	242.11108649546227	489.24615977075655	1079.6994466716674	19129.4926479059	3773940.0847902177	19099.10487334661	[]
PA3163	PA14_23320	0.462938601090814	2.1038800055087996e-282	cmk		453.4539301371982	223.9220569918216	5.81227963098151	299.51508235726953	420.2447818684509	547.71052929878	1540.43880451194	50141.087607448586	1534.6265248809586	['KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA1431	PA14_45950	0.4967638962562457	0.0	rsaL		1970.2106819820435	3362.7912199250904	0.0	293.67570857482673	806.077103628013	2097.2805570741075	47970.2777787775	11308364.788805278	47970.2777787775	[]
PA1897	PA14_39990	0.34592920629328155	3.250632578261097e-150			341.3274335807599	1033.7199026736616	0.0	21.288842440870226	63.46593566194961	208.34955389093705	9817.49998642139	1068576.8371836443	9817.49998642139	[]
PA3279	PA14_21620	0.17619776277972132	1.4834797391939906e-38	oprP		73.71162826287924	138.59589039833492	0.0	7.374349148414218	22.791043033430853	53.700644470857355	826.181258290914	19208.820835307262	826.181258290914	[]
PA3855	PA14_14140	0.3222138594654224	1.8006195488469e-129			208.16486971356258	129.62701613432932	26.8353622219101	125.24554585912477	179.744249475525	260.3321647221895	1943.2997604796494	16803.163311889675	1916.4643982577395	[]
PA3329	PA14_21000	0.36755562015239707	8.999053835236867e-171			481.84908165580885	690.8749543386099	0.0	30.49961677103025	228.147585075584	636.7401488381017	5572.811608337171	477308.2025323765	5572.811608337171	[]
PA5103	PA14_67400	0.4106301437648058	1.0284929327188048e-216	puuR		308.80751360366224	349.9212588002665	18.9070594424702	108.94954994904323	212.2464058988935	409.9869781846372	4782.92998311884	122444.88736036311	4764.02292367637	['KEGG-Module-M00208: Glycine betaine/proline transport system']
