	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression_pao1	standard deviation expression_pao1	min expression_pao1	25% expression_pao1	50% expression_pao1	75% expression_pao1	max expression_pao1	variance expression_pao1	range expression_pao1	pathways present_pao1	Related acc genes_pao1	mean expression_p14	standard deviation expression_p14	25% expression_p14	50% expression_p14	75% expression_p14	min expression_p14	max expression_p14	variance expression_p14	range expression_p14	pathways present_p14	Related acc genes_p14
PA1176	PA14_49220	0.38707119040951604	9.802912142889813e-191	napF		241.75505707183518	399.6217054710843	0.0	26.155737257685022	106.55930296937252	293.95088448080975	5212.3851103018	159697.50748361807	5212.3851103018	[]		226.93891746630868	359.23392286916686	26.583002027803698	129.077747005963	313.305449138097	0.0	4032.34410058978	129049.01133997053	4032.34410058978	[]
PA3609	PA14_17620	0.3273982441996747	7.532356576415883e-134	potC		82.99308007006675	138.98786982953553	0.0	13.655170011438274	32.344137357275045	81.11562342872283	1047.68347657605	19317.62795975192	1047.68347657605	['path:pae02010 : ABC transporters']		88.06571316482024	171.95581476501556	8.908636386735527	21.562477623341497	58.450389962284	0.0	1025.47704319924	29568.802231500336	1025.47704319924	['path:pau02010 : ABC transporters']
PA3545	PA14_18500	0.4081780557577294	6.537923568633607e-214	algG		246.6871974688484	669.2746257847997	0.0	22.756241667384	144.0639632688135	288.960920312361	14691.498402439	447928.5247193837	14691.498402439	['path:pae00051 : Fructose and mannose metabolism']		167.28844390048422	508.4280418295392	14.738582543073699	36.8689201932992	169.509225920552	0.0	6565.98130537753	258499.07371861968	6565.98130537753	['path:pau00051 : Fructose and mannose metabolism']
PA5254	PA14_69380	0.2195372174217416	2.1920871995094316e-59			113.2782960223485	84.10613389271292	0.0	62.45918425869903	90.69818025855564	136.50684392710724	734.519760665103	7073.841758378951	734.519760665103	[]		123.53574390670248	90.93960773357584	54.5899027928925	91.8520766319084	168.46925717745	0.0	510.825847933155	8270.01225473665	510.825847933155	[]
PA0309	PA14_04040	0.2492966574550416	1.3803427292900003e-76			246.19241614602169	134.0453434421239	0.0	154.70864798647975	230.91713773503201	302.492993551055	945.979317108083	17968.154098516952	945.979317108083	[]		242.73341597208042	380.78950080123525	130.2755808575	197.69100216275	287.835179902485	0.0	7602.0872099155295	145000.64392045393	7602.0872099155295	[]
PA0232	PA14_02850	0.223673726634474	1.242201297839913e-61	pcaC		94.27767077526205	192.8804561643607	0.0	38.53317110997145	66.39716726795955	115.28640517184601	3945.0228002955296	37202.87037017187	3945.0228002955296	['path:pae00362 : Benzoate degradation']		118.53887515338378	158.65173099726874	59.2366837061195	84.5587182204676	136.810653564034	0.0	2446.4163627653697	25170.371748429723	2446.4163627653697	['path:pau00362 : Benzoate degradation']
PA2901	PA14_26550	0.3474363064841259	1.3521862385026959e-151			277.76002176520853	160.24473687884972	1.1624559261963	179.81048487200403	259.265056810522	349.5926172565288	2483.4813143075603	25678.375697371783	2482.318858381364	[]		407.9157380997911	197.33637673185981	279.863207078147	388.462350153753	486.6404974916951	0.0	2452.95897193908	38941.6455816585	2452.95897193908	[]
PA2141	PA14_36880	0.2381448084885075	7.414401265786161e-70			36.871338655286	78.74598439698809	0.0	1.2497815938272974	6.64269720045626	33.31261395632525	1071.92733731711	6200.930058650692	1071.92733731711	['path:pae00760 : Nicotinate and nicotinamide metabolism']		30.747954911945115	82.5126376990722	0.9849987693905408	7.064729662532541	26.299981385131396	0.0	1246.7830056222099	6808.335380058351	1246.7830056222099	['path:pau00760 : Nicotinate and nicotinamide metabolism']
PA4543	PA14_60200	0.4140786082274279	1.0713870318454645e-220			250.59608810402958	403.3503388205381	0.0	107.33331583748873	182.7426505680835	281.86932277490354	5976.22635805325	162691.4958266429	5976.22635805325	['path:pae00230 : Purine metabolism', 'path:pae00270 : Cysteine and methionine metabolism']		159.25417191861598	97.73817185001178	93.0433249945441	131.032191802884	205.97694138188496	8.90059425470616	488.737595926529	9552.750236582444	479.8370016718229	['path:pau00230 : Purine metabolism', 'path:pau00270 : Cysteine and methionine metabolism']
PA0332	PA14_04330	0.3953245662132669	1.3479215900263022e-199			227.2944506648935	182.52751022978345	0.0	112.23289223178377	176.65464258686302	274.11159073552426	1190.90868304536	33316.2919906837	1190.90868304536	[]		326.0345331459275	1270.3942745683926	112.591511536241	189.01893338275397	317.827570526533	9.61886044423928	24140.670554891294	1613901.6128561525	24131.05169444705	[]
PA0282	PA14_03680	0.4032280006951347	2.5299428366725866e-208	cysT		202.5587200151788	324.4382500927735	0.0	50.58168341043	97.40900204712128	251.69528060756747	3399.39672374133	105260.17812326104	3399.39672374133	['path:pae00920 : Sulfur metabolism', 'path:pae02010 : ABC transporters']		163.4380422661595	229.176507189775	50.3876520677221	89.76535343360779	178.468505066549	7.6306965585268705	1933.27191221849	52521.87144770499	1925.641215659963	['path:pau00920 : Sulfur metabolism', 'path:pau02010 : ABC transporters']
PA4861	PA14_64300	0.3098135462035112	2.4115437217559163e-119			91.61764676500776	246.51523193267502	0.0	7.839348157276047	14.626361397104105	40.46896605228015	2787.11269666256	60769.75957482053	2787.11269666256	['path:pae02010 : ABC transporters']		58.040380411172066	313.1455238065089	5.55619013580547	11.9080729582232	23.8470227823151	0.0	5134.97401563772	98060.11908005283	5134.97401563772	['path:pau02010 : ABC transporters']
PA5045	PA14_66670	0.4742975655846785	2.9667919148085593e-298	ponA		1426.2485257944275	916.5327698221747	340.514008267989	917.7176734457024	1170.887122115665	1598.4277010334824	10207.5132242188	840032.3181579075	9866.999215950811	['path:pae00550 : Peptidoglycan biosynthesis']		1227.3628235472945	937.529871213948	738.824445119615	1032.37993844192	1445.1393390086905	96.4764071235477	15176.835598841899	878962.2594184417	15080.359191718351	['path:pau00550 : Peptidoglycan biosynthesis']
PA0104	PA14_01270	0.1978346056131205	2.416473866350248e-48			132.99473849509016	144.07460637106212	0.0	41.540502128240476	93.2380738796287	166.2805137464415	1320.99320717312	20757.492200976485	1320.99320717312	[]		117.15876181503599	256.50029440058086	25.956195122820002	59.7255304411784	123.96893630289401	0.0	2881.72653152624	65792.40102758465	2881.72653152624	[]
PA1461	PA14_45540	0.4393289911033653	2.551510501614061e-251	motD		436.44139217607847	247.29173672103573	29.6663575682859	286.377739957063	382.734491791109	520.6191800054545	2595.64306940347	61153.20305050605	2565.9767118351842	['path:pae02030 : Bacterial chemotaxis', 'path:pae02040 : Flagellar assembly']		449.4554979294599	538.589073662244	305.978031095234	402.244297325361	510.875692634443	0.0	8627.238050440501	290078.1902683541	8627.238050440501	['path:pau02030 : Bacterial chemotaxis', 'path:pau02040 : Flagellar assembly']
PA0075	PA14_00890	0.43593885589383935	4.69463861299178e-247	pppA		160.4292862503286	136.9601147857151	0.0	63.27094476583915	127.59297457337853	222.2578349304615	1166.79504427162	18758.07304211625	1166.79504427162	['path:pae02025 : Biofilm formation', 'path:pae03070 : Bacterial secretion system']		76.83963628458302	78.83120943911025	28.3961739773016	51.8161717627365	92.7487068514715	0.0	539.658008106426	6214.359581632865	539.658008106426	['path:pau02025 : Biofilm formation', 'path:pau03070 : Bacterial secretion system']
PA0910	PA14_52490	0.3332089102565752	7.354544854819801e-139	alpD		143.2452829625697	270.0807584037165	0.0	29.30317764147622	59.001450308201846	153.52093138705325	3241.5738758509	72943.61605992669	3241.5738758509	[]		166.67201558597168	431.99739871710676	32.685966815654695	65.3002888439251	140.57846434628001	0.0	4960.83305299329	186621.7524983469	4960.83305299329	[]
PA1543	PA14_44500	0.3896384230600405	1.828488595906503e-193	apt		240.35588037764128	219.8144785245908	7.01339963134507	125.36473439689051	198.44859369900803	283.97266348512926	2350.06404066408	48318.404969037794	2343.050641032735	['path:pae00230 : Purine metabolism']		211.40859468116054	115.56196770422468	125.344043299754	193.81919557403	277.086456614209	0.0	645.928494144177	13354.56837967227	645.928494144177	['path:pau00230 : Purine metabolism']
PA2193	PA14_36330	0.4032392528397437	2.457630249990936e-208	hcnA		132.86441085943457	229.97081981540364	0.0	13.161305701212573	62.7237567756489	154.63799087940447	3205.4325033532396	52886.577966568846	3205.4325033532396	['path:pae00460 : Cyanoamino acid metabolism']		234.49766022817286	214.96791254832402	60.6321104199144	183.64901179567505	348.101596545159	0.0	1279.34571867498	46211.203425383865	1279.34571867498	['path:pau00460 : Cyanoamino acid metabolism']
PA4388	PA14_57040	0.2581306970401088	3.6476938102909105e-82			219.51518729123447	107.64111940118194	14.704430591502	148.16320502106825	201.44125960843246	266.5474976489085	1178.73030916305	11586.610585939507	1164.025878571548	['path:pae00860 : Porphyrin metabolism']		163.82431111012943	86.40782878507271	103.376500424403	140.741888563121	205.692611841097	14.353966536537301	693.599423407344	7466.312875350434	679.2454568708067	['path:pau00860 : Porphyrin metabolism']
PA2623	PA14_30190	0.59689732501124	0.0	icd	most stable	11234.421160244992	9173.826634331	504.162739251477	4678.765840531442	9012.17805126871	14661.115081787426	75798.8619324887	84159095.11676082	75294.69919323723	['path:pae00020 : Citrate cycle (TCA cycle)', 'path:pae00480 : Glutathione metabolism']		10337.856346852095	5988.430713415885	5390.58336537776	9009.847867557459	13760.3187177757	1300.6322461967402	37488.067151612006	35861302.40938269	36187.43490541526	['path:pau00020 : Citrate cycle (TCA cycle)', 'path:pau00480 : Glutathione metabolism']
PA2053	PA14_37950	0.16772679695313095	4.766930128048424e-35	cynT		77.27728062001961	965.1166205140926	0.0	8.024140701709126	17.7804961720718	45.50806229067221	28752.137479740497	931450.0911925428	28752.137479740497	['path:pae00910 : Nitrogen metabolism']		19.40083222220633	40.407497626889175	2.6397173561737297	7.0260087464248295	18.2141456111342	0.0	338.356797179905	1632.7658644670544	338.356797179905	['path:pau00910 : Nitrogen metabolism']
PA3842	PA14_14330	0.2807334877684408	1.8820232758369837e-97	spcS		130.36049898100484	312.1452055101287	0.0	24.24882701549685	46.045001464508246	101.572515688783	3658.2311859485603	97434.62932296046	3658.2311859485603	[]		157.41312630011572	798.323888704466	14.408057255628801	29.851495742540198	58.5987111506555	0.0	9442.958676824599	637321.0312762206	9442.958676824599	[]
PA5168	PA14_68280	0.3358204079282162	3.792747823724087e-141	dctQ		241.50096203731425	441.68240795643607	0.0	92.91552630826635	150.84788430754801	256.82229705390824	10034.8532034051	195083.34949819566	10034.8532034051	['path:pae02020 : Two-component system']		205.3399887799536	203.113034715499	82.3899575979274	142.28954788204902	239.369324167547	7.603500083182699	1489.04188930569	41254.9048713395	1481.438389222507	['path:pau02020 : Two-component system']
PA1869	PA14_40310	0.402845645230997	6.772975578202733e-208			280.7461381723548	489.19634484148116	0.0	30.71818611537513	104.93676792604401	309.2655707811508	5156.56607110949	239313.06380626536	5156.56607110949	[]		760.0005892799768	1287.518649450421	88.37773708469629	251.848112960564	738.5328424825011	0.8960641954332759	10259.6060999379	1657704.272682636	10258.710035742468	[]
PA4247	PA14_09010	0.6472683273794885	0.0	rplR	most stable	2957.7499013590004	2563.3913434058204	180.616013302421	1129.1846659206199	2296.61528698266	4010.8899121785907	22458.8704832567	6570975.179447898	22278.25446995428	['path:pae03010 : Ribosome']		4359.422764623622	3052.0759218218113	1985.51540553592	3496.7786516021397	6244.013956595822	252.38600938824402	14060.4702537601	9315167.43256446	13808.084244371856	['path:pau03010 : Ribosome']
PA2072	PA14_37690	0.4573071739040325	9.152887229211939e-275			463.0651027658049	489.35042997396494	0.0	80.08216506659583	283.951948557948	696.2792659268853	2610.6419497818697	239463.84331570435	2610.6419497818697	[]		606.9020593403733	902.1788156972262	70.9026537474783	290.223505973001	799.2609880430258	0.0	8360.082790826851	813926.6154928497	8360.082790826851	[]
PA1373	PA14_46490	0.18673078101758064	3.6020574515587366e-43	fabF2		140.52846643243157	171.42826627485314	0.0	54.43913264876588	93.04192658936077	156.81837310064225	1400.3717413808401	29387.650478001964	1400.3717413808401	['path:pae00061 : Fatty acid biosynthesis', 'path:pae00780 : Biotin metabolism']		111.73601112186172	288.84885800633634	33.76181904411	61.26980712044229	92.4293499935734	0.0	3834.24346163555	83433.66277156469	3834.24346163555	['path:pau00061 : Fatty acid biosynthesis', 'path:pau00780 : Biotin metabolism']
PA0214	PA14_02620	0.2187257271219338	5.973357559195582e-59			116.74795037604929	188.3087456215993	0.0	13.567706863206626	39.8148081595269	122.7287339022605	1228.03737037426	35460.1836775802	1228.03737037426	[]		80.18963077616094	149.43810463839262	12.3257197113517	30.7493507656825	79.4476184409123	0.0	1608.9608098500598	22331.74711791518	1608.9608098500598	[]
PA3727	PA14_16200	0.42264163266547616	8.646188959259123e-231			226.5741916942597	301.9621690979584	0.0	71.46795497517539	162.12509331251698	273.5135520301995	4063.0179778143897	91181.15156634398	4063.0179778143897	[]		103.97237272745713	90.70138109290771	49.6772166934192	74.6287393563506	123.421031721643	0.0	684.178298045108	8226.740532160877	684.178298045108	[]
PA1637	PA14_43340	0.08591030306826787	3.106293833426471e-10	kdpE	least stable	94.69307961613548	81.62061668983509	0.0	46.663838541619384	73.25778319173284	110.8298717617005	664.65553639668	6661.925068828986	664.65553639668	['path:pae02020 : Two-component system', 'path:pae02024 : Quorum sensing']	No accessory genes	70.75587257926287	47.14856782691268	39.6383013846978	56.37077455694779	90.4407691606876	0.0	309.148479220318	2222.987448128985	309.148479220318	['path:pau02020 : Two-component system', 'path:pau02024 : Quorum sensing']	No accessory genes
PA3469	PA14_19210	0.2386192629044072	3.897195937395928e-70			130.0634574890787	62.08154828118389	0.0	88.19085478499346	118.23434479917549	158.76813725665698	497.859376807957	3854.1186369889647	497.859376807957	[]		126.05524786252148	89.83315375213833	67.7200109909251	104.297092259669	156.034155531735	0.0	781.1595797271581	8069.9955130553235	781.1595797271581	[]
PA0702	PA14_55230	0.09722111384390614	1.0357577847348242e-12		least stable	47.87947727023602	71.29627091155993	0.0	12.0637731803403	25.423073035630694	55.09977865123615	603.9228494934839	5083.158245894547	603.9228494934839	[]	['PA0689']	33.75293240150675	53.06605491482917	8.56422875695588	17.725663436869606	37.491352996332296	0.0	457.590184365757	2816.006184223665	457.590184365757	[]	No accessory genes
PA5327	PA14_70330	0.12331378188702125	1.4135637030808348e-19	sphC	least stable	110.31260167486231	176.4209987458014	0.0	20.76399896634335	40.85922049958295	101.1145140950187	1264.4255591794001	31124.36879846605	1264.4255591794001	[]	No accessory genes	69.5036537118662	158.9052918230764	11.5927092203142	22.3886218069052	51.350125000057496	0.0	977.995786379447	25250.89176937709	977.995786379447	[]	No accessory genes
PA1654	PA14_43130	0.3191467805504258	6.387669674305436e-127			347.98727935139885	279.1727584743494	0.0	169.4344231183185	268.045224383665	427.29903703216934	3316.409955965961	77937.42907417742	3316.409955965961	['path:pae00300 : Lysine biosynthesis']		435.1777793391914	263.86284664245886	244.456150211468	374.78111488944603	559.007954890891	39.0118335664221	2060.3682323608	69623.60183826176	2021.356398794377	['path:pau00300 : Lysine biosynthesis']
PA0901	PA14_52630	0.3354438732081545	8.131394463522924e-141	aruE		898.7865500549365	705.2634973806073	158.46148462296	470.3238693862882	652.7119136265627	1057.179392008315	4659.60426507649	497396.6007375257	4501.142780453531	['path:pae00330 : Arginine and proline metabolism']		880.3111884533072	1238.1267036374365	505.05335174828	682.951979969278	912.347568222197	262.035141591598	12685.8708647846	1532957.7342601046	12423.835723193002	['path:pau00330 : Arginine and proline metabolism']
PA5206	PA14_68770	0.4324218955134288	1.1087214091758082e-242	argE		441.9283669950385	239.77501932918324	30.508299125180802	276.53998943307874	397.039841501585	532.6374472351818	1859.107437405089	57492.059894310194	1828.5991382799082	['path:pae00220 : Arginine biosynthesis']		470.9658003357812	379.83718754457055	283.561841970473	394.511576053079	589.626335818915	20.2183170476477	4120.36133740352	144276.28904176925	4100.143020355873	['path:pau00220 : Arginine biosynthesis']
PA3547	PA14_18470	0.21882313259290945	5.297293202412361e-59	algL		87.92054437493475	363.4385151576	0.0	8.490107825987291	17.36416798890135	47.1180194447238	7434.92210640427	132087.554299961	7434.92210640427	['path:pae00051 : Fructose and mannose metabolism']		74.03518245446044	534.237991290492	6.090984241142862	11.3492983867216	23.7665701594483	0.0	10493.3065477291	285410.2313380998	10493.3065477291	['path:pau00051 : Fructose and mannose metabolism']
PA0699	PA14_55280	0.19565003170732934	2.6681728359819666e-47			53.28306708737311	107.32587862232646	0.0	7.77102524056128	16.96348105029915	37.16328848064403	833.784216007066	11518.844222054353	833.784216007066	[]		42.81978533804696	92.43516535833548	10.9263151584081	17.725663436869606	30.559752209735603	0.0	745.166139245389	8544.259794822823	745.166139245389	[]
PA0688	PA14_55410	0.17213762877203848	7.495040959660902e-37	lapA		139.29446940702977	403.10451930257346	0.0	13.039853015693051	56.78355874210255	122.44561088894777	4806.67138201134	162493.25348215882	4806.67138201134	[]		347.91168895613333	2372.9186292009704	14.2898203673823	35.2112503929444	160.37360254861798	0.0	35414.0805962582	5630742.820809012	35414.0805962582	[]
PA3896	PA14_13500	0.274316500344638	5.824627749926294e-93			190.74270852877453	111.40141031413886	0.0	126.647534321195	163.13661137139047	219.92325701072758	768.978732434868	12410.274219979123	768.978732434868	['path:pae00030 : Pentose phosphate pathway', 'path:pae00260 : Glycine, serine and threonine metabolism', 'path:pae00620 : Pyruvate metabolism', 'path:pae00630 : Glyoxylate and dicarboxylate metabolism']		220.88872680631042	610.1490248031421	68.767177043935	116.22319428863001	153.57800750843	13.464803015041197	5158.01000196238	372281.83246822533	5144.545198947339	['path:pau00030 : Pentose phosphate pathway', 'path:pau00260 : Glycine, serine and threonine metabolism', 'path:pau00620 : Pyruvate metabolism', 'path:pau00630 : Glyoxylate and dicarboxylate metabolism']
PA5200	PA14_68700	0.4302932200758026	4.641736536034252e-240	amgR		747.3414453672588	618.7659951582465	110.051202549091	423.80656959826416	582.4447764738145	832.8128806000508	5906.88297886429	382871.35676417506	5796.831776315199	['path:pae02020 : Two-component system']		650.69740711533	505.1873717753522	425.535438172057	530.9350124469099	707.450946798358	162.610339876529	5889.2718498655395	255214.28060128802	5726.66150998901	['path:pau02020 : Two-component system']
PA0970	PA14_51740	0.4531481578155935	3.246421789324426e-269	tolR		666.7247942388416	516.164001791492	40.43348922930209	382.48307840764153	546.298542855258	758.3198126291157	3969.8358136576494	266425.2767454073	3929.402324428347	[]		976.9534142244136	1486.0951184922794	537.280463564177	749.431369237701	1051.10301675299	163.47340948337	22462.5502399366	2208478.7012065817	22299.076830453232	[]
PA2995	PA14_25340	0.5082198731359411	0.0	nqrE		316.9527712512969	178.8855816587743	33.4371612041844	203.61704861384268	284.572269678656	388.87342890986224	1744.84634522065	32000.051325397988	1711.4091840164654	[]		412.88246325355317	159.93105550984228	304.103874134722	399.981578208289	507.719523247511	54.491136494456605	973.806453524532	25577.94251649225	919.3153170300752	[]
PA3192	PA14_22940	0.43357615323799736	4.123356903614244e-244	gltR		328.99737256890364	260.6403243824355	17.7255506846674	137.4158605237995	261.09754815360697	444.6723071174356	2382.0475167924697	67933.3786941812	2364.3219661078024	[]		358.0188720741458	292.2255977219358	166.468379085154	257.424940248521	457.97835522416	46.294413048426286	2431.66593117708	85395.79996394269	2385.371518128654	[]
PA1884	PA14_40150	0.19759764210658684	3.139938296189609e-48			54.39945946360635	60.52425632474511	0.0	19.883177606158647	35.40239226499496	65.1943105996672	532.545102335846	3663.185603663449	532.545102335846	[]		38.81267076640215	43.68765314634426	13.121973548716301	25.4084464316267	47.536996448987296	0.0	301.331221730925	1908.611037435284	301.331221730925	[]
PA1791	PA14_41420	0.482530123918393	4.01554127294794e-310			348.9446748329402	343.99030430178755	0.0	105.1264670934185	243.96055884973703	485.4269351952385	2285.29202386941	118329.32945363641	2285.29202386941	[]		254.2295966046677	218.2871656870568	88.2928221531735	202.783148242361	352.43942374681603	13.8719884681469	1456.35905882923	47649.286703688565	1442.4870703610834	[]
PA0201	PA14_02530	0.4192394943437204	9.595861766333015e-227			342.74358448069177	492.06738360707186	9.652339292393462	98.31917979142077	201.49104561330952	367.5731215370575	4762.94610235238	242130.31000990915	4753.293763059986	[]		388.3524184824278	1263.6902869795274	51.142514999052295	136.14286754576	334.274903366268	0.0	15635.7508671444	1596913.1414064004	15635.7508671444	[]
PA5490	PA14_72460	0.5170347299187961	0.0	cc4		1861.471251573217	1281.7641317693744	244.76934803840402	1035.0666239904554	1585.78190219996	2260.346330314218	12378.5272999048	1642919.2894904984	12133.757951866397	[]		1470.352193458992	680.671372368797	1015.73710495923	1382.35742742108	1806.479803641989	370.874163593025	5093.38894505825	463313.51716242154	4722.5147814652255	[]
PA1302	PA14_47380	0.2961486678016783	9.73766340938213e-109			351.7473384182573	433.47333771216483	2.02033682382274	83.6572804891244	169.30185366140051	430.346317550956	2938.04435985116	187899.1345073244	2936.024023027337	[]		191.26141616111082	339.2350728048105	23.7049587216615	68.60118267623878	174.383297188951	0.0	1962.80331923191	115080.43462088508	1962.80331923191	[]
PA0858	PA14_53180	0.3748061296979205	4.982372453354633e-178			503.11753833780836	243.60559379289185	101.225517835276	345.4537313328643	459.6175677717369	594.069822490151	3051.8586179206395	59343.68532718742	2950.633100085364	[]		969.3883620449762	549.5450434021889	595.221232060509	854.8063082237869	1152.83166546922	167.793591275841	3504.87581273985	301999.75472791365	3337.082221464009	[]
PA4839	PA14_63990	0.4600372026040418	1.8898957480808434e-278	speA		727.0679277169054	377.85664562295364	176.736359054593	466.0327006670185	632.7798279171859	897.6790148411818	3232.35649012354	142775.64464143038	3055.620131068947	['path:pae00330 : Arginine and proline metabolism']		737.5786982885637	854.9534625010747	455.064100613137	593.1498063336061	805.347532690387	160.210696584711	14213.476884496298	730945.4230425763	14053.266187911588	['path:pau00330 : Arginine and proline metabolism']
PA4747	PA14_62810	0.5516470111330364	0.0	secG		4854.888615861261	8634.46437325856	33.8619084766434	1325.7373135914895	2190.31819358571	3979.3431366182563	74864.0644590162	74553975.01307133	74830.20255053956	['path:pae02024 : Quorum sensing', 'path:pae03060 : Protein export', 'path:pae03070 : Bacterial secretion system']		4079.202649876248	4376.510651508662	1640.59745284093	2817.74717076471	4487.75552063959	73.6584746656403	33348.6425074563	19153845.48276877	33274.984032790664	['path:pau02024 : Quorum sensing', 'path:pau03060 : Protein export', 'path:pau03070 : Bacterial secretion system']
PA4259	PA14_08890	0.5678398125990546	0.0	rpsS	most stable	4067.3273423918536	4363.698452459329	86.4058700137328	1311.18163902411	2801.0752949564007	5262.011282038445	39046.6070454629	19041864.183995944	38960.20117544917	['path:pae03010 : Ribosome']		4606.807612761573	3842.8496667772174	1839.30689771512	3845.7835437175895	6154.521692695699	91.6759233958745	43504.468803177406	14767493.561449775	43412.79287978153	['path:pau03010 : Ribosome']
PA2226	PA14_58930	0.06204334808300944	5.599600309389097e-06	qsrO	least stable	253.22696191133392	1044.1697942679248	0.0	39.02110517584472	89.75898911066126	180.50540743306632	27221.434697303397	1090290.5592615204	27221.434697303397	[]	['PA2223', 'PA2225', 'PA2221', 'PA2461']	35.111571507187364	60.210393964281856	9.50472317355152	19.13011146652089	33.9852993796747	0.0	664.2228363333979	3625.2915413340297	664.2228363333979	[]	['PA14_59290', 'PA14_59070', 'PA14_59350', 'PA14_59100', 'PA14_59140', 'PA14_59150', 'PA14_59280', 'PA14_59180', 'PA14_59030']
PA0648	PA14_08330	0.3031767170205989	4.0284596219884554e-114			329.3060380612917	654.1113058496172	0.0	58.06570719416229	126.41062609751249	280.50332226306625	7329.01357695044	427861.6004402916	7329.01357695044	[]		540.7176775194954	1474.318074529353	128.870834209361	254.358345756034	520.234417728921	0.0	20089.323933609197	2173613.7848839387	20089.323933609197	[]
PA3219	PA14_22590	0.1471070503402698	2.9127530061910184e-27			82.09592342255105	352.2792322277839	0.0	5.002471025329365	12.479739247021602	33.90590340133773	4474.765111718461	124100.6574589969	4474.765111718461	[]		56.67252014926364	169.2220705035218	7.22423167934265	14.6067809791657	34.1547119336944	0.0	2271.51511098743	28636.1091454989	2271.51511098743	[]
PA3904	PA14_13390	0.446110700740363	5.3485493441117164e-260			330.0096413149587	810.4673434383266	0.0	66.00228604500943	191.3941374118115	370.0680090412049	18246.76097280229	656857.3147799782	18246.76097280229	[]		275.31108731061386	271.2429316898643	88.8406273433001	188.812438208525	365.62295754419296	0.0	1489.0589563958704	73572.72799171237	1489.0589563958704	[]
PA3529	PA14_18690	0.5103087395814702	0.0			3654.032310327546	4061.365532244718	216.347825472294	1511.8399043495901	2486.95734586427	4683.320154680072	57863.717729998796	16494689.98650542	57647.3699045265	[]		3723.1191239568434	4020.923163874502	1899.77275334764	3133.57541357643	4125.49620992355	476.636602029264	68108.33538888009	16167823.089782534	67631.69878685081	[]
PA3817	PA14_14690	0.4657404716938094	2.942669027517332e-286			399.7527514704047	200.7885555026126	56.7523347113315	260.33828948196003	354.11922494144545	501.3970811078628	1500.9098234137198	40316.044020825735	1444.1574887023887	[]		446.5193823560627	270.85304241721457	279.415555196206	378.0406682105569	504.92513588891	35.379904131160394	1870.7206274032	73361.37058666143	1835.3407232720401	[]
PA2763	PA14_28370	0.2049043443081918	8.363549476702013e-52			19.59882065172179	25.98384265209221	0.0	5.179895981743941	11.743034072119801	23.023674352984052	279.942153800289	675.1600789686868	279.942153800289	[]		31.239246301109905	38.19746665787485	7.770977157198629	16.0970107223913	40.298567555458796	0.0	220.837758214714	1459.0464590794613	220.837758214714	[]
PA3023	PA14_24970	0.4491950733170457	5.192795324801252e-264			281.57362990002565	282.1649770236524	0.0	80.2389269285575	180.02143845948794	404.28309291782233	1963.331138463	79617.07425875826	1963.331138463	[]		279.7782098366497	447.60213670181145	75.5814781015832	214.13238662661598	368.1397990530929	0.0	8228.8550383926	200347.67278002712	8228.8550383926	[]
PA4737	PA14_62670	0.23440632720106264	1.1204566369732082e-67			131.47198799261926	152.08727717120914	0.0	47.29734749490297	85.99746541764947	163.04314407007726	2076.04497710315	23130.539877352192	2076.04497710315	[]		123.04738535251869	121.15542689921776	51.8310918230167	89.66512104459959	151.197311101448	0.0	1051.35248647768	14678.637467131697	1051.35248647768	[]
PA1606	PA14_43730	0.23644009986524456	7.388864954306189e-69			77.7304712267768	159.61271485837798	0.0	13.337006270823949	29.04039898019425	68.00681353557084	1536.55709785564	25476.21874446188	1536.55709785564	[]		54.65663995426682	98.55713098222178	11.7362621622356	25.3615754165889	48.996719940548296	0.0	762.253392948802	9713.508067446814	762.253392948802	[]
PA3757	PA14_15830	0.2327897714961324	9.547785868870903e-67	nagR		110.88089587176843	139.00183647681772	0.0	28.354080246353675	49.64339968486181	135.062616304151	1134.2954823989098	19321.51054392797	1134.2954823989098	[]		80.42287165352333	112.48561129791159	29.225194981142	47.376850960990296	75.5488973921273	0.0	1254.3044407255	12653.01274906486	1254.3044407255	[]
PA1179	PA14_49180	0.375576471089617	8.230422069291334e-179	phoP		1535.8417320367214	4002.134790330077	15.781479914660899	272.24842832275453	635.1264750532215	1386.2028603021274	41096.4777048995	16017082.879970364	41080.69622498485	['path:pae02020 : Two-component system']		2585.969775020487	10631.063770635668	257.03042793363096	605.186427488786	1240.64158965965	14.353966536537301	108911.465332448	113019516.89532228	108897.11136591146	['path:pau02020 : Two-component system']
PA3965	PA14_12570	0.18087622444574786	1.4338197532568601e-40			183.27630968087792	171.95605833494358	0.0	90.54133957806536	141.5007290241775	217.99461604781976	2384.0549377777497	29568.885998090496	2384.0549377777497	[]		136.76806112109207	102.27382708375151	73.22924861329129	105.75733078305299	161.28438917283	0.0	741.660881102462	10459.935706357102	741.660881102462	[]
PA2210	PA14_36120	0.19009783657498866	1.0506345815297344e-44			71.3156490633796	121.69152239772062	0.0	12.3356124958337	24.9557856798708	63.502574145287454	787.583805849022	14808.826623474939	787.583805849022	[]		42.17702475326795	77.0836020770126	10.4285801003313	18.377487335890105	34.5577963440923	0.0	574.431886036733	5941.881709167225	574.431886036733	[]
