PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	comparison	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression
PA2313	PA14_34720	0.5411445662008626	0.0				95.7198979053223	203.09241168673134	0.23878860549610997	17.889486319009	46.8385432192778	101.07982134079201	3106.8837465702004	41246.52768473277	3106.644957964704
PA5050	PA14_66720	0.7246725257828956	0.0	priA			233.35236061410993	115.58572615035752	24.5868165074611	151.438431890574	223.726927462992	294.744759455492	1193.88964357133	13360.060089705441	1169.3028270638688
PA1854	PA14_40540	0.6368181782890476	0.0				72.85619464694997	163.26801889479802	0.770311806520402	15.1076968481227	46.7261157619956	82.3949671407142	2202.3795984025896	26656.445993832123	2201.609286596069
PA1255	PA14_47970	0.8128688225688985	0.0	lhpK		least stable in SPELL	40.82324459851075	75.55269750433801	0.665395593112025	10.6224638168526	19.0150404673951	45.5882949193856	1149.19218452945	5708.210100182004	1148.526788936338
PA0979	PA14_51620	0.5332798426569979	0.0			least stable in SPELL	76.66608194429355	140.326262146888	0.33623849558698804	20.105317783920697	39.0399836026805	71.7812228622888	1381.04569377038	19691.459848117134	1380.709455274793
PA4905	PA14_64810	0.7999952474326336	0.0	vanB			38.40065610328746	78.08376802736835	0.692848612027999	11.931413625058598	21.918998944145198	42.9592029745778	2004.52577276483	6097.074829351872	2003.832924152802
PA4910	PA14_64870	0.7364003152845036	0.0				76.6503622789866	123.59489167752534	0.770311806520402	23.3931268093156	43.0599081328722	93.4266326860787	1621.7727703659698	15275.697248779223	1621.0024585594495
PA1543	PA14_44500	0.6177186961481246	0.0	apt			218.55504785849956	291.6436647677285	12.3266758327619	87.9437468080843	147.216305068825	241.08702156743198	2870.6723595088897	85056.02719915121	2858.345683676128
PA1294	PA14_47460	0.17025246481127285	4.482928977766116e-36	rnd	least stable	least stable in counts	276.42657410970577	143.0562273658629	35.21016642010571	177.325109558852	249.581756461328	333.193948671282	1386.3883913471698	20465.08418815346	1351.178224927064
PA3268	PA14_21730	0.8245797266529096	0.0		most stable	most stable in counts	309.6042468654872	463.64914433783815	20.5176849296172	103.048486302516	176.458283509463	313.450930637354	4583.9293215043	214970.52904520946	4563.411636574682
PA2614	PA14_30310	0.7734265165867112	0.0	lolA		most stable in SPELL	553.6702028473785	471.29777184117086	43.717759388744796	276.757907466583	447.210891876029	691.806150741672	5855.07782276678	222121.58974245234	5811.360063378035
PA3135	PA14_23540	0.5661047630397114	0.0				111.90154070926266	56.79839509482455	9.510881014950538	78.1317057050877	99.1746853590711	128.694821626724	501.969695815092	3226.0576853477896	492.45881480014145
PA1947	PA14_39330	0.6237877711298375	0.0	rbsA			312.34935832097807	380.5895484416975	0.209768480626356	107.16304340073098	191.96765289759102	381.118755091809	3768.8286668715996	144848.4043830552	3768.6188983909733
PA5550	PA14_73190	0.754532150616508	0.0	glmR			179.47349942974907	179.04754886899744	14.4200618555252	90.2686680180612	127.617336289354	202.120204794571	1952.1457459085	32058.024755996026	1937.7256840529749
PA0345	PA14_04520	0.6442520230496399	0.0				139.5365843361404	92.97469430004259	3.0812472260816097	72.04934594901042	120.311634024053	187.339634102286	771.0082854012669	8644.293780186372	767.9270381751853
PA4611	PA14_61010	0.6069270082994627	0.0				2192.9600935200383	6794.231735005196	10.6463294897924	452.712285572233	1012.8783694646199	2319.8067047899303	155393.428285051	46161584.868951716	155382.7819555612
PA3912	PA14_13300	0.2775599999966829	3.239893313829216e-95				175.04168451401762	294.35750785526875	1.72447402445587	31.08532850771989	76.7930748832837	176.951500743607	4745.83354369452	86646.3424307646	4744.109069670064
PA2137	PA14_36920	0.6939378274786899	0.0				45.24237744811181	111.89405389937095	0.209768480626356	8.44423427898651	20.1326236668757	45.010080729999295	2278.52278696658	12520.27929803533	2278.3130184859538
PA4278	PA14_08640	0.5417975590406728	0.0				219.97534105706418	164.80409078627204	1.6620302137024399	111.629372072549	161.808539212618	261.510047244333	1087.16354439533	27160.388339889796	1085.5015141816277
PA4320	PA14_56130	0.8216401281056096	0.0			most stable in SPELL	488.8284043886345	929.6859474168041	36.82642968818121	187.67595473104402	285.381587563239	483.02937091666604	19957.9497728582	864315.9608242806	19921.123343170017
PA4388	PA14_57040	0.2663825468785863	1.4181718981840046e-87				183.78461538154298	134.82721414274423	20.846805831423897	115.33069430329999	153.773290863471	220.296614406615	2049.0382875538103	18178.377673493407	2028.1914817223865
PA5319	PA14_70230	0.6503764138501282	0.0	radC			181.4802072729725	106.44299182062686	4.7937196843693295	113.106116120341	162.543504548181	237.86702407392102	1039.15063871913	11330.110507726036	1034.3569190347607
PA4695	PA14_62150	0.7661410804454442	0.0	ilvH			675.6547766313373	904.5945661441954	27.72246728059	219.841506779886	435.748024813665	806.9084969394452	11441.1407812798	818291.3290976051	11413.418313999211
PA3046	PA14_24700	0.16094645185487327	2.266067715961851e-32		least stable	least stable in counts	489.2875912349609	2971.977787435254	14.9457933081115	101.946295547067	228.33404873677003	454.130223386911	80109.723061372	8832651.969008548	80094.77726806389
PA2385	PA14_33820	0.7236964584023013	0.0	pvdQ			381.47233352417874	844.8398508215356	1.55967391509565	22.4082614152122	74.41958138169959	277.026279306586	7138.286530341221	713754.3735361545	7136.726856426125
PA3716	PA14_16330	0.8624778458645527	0.0		most stable	most stable in counts	776.6322671188847	662.0675392629814	50.6108146537765	330.32196537085497	553.763170470309	982.278072357812	4854.45325930752	438333.42654573946	4803.842444653744
PA3897	PA14_13490	0.2936568960024885	7.261941644148121e-107			least stable in SPELL	54.1810450396604	61.25098236366211	2.0387320498093997	24.0164486496701	40.095256109606	65.5223485778026	799.1658891387401	3751.682840513647	797.1271570889307
PA5179	PA14_68420	0.4843023618248566	1.013854525984e-312				102.533670838096	53.59783595961755	3.0036296187176696	69.9939193928566	94.7082203320017	125.939498289753	880.1949946554698	2872.728019554072	877.1913650367521
PA5270	PA14_69590	0.6745066669499171	0.0				272.43710303244364	231.47085559681568	47.05599349045379	158.000970774091	215.460260861893	308.666692153022	3097.80490297437	53578.7569907219	3050.7489094839166
PA2241	PA14_35620	-0.020299735704048576	0.1376856407770998	pslK	least stable	least stable in counts	135.84536768356924	115.42089839590025	0.156487119864013	62.6860713125455	108.29888082874099	170.837897841183	896.771338293234	13321.98378651673	896.61485117337
PA5461	PA14_72070	0.4860343028500558	2.834219055e-315				698.6981655762323	540.890134898797	21.63677201027	294.72989610429903	562.017775680791	953.426594618945	4434.44191161276	292562.1380308388	4412.80513960249
PA1143	PA14_49620	0.8782203694788544	0.0		most stable	most stable in counts	20.233391114669562	27.741134671657534	0.632662561431087	5.92079552594877	9.80318645013241	19.8454129452965	187.50701345612492	769.5705528710397	186.87435089469383
PA1148	PA14_49560	0.6062502026916622	0.0	toxA			106.31457447032807	327.16451738302897	2.15597142084937	26.472495496803603	43.4975575551469	89.7252495003532	6067.8910135972	107036.62143447026	6065.73504217635
PA1886	PA14_40120	0.4440431091844211	2.4836522881721352e-257	polB			396.1003136329538	737.1053429883218	0.209768480626356	172.85546462329395	236.46938165980703	363.31797487111	7110.179142886	543324.2866619315	7109.969374405373
PA0985	PA14_59220	0.5218989705710385	0.0	pyoS5			769.4080660767225	1761.8130417063874	0.0576251826115012	120.89662390196999	259.300205375719	683.623704254876	36068.047668281004	3103985.1939267125	36067.99004309839
PA0692	PA14_55380	0.7096515871943575	0.0	pdtB			54.737921824229296	169.16633570732606	0.14020680308678699	10.0503347931235	17.7511123744905	36.5651897809363	4483.97255378995	28617.24913664374	4483.832346986864
PA5135	PA14_67820	0.7420465055138691	0.0				134.03498406952642	133.13821131988766	1.72447402445587	68.8624982225371	112.822013197278	167.18547905920602	2427.9549162953	17725.783313459062	2426.230442270844
PA3258	PA14_21870	0.7100370048452342	0.0				154.13211102529365	146.17288762572056	6.04042299464963	66.11883821498711	125.144270180166	199.09840655805303	1515.94769544023	21366.513076841533	1509.9072724455805
PA0752	PA14_54570	0.35871371413430675	3.5773534543694837e-162				122.86851882374961	180.1776871705841	0.770311806520402	41.267390006083495	75.7973767970824	148.473297377914	3376.5041270830297	32463.99895414087	3375.733815276509
PA1529	PA14_44660	0.6845058983254138	0.0	lig			627.7747338703848	311.75248105261653	25.305407326888197	423.358746904764	557.196245339085	736.952377334565	2486.20634184237	97189.60944246202	2460.900934515482
PA3816	PA14_14700	0.7481801429750708	0.0	cysE			416.6328000530905	288.92760940289054	46.95301399501739	228.08793699165	351.979049895417	495.46219288224404	1855.3599088752399	83479.16347526928	1808.4068948802224
PA1664	PA14_42960	0.5890191436145447	0.0	orfX			15.111233924997567	18.719620230235538	0.325642867643589	3.81881446081994	9.05443206469867	19.553159796617	204.214706388472	350.4241815642436	203.88906352082842
PA3691	PA14_16640	0.7333175445931264	0.0			most stable in SPELL	1816.9396670973085	2759.1102847727184	4.181833612350911	254.467232190194	760.419508843273	2246.36073781536	19537.4912729943	7612689.563538591	19533.30943938195
PA0051	PA14_00640	0.6502162460801489	0.0	phzH			139.06193797671202	230.50519007486733	1.9021762029901101	27.3039644469267	64.3096195386958	171.230559404135	3055.92204334373	53132.64265145072	3054.0198671407397
PA2926	PA14_26210	0.8621197519972199	0.0	hisP	most stable	most stable in counts	29.33320776701282	38.077860184505774	0.692848612027999	8.99701873731608	16.8425011814783	28.7280347815858	287.501781122947	1449.92343623077	286.808932510919
PA1005	PA14_51320	0.5770170759445437	0.0				533.5633135800215	310.9917991260883	81.9666957353643	346.306292096558	467.845798324314	633.6141905821411	2643.31554935974	96715.89912368127	2561.348853624376
PA0937	PA14_52140	0.7743299854899569	0.0				465.2973815970855	353.2791648012903	34.9412612668667	232.816189646424	355.066836108332	598.319280513779	2283.85438422423	124806.16828269721	2248.9131229573636
PA1052	PA14_50760	0.42767406516916784	7.36053645272336e-237				120.14410951815849	144.73166293366535	0.692848612027999	42.07860389812821	82.7719352900677	144.208671937943	1589.8864477622305	20947.25425554412	1589.1935991502025
PA3951	PA14_12750	0.5515360219673348	0.0				144.77737369756744	125.67884961451814	15.6816726776904	79.7298604762644	110.97350895611099	164.276633690313	1537.2076230656	15795.173240428667	1521.5259503879097
PA4564	PA14_60410	0.716258684449576	0.0				280.0439891825304	204.89690173139928	0.753019791447303	147.054427584308	242.396337124159	356.23142957258796	1606.0636754610098	41982.74033912669	1605.3106556695625
PA1955	PA14_39230	0.8330907934251396	0.0	fapB	most stable	most stable in counts	17.5059554642516	28.829713261040112	0.19054935766696396	3.91605527553599	9.381768239589901	19.825461621562106	380.175366018102	831.152366713792	379.98481666043506
PA1353	PA14_46780	0.7263718153452461	0.0				70.58417813231118	113.15333992182246	1.28288035885686	21.4360967404703	46.3349967550511	79.2084939951234	1502.6192656707199	12803.6783354635	1501.336385311863
PA0656	PA14_08420	0.6893929946590962	0.0				196.59560481856167	238.45100715058416	8.64171381797385	62.8694127713889	106.74996242677099	229.21814487751598	1756.7187520045902	56858.882811127936	1748.0770381866164
PA5494	PA14_72500	0.5231806536444447	0.0				1238.2213956072464	2437.6781674676295	43.717759388744796	323.384056608884	625.183779946236	1260.91968449004	36620.0907120349	5942274.84814834	36576.372952646154
PA3480	PA14_19090	0.8001961082287863	0.0				540.5459438883086	549.2727945701924	24.41783763303	208.817845102175	402.277844260041	654.701457649609	6701.19728202255	301700.60285494884	6676.77944438952
PA0368	PA14_04840	0.5924434119927533	0.0				134.71087206311302	67.37850007749208	9.143727782986133	95.649596441881	126.52703663444099	162.58394507928003	825.901427691695	4539.8622726926	816.7576999087088
PA3642	PA14_17230	0.8673541335733493	0.0	rnhB	most stable	most stable in counts	172.46455336651965	162.5412529302736	6.92126042827865	71.5505361876949	112.580077745424	217.140990204702	1282.8803588568599	26419.658904143176	1275.9590984285812
PA4316	PA14_56080	0.7305832475288769	0.0	sbcB			442.3090479293389	245.26232886617188	90.72749267010971	301.12712066236196	396.97915733745003	515.144457857056	3032.97247862224	60153.60996085825	2942.2449859521303
PA1673	PA14_42860	0.6541357355688013	0.0			most stable in SPELL	1829.5151080869196	3055.144524458984	12.281891809693699	248.847270748151	886.2238415405859	2267.65909008667	41137.0125888196	9333908.065331712	41124.7306970099
PA2442	PA14_33040	0.7588339534716393	0.0	gcvT2			299.17262050465365	361.8437988475598	0.770311806520402	99.8080467211863	176.539067709411	334.347790067861	3655.01101530241	130930.93476443333	3654.2407034958896
PA1957	PA14_39210	0.5025508527485667	0.0				30.634760730296875	18.202533341184644	0.209768480626356	16.7994443817628	27.6307508240988	42.013902510585105	124.287173589756	331.3322200369386	124.07740510912964
PA5250	PA14_69320	0.7752917686176914	0.0				361.2620812598743	272.47152830072577	32.0374738538578	191.856842802843	281.695669520904	425.348483827341	2321.14763640087	74240.7337345332	2289.1101625470124
PA1017	PA14_51170	0.6498614976433208	0.0	pauA			94.46034722700962	75.87272465531544	2.42708874319994	45.449156117425495	70.4188332948252	108.67236404629601	494.565812777428	5756.670346621311	492.13872403422806
PA5081	PA14_67120	0.08379884897639024	8.348782228974492e-10		least stable	least stable in counts	59.95676399431567	92.51279319718788	0.692848612027999	28.0082321990807	41.0111927632544	56.9264543307154	1556.94981790085	8558.61690514565	1556.256969288822
PA3831	PA14_14470	0.8271833869351449	0.0	pepA	most stable	most stable in counts	1049.6661629686382	558.7362342892343	96.7291831636429	652.71545592778	1023.65455700658	1397.35841539043	3619.8291117592894	312186.1795077141	3523.0999285956464
PA3687	PA14_16690	0.7740325610424675	0.0	ppc		most stable in SPELL	680.6159528272796	558.1225256771277	18.021777712306	390.309957285625	555.180610420842	846.9955290950038	8823.29613249395	311500.75366821606	8805.274354781644
PA3949	PA14_12770	0.8263317733312963	0.0		most stable	most stable in counts	181.21423401424005	103.22516651298889	6.89789609782349	113.89253169125799	164.884747761361	223.868125125257	999.1554483958928	10655.435001634283	992.2575522980693
PA2786	PA14_28070	0.5653744742674676	0.0				46.489484458825814	92.45191859421408	0.903878411959282	10.762215742185301	20.4243149680912	46.8965075578881	1335.75998288542	8547.357251751188	1334.8561044734606
PA1032	PA14_50980	0.5756804189063239	0.0	quiP			544.7205235412873	376.5891367141445	154.191472285141	402.331130541146	495.731211946424	615.110810039826	10167.1955499427	141819.3778911046	10013.004077657559
PA3165	PA14_23290	0.7624477636932346	0.0	hisC2			538.1716326383031	552.2261767843962	25.305407326888197	243.296638542371	418.47735396061205	725.3161743316879	10744.40268296	304953.7503259112	10719.097275633112
PA2787	PA14_28060	0.8124908334772176	0.0	cpg2			168.8915928571327	184.105722362394	1.72987357957644	49.341764496006	100.629139444893	215.70621493964904	1161.39482151073	33894.9170065789	1159.6649479311536
PA4228	PA14_09240	0.6366677489216265	0.0	pchD			1564.0181044522217	4061.8785768094385	2.15597142084937	50.4652548004863	205.78623289190602	672.345309078766	34037.2039566907	16498857.57274347	34035.04798526985
PA0432	PA14_05620	0.7479866717386155	0.0	sahH			2740.39689980631	2426.089139899954	118.084976849123	1029.7844664474499	2130.83183582684	3721.80009827173	33707.045174266605	5885908.514740498	33588.96019741748
PA4084	PA14_11080	0.8053842992214827	0.0	cupB3			134.53316408418615	190.3708404427791	0.770311806520402	27.3268157416783	59.9880913265822	173.913831121668	1529.60845969236	36241.05689089006	1528.8381478858396
PA3222	PA14_22560	0.4837445954176632	6.686655307454e-312				107.56315637169853	112.66824974306661	0.692848612027999	45.094881977015895	70.8691409936453	125.685152169438	938.277083508449	12694.13450016603	937.584234896421
PA1996	PA14_38700	0.4574154791983084	6.54638376913045e-275	ppiC1			46.84325248481713	36.97537472018256	0.209768480626356	26.776339566040807	38.8870490598372	56.5104403576153	324.85507836526796	1367.1783356979154	324.6453098846416
PA2117	PA14_37200	0.2121893171709001	1.6553803272755974e-55				212.8183134402509	338.65273800655183	0.209768480626356	71.262142387947	104.92838317000299	174.70227280236801	3112.33319344641	114685.67695933423	3112.1234249657837
PA2761	PA14_28390	0.3340330157756487	1.4030363357326943e-139				97.92224897126965	125.55023022418142	1.6350536314923998	33.0044835231088	66.5002588472985	122.34024536554199	1517.93660998611	15762.860309344958	1516.3015563546176
PA2711	PA14_29090	0.7243843822809088	0.0				111.58914656199516	118.39475162326325	5.11774142897508	46.673248507938006	76.13495599821091	132.894167125969	1798.75272011435	14017.317211934194	1793.634978685375
PA3101	PA14_24020	0.6830500965479843	0.0	xcpT			347.45966548726096	276.0372510545682	6.1940085974977395	157.183336918506	266.017512828337	464.219752215277	2308.44902532903	76196.5639697627	2302.255016731532
PA2843	PA14_27330	0.5709780701659183	0.0				249.9855733572865	272.4210885586521	35.9100434769822	156.385944896047	204.54527743384998	258.569359166303	3952.3948110291203	74213.24949148098	3916.4847675521382
PA5471	PA14_72210	0.6560310925502291	0.0	armZ			313.6714121834543	601.2077967124571	22.20059735200011	113.03053425336	168.376249371759	261.435662659024	6150.21473043771	361450.8148278472	6128.0141330857105
PA2762	PA14_28380	0.39461013494024494	8.069127974132803e-199				58.07878659053334	106.20074557374492	3.79878926602988	22.564337010729105	34.5363934899268	56.3812199319917	1805.57576987958	11278.598360419302	1801.7769806135502
PA0437	PA14_05690	0.6068262881269461	0.0	codA			197.8826031126641	112.93974527336648	33.7196783812554	121.954225912162	177.663091202066	235.768896648671	1132.77866641128	12755.386062412907	1099.0589880300247
PA4393	PA14_57100	0.7121445672833717	0.0	ampG			352.88204486103854	363.9014769303394	23.7458950124789	176.849891630458	250.926351268901	373.37224183063796	4673.2520612529	132424.28491208234	4649.5061662404205
PA0506	PA14_06600	0.5927386403093731	0.0				2108.788580559004	2602.486886175596	139.607832119882	552.637151251424	1159.6228173664501	2503.49935384215	21788.5272349739	6772937.992715948	21648.919402854015
PA0552	PA14_07190	0.6983444583653531	0.0	pgk			982.5796266031927	1504.0209074189033	88.30646923470293	373.729615679689	664.675980521699	1107.95686887411	14884.9735694415	2262078.8899531816	14796.667100206796
PA4345	PA14_56510	0.6704825161903526	0.0				237.40857267840954	214.0640660734788	8.98016251199801	98.0632226158272	168.027836276077	298.141779026837	1605.66223164491	45823.4243839107	1596.682069132912
PA3342	PA14_20840	0.6709217161283386	0.0				190.25693744678745	150.60362892543978	13.4975724889013	96.27162084855671	147.093657286251	239.78107860467705	1243.4222211805802	22681.45304551156	1229.9246486916788
PA2990	PA14_25400	0.6056187546626062	0.0				341.21305189025935	200.3788994272619	53.8527509977997	199.77853558413997	315.599312316416	417.759060304356	2022.2192959908402	40151.70333568074	1968.3665449930406
PA4769	PA14_63070	0.21555296666836127	2.894008217293189e-57				288.9854816955476	192.9967895357699	11.634211495917098	189.88146697079893	244.06290077131302	342.301143023863	2237.70406594466	37247.760771114255	2226.069854448743
PA0373	PA14_04900	0.8311128249534403	0.0	ftsY	most stable	most stable in counts	942.6077432880865	732.5054106568546	75.9547883038314	485.114843552502	759.195432731085	1168.63178933506	6633.34754266305	536564.1766415671	6557.392754359219
PA4904	PA14_64800	0.7657678001340072	0.0	vanA			55.310987817427936	137.12047435439956	1.9021762029901101	16.1474655498271	29.428085852249602	64.5898621993084	4110.75490063339	18802.02448717555	4108.8527244304005
PA4569	PA14_60470	0.8161988690386756	0.0	ispB			704.1176979370078	719.8863063290745	69.68317097527739	308.14360862086005	480.630862988395	845.790452503354	6145.42619989635	518236.2940401181	6075.743028921072
PA5021	PA14_66380	0.7971597173838679	0.0				249.2154446876857	156.83172295010874	5.402100706113192	140.089741976732	221.08973216843998	311.873038092174	1423.9465692597305	24596.189323499664	1418.5444685536172
PA1732	PA14_42140	0.8132181606186902	0.0				181.66673862943773	288.8717832244785	0.958743936873866	38.188144608199394	94.7998465145141	195.109011751858	3648.65061955359	83446.90714329011	3647.691875616716
PA2861	PA14_27110	0.8534038337182044	0.0	ligT	most stable	most stable in counts	27.062583216432916	22.522419330522816	0.665395593112025	11.5435430698853	19.1326268751345	35.253427403470894	129.552301812498	507.2593724999078	128.88690621938596
PA0016	PA14_00170	0.8263322936572614	0.0	trkA	most stable	most stable in counts	433.92998521815355	308.8073795494024	119.290001886315	261.80562484438997	353.327429747988	505.066929850733	3837.09515334086	95361.99766416868	3717.805151454545
PA1603	PA14_43770	0.3006726776126874	3.471033763600118e-112				71.85710609956129	60.8276026051293	2.8392586340193904	38.0988657624422	58.38319923045071	82.64292563936091	547.0831289922	3699.997238687533	544.2438703581806
PA3896	PA14_13500	0.0579192526642595	2.2491756852660634e-05		least stable	least stable in counts	144.25683147113233	73.71679834402914	10.5621298102991	100.577500673087	137.511465027138	173.499023835757	942.0913393744521	5434.166358094258	931.529209564153
PA1571	PA14_44170	0.32267776895022704	7.364258036416813e-130				378.2604741868426	1089.3129785408712	8.18332807516385	90.1183956068883	191.270767900991	360.707249138472	20085.9911690761	1186602.7652175846	20077.807841000937
PA4473	PA14_58060	0.396754139163116	3.704999006495693e-201				357.7593671750573	294.4296970627001	13.569082864273698	177.637475692254	305.94991843033404	417.897265247309	3215.9530253138896	86688.84651243335	3202.383942449616
PA0993	PA14_51460	0.6807002506467652	0.0	cupC2			49.51464465846831	184.27276787278097	0.692848612027999	5.76417881578734	10.9649952530337	30.9244495237028	3368.7924498169	33956.45297949582	3368.099601204872
PA0612	PA14_07970	0.4908755611035171	1.73e-322	ptrB			132.6995819812107	653.3003251748502	0.692848612027999	17.027783523359197	33.6124138264775	86.01362184093719	15483.8325215766	426801.314873565	15483.139672964571
PA2165	PA14_36570	0.6988422179340009	0.0			most stable in SPELL	203.17413851925974	427.92873402869	0.209768480626356	31.7512888817072	88.8628118402457	209.40672920587897	6197.25175087543	183123.00140739727	6197.041982394803
PA3663	PA14_16980	0.4491649661272993	5.685543161512653e-264				122.75198472302749	108.475760390122	4.0375138671011	62.085384823014095	93.5731304096276	156.598135763346	1370.38133771407	11766.990592215163	1366.343823846969
PA1216	PA14_48590	0.4411762634287191	1.1544720460119636e-253				147.5264605228735	404.071471040295	0.665395593112025	17.5827164233086	36.063818133504206	135.08605044497102	6876.96423345078	163273.75370866797	6876.298837857667
PA1092	PA14_50290	0.5892286559617497	0.0	fliC			21983.792998456265	29695.380614384867	0.33623849558698804	5265.0469695886495	14003.8701063221	28263.736075999102	334753.259195074	881815629.8331846	334752.9229565784
PA0404	PA14_05280	0.6049631007181545	0.0				113.50245867337273	101.39603500813895	3.8349757474954598	69.4227713262055	98.15033789175699	127.306892857683	2324.40750738901	10281.15591537174	2320.5725316415146
PA4240	PA14_09090	0.8314633333692132	0.0	rpsK	most stable	most stable in both	2969.1818343125788	3406.6078014877876	40.0421131602743	641.035204156197	1989.53558389404	3826.30493997573	28351.9999966022	11604976.713157458	28311.957883441926
PA1325	PA14_47110	0.3486939771135853	9.393088292221826e-153				57.844089068122564	89.78744305217474	0.665395593112025	23.858000377262893	38.319780763597	58.2953250158041	1295.89192778435	8061.784929847521	1295.226532191238
PA3920	PA14_13170	0.5061415194024257	0.0				1144.812771042939	4575.523483469927	0.770311806520402	88.4157436790256	179.54449801729197	488.375162928662	89227.21250859539	20935415.147784773	89226.44219678886
PA2435	PA14_33130	0.4832402339429068	3.6702418441977e-311				264.4289936386378	274.4049126084552	2.56576071771372	107.420874299429	185.91616258802105	301.779604624003	2789.294596287249	75298.05606365394	2786.7288355695355
PA1349	PA14_46830	0.8570060291354095	0.0		most stable	most stable in counts	34.5024064592477	44.62846191017486	0.5171387183326049	8.56764544517827	19.943976017126	45.37285177058271	429.15290394697604	1991.6996124679285	428.63576522864344
PA1574	PA14_44140	0.5978201076032849	0.0				186.0551547336159	253.35959637040727	0.316331280715544	47.7851897366663	110.983188757857	240.73903947647202	3874.461363270561	64191.08507297569	3874.1450319898454
PA1968	PA14_39080	0.3346691360922077	3.892117802544638e-140				85.40796875828981	126.46887074651823	0.209768480626356	29.9539647217561	46.908365727260104	84.432304611191	2067.12159128071	15994.375267899535	2066.911822800084
PA2250	PA14_35490	0.7046297219247479	0.0	lpdV			2079.4171286836195	3456.8222703611536	0.11679649230703501	247.54995270424197	949.750646835195	2599.50910443945	50861.3912248992	11949620.208864842	50861.27442840689
PA0446	PA14_05820	0.3035111829648863	2.2140215653637174e-114			least stable in SPELL	422.63764292572677	493.5648514081818	11.463497859194801	143.563004855177	273.29893633407903	504.078078291512	5007.96836524242	243606.2625455806	4996.504867383225
PA0215	PA14_02630	0.3238383932245994	7.810439886345453e-131				126.10387371868114	445.4826404226753	1.3856972240560002	22.7512195569001	40.7397848560179	73.14028794640491	7249.02383175144	198454.7829179586	7247.638134527385
PA1841	PA14_40700	0.5552465302000696	0.0				120.31372551236285	90.66479953095936	7.59757853205976	65.7580206735152	102.78974599949301	159.849578889746	1910.52957442758	8220.105873989049	1902.9319958955202
PA4323	PA14_56170	0.5116840675692782	0.0				323.2441810257081	258.6412139093753	20.8322703121373	164.947627200782	255.104741926687	427.381718021682	4252.1069494310605	66895.27753251525	4231.274679118923
PA5311	PA14_70120	0.7063512301995647	0.0				80.63318048624036	55.28532716519068	0.770311806520402	43.6077017826403	67.9123888109758	102.60809551176001	601.130785978133	3056.4673997621703	600.3604741716125
PA0705	PA14_55180	0.7135080796492733	0.0	migA			346.6210053096903	284.7542992580565	0.14020680308678699	183.30757624574292	296.764251571194	445.142232357535	4549.69650324614	81085.0109459468	4549.556296443054
PA3069	PA14_24440	0.2182403586321276	1.0858613103395413e-58				96.20773441733313	62.970062729863294	5.7680247422100805	55.0159412627245	81.40193611425859	120.281177730518	478.456846241408	3965.228800202918	472.68882149919796
PA0719	PA14_48980	0.4128259239900937	3.033598568435782e-219			least stable in SPELL	818.1389766756844	5951.547462315687	0.149098425129763	15.992495830736198	30.113322370226	53.86506521547339	90445.13267225632	35420917.196196295	90444.9835738312
PA2193	PA14_36330	0.4871802068668472	5.6862687e-317	hcnA			106.29627889713409	185.83056561249802	0.209768480626356	14.682320916392	47.6970517654887	126.187830187004	2414.95035441203	34532.999115860934	2414.7405859314035
PA5514	PA14_72760	0.1727131392693886	4.3236046585772626e-37		least stable	least stable in counts	85.94391977092963	58.926502828525	0.770311806520402	47.72327439419779	68.84148201348721	106.74658928325701	480.54738193998804	3472.332735600165	479.77707013346765
PA0192	PA14_02410	0.6966798233570057	0.0				88.68770279893724	128.06371107133376	0.753019791447303	19.5665938032351	37.529038846366795	85.0842630958616	1226.45977368806	16400.314093362053	1225.7067538966128
PA4250	PA14_08980	0.7903468443300729	0.0	rpsN			2863.3960234123133	3586.07224184981	27.9486533261836	544.331072932007	1626.0323125400698	3833.06767775779	38876.1176270464	12859914.123765722	38848.16897372022
PA1922	PA14_39650	0.5391818385083326	0.0				153.49619788102459	467.893743165807	0.209768480626356	9.54648954990618	18.2307129599848	60.76504214602939	5175.08146181394	218924.55489371016	5174.8716933333135
PA3340	PA14_20860	0.78360162630763	0.0				469.66636429993605	376.620376286107	23.240637186053	239.49564615231003	347.185629658431	577.935063784199	3405.81385626257	141842.9078338888	3382.573219076517
PA0741	PA14_54690	0.8098866970556816	0.0				56.681468475452284	44.992776080604806	1.9021762029901101	29.1053094904182	45.50660741154451	73.0505813237695	580.943898854679	2024.349899439444	579.0417226516889
PA3863	PA14_14010	0.4664349238576975	3.2200805833045596e-287	dauA			106.28898182450385	110.75929999597062	2.56576071771372	51.7705913885971	84.49971773152309	128.57624465010798	1616.63624394691	12267.622535597418	1614.0704832291963
PA0392	PA14_05130	0.7064975853895549	0.0			most stable in SPELL	353.72604591726383	336.23304246683216	18.308767454111802	164.874438504221	253.464788853874	397.8808853054	2502.9946008762804	113052.65884650256	2484.685833422169
PA4052	PA14_11450	0.8277145495708479	0.0	nusB	most stable	most stable in counts	375.5884150031792	285.7873189024839	25.305407326888197	166.9332683803	310.97360649298804	484.201807159818	2092.1668665094103	81674.39164547002	2066.861459182522
PA4143	PA14_10340	0.7210095327324407	0.0				178.0625520745951	288.6375900213242	2.8155697309283503	39.8879520342519	83.7192501154545	215.010467605695	3034.24559973122	83311.65837331802	3031.4300300002915
