PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA4653	PA14_61550	0.6447309100197993	0.0	cupE6	most stable
PA5460	PA14_72060	0.7198646410238774	0.0		most stable
PA1587	PA14_43970	0.7222093364792841	0.0	lpd	most stable
PA1449	PA14_45720	0.3065573799150274	9.156679235329966e-117	flhB
PA4422	PA14_57470	0.7859140319170721	0.0		most stable
PA4798	PA14_63380	0.4707806605379052	2.780747346387097e-293
PA4963	PA14_65590	0.6096304261012927	0.0		most stable
PA2711	PA14_29090	0.7243843822809088	0.0		most stable
PA3494	PA14_18890	0.8061536047856384	0.0		most stable
PA4717	PA14_62420	0.5279346115026914	0.0		most stable
PA5342	PA14_70530	0.7640469558721704	0.0		most stable
PA2287	PA14_35010	0.46641329737667825	3.45003622266367e-287
PA0556	PA14_07240	0.4717815699408959	1.0841526175856946e-294
PA5408	PA14_71380	0.5260109214595489	0.0		most stable
PA0310	PA14_04050	0.6056986899469385	0.0		most stable
PA2842	PA14_27350	0.6166176516556835	0.0		most stable
PA2258	PA14_35380	0.24416777774008797	1.8971003997488558e-73	ptxR
PA3062	PA14_24500	0.7984316766602161	0.0	pelC	most stable
PA2243	PA14_35590	0.8718594224915265	0.0	pslM	most stable
PA1005	PA14_51320	0.5770170759445438	0.0		most stable
PA4493	PA14_58300	0.64871128213864	0.0	roxR	most stable
PA2931	PA14_26140	0.589442887709809	0.0	cifR	most stable
PA5478	PA14_72320	0.7785793867851027	0.0		most stable
PA5321	PA14_70260	0.7745172529283436	0.0	dut	most stable
PA2265	PA14_35290	0.2875815036269238	2.2308357408946642e-102
PA2483	PA14_32520	0.6690101427205175	0.0		most stable
PA2001	PA14_38630	0.7212016913261774	0.0	atoB	most stable
PA4326	PA14_56200	0.33190562263895573	9.997111632215613e-138
PA4121	PA14_10650	0.7978465576632284	0.0		most stable
PA5249	PA14_69310	0.29512245349168087	5.7801793537359236e-108
PA3853	PA14_14160	0.6339205266559398	0.0		most stable
PA4345	PA14_56510	0.6704825161903526	0.0		most stable
PA2407	PA14_33560	0.4039828742855635	3.606819247636813e-209	fpvC
PA2123	PA14_37120	0.5820408067398744	0.0		most stable
PA4031	PA14_11690	0.6719393938735342	0.0	ppa	most stable
PA4607	PA14_60960	0.7634167520896858	0.0		most stable
PA0266	PA14_03450	0.639657734875444	0.0	davT	most stable
PA0852	PA14_53250	0.6856526612437329	0.0	cbpD	most stable
PA1344	PA14_46890	0.5961365813533156	0.0		most stable
PA0045	PA14_00570	0.8512233681789573	0.0		most stable
PA5550	PA14_73190	0.7545321506165082	0.0	glmR	most stable
PA2747	PA14_28600	0.6053074202490077	0.0		most stable
PA1986	PA14_38820	0.5587943634040279	0.0	pqqB	most stable
PA1601	PA14_43790	0.5126769723168532	0.0		most stable
PA4175	PA14_09900	0.7718714406163955	0.0	piv	most stable
PA0268	PA14_03480	0.7228785677876106	0.0		most stable
PA1926	PA14_39610	0.8078747695293907	0.0		most stable
PA1855	PA14_40520	0.3437193575333671	3.334720359768547e-148
PA0587	PA14_07660	0.7509718056326022	0.0		most stable
PA4892	PA14_64660	0.6723376437019547	0.0	ureF	most stable
PA4002	PA14_12070	0.8352417149364288	0.0	rodA	most stable
PA2008	PA14_38530	0.6332893274455877	0.0	fahA	most stable
PA4246	PA14_09020	0.880344091287376	0.0	rpsE	most stable
PA2657	PA14_29730	0.1890313954165617	3.24203632885572e-44	carR	least stable
PA0635	PA14_08230	0.4681411705761621	1.3726621218269605e-289
PA3663	PA14_16980	0.4491649661272992	5.685543161512656e-264
PA4948	PA14_65380	0.26972099631152524	8.079968994957406e-90
PA1954	PA14_39240	0.8386686862014782	0.0	fapC	most stable
PA2280	PA14_35080	0.2955440119500113	2.7834705715004997e-108
PA1545	PA14_44480	0.741857271565187	0.0		most stable
PA5083	PA14_67140	-0.011402254706429778	0.4044177702784072	dguB	least stable
PA0683	PA14_55470	0.794885486903619	0.0	hxcY	most stable
PA1252	PA14_48020	0.8500042953384678	0.0	dpkA	most stable
PA2418	PA14_33430	0.7235183580731639	0.0		most stable
PA3318	PA14_21120	0.060233649902430166	1.0419813902855954e-05		least stable
PA1173	PA14_49260	0.7388491117131826	0.0	napB	most stable
PA2538	PA14_31740	0.40972416103591663	1.1237372073352247e-215
PA5117	PA14_67560	0.8661271754895817	0.0	typA	most stable
PA1351	PA14_46810	0.8287990609001719	0.0		most stable
PA2656	PA14_29740	0.2569495793609959	2.0919415778486698e-81	carS
PA1266	PA14_47860	0.8228352773859224	0.0	lhpE	most stable
PA5541	PA14_73070	0.6716397226936957	0.0	pyrQ	most stable
PA0120	PA14_01470	0.3915407375541768	1.674667893919119e-195
PA3124	PA14_23700	0.4701892706691226	1.881525465996976e-292
PA1859	PA14_40440	0.5476533093340964	0.0		most stable
PA1161	PA14_49390	0.7273750449412162	0.0	rrmA	most stable
PA5026	PA14_66450	0.6231990391111585	0.0		most stable
PA1495	PA14_45090	0.697328561252136	0.0		most stable
PA3080	PA14_24310	0.5115610400799832	0.0		most stable
PA0629	PA14_08160	0.40573045148886977	3.892057760640959e-211
PA4557	PA14_60330	0.7946027222721969	0.0	lytB	most stable
PA4157	PA14_10190	0.35495025273523795	1.3541230192488497e-158
PA5479	PA14_72340	0.8306010919391617	0.0	gltP	most stable
PA4708	PA14_62300	0.6494191892669158	0.0	phuT	most stable
PA1251	PA14_48030	0.7426186820445037	0.0		most stable
PA2343	PA14_34350	0.5214247732969801	0.0	mtlY	most stable
PA0386	PA14_05040	0.8500085475846737	0.0		most stable
PA3696	PA14_16590	0.7077178161965454	0.0		most stable
PA5239	PA14_69190	0.7602893910226157	0.0	rho	most stable
PA0177	PA14_02230	0.7651954570128087	0.0		most stable
PA3991	PA14_12170	0.7510385492848545	0.0		most stable
PA2655	PA14_29750	0.27302052974821084	4.54556721906282e-92
PA4730	PA14_62590	0.8206214470669323	0.0	panC	most stable
PA3229	PA14_22420	0.17367066374558104	1.7237204769649897e-37		least stable
PA2506	PA14_32250	0.3058034465248061	3.5834704867869795e-116
PA1079	PA14_50460	0.4881025099761449	2.41973e-318	flgD
PA4712	PA14_62370	0.572445817753267	0.0		most stable
PA1334	PA14_47000	0.5634119971734779	0.0		most stable
PA3774	PA14_15260	0.8847636704478921	0.0		most stable
PA0581	PA14_07580	0.33870728863840055	1.0570495584663591e-143
PA2835	PA14_27430	0.8675972808844374	0.0		most stable
PA0333	PA14_04340	0.19505514418285838	5.106196062984808e-47		least stable
PA1752	PA14_41900	0.5155297888690823	0.0		most stable
PA5168	PA14_68280	0.2264326239240952	3.716603217461318e-63	dctQ
PA1511	PA14_44900	0.7122839422356808	0.0	vgrG2a	most stable
PA2075	PA14_37680	0.517252923561082	0.0		most stable
PA0119	PA14_01460	0.5094292185860987	0.0		most stable
PA0404	PA14_05280	0.6049631007181546	0.0		most stable
PA2896	PA14_26600	0.64103350620206	0.0	sbrI	most stable
PA4254	PA14_08940	0.7997070363226298	0.0	rpsQ	most stable
PA2502	PA14_32300	0.6839455950025719	0.0		most stable
PA4679	PA14_61890	0.5664312575262139	0.0		most stable
PA4233	PA14_09195	0.7728845397246445	0.0		most stable
PA2714	PA14_29050	0.8052819135735362	0.0		most stable
PA0611	PA14_07960	0.6111075872181259	0.0	prtR	most stable
PA4187	PA14_09740	0.8525233334125778	0.0		most stable
PA2457	PA14_20510	0.35583415520874784	1.9754150448664191e-159
PA4478	PA14_58110	0.49168219493152876	1e-323
PA5422	PA14_71570	0.37987246165337646	3.2747158370281446e-183
PA2002	PA14_38610	0.3802108904584928	1.4645260757450212e-183
PA2059	PA14_37870	0.8674139449150057	0.0	sppB	most stable
PA0064	PA14_00760	0.768529504967165	0.0		most stable
PA3459	PA14_19370	0.5816075913045455	0.0		most stable
PA0639	PA14_08270	0.4574469892444522	5.938048236388792e-275
PA0777	PA14_54230	0.44748690825869336	8.767618542067217e-262
PA4066	PA14_11280	0.3756010327937946	7.770576120784268e-179
PA3086	PA14_24240	0.650772129351235	0.0		most stable
PA4810	PA14_63570	0.4053596547239258	1.0197827790491018e-210	fdnI
PA3327	PA14_21020	0.5046474987431322	0.0		most stable
PA1142	PA14_49630	0.4657083732929056	3.2591206212336835e-286
PA4439	PA14_57670	0.6057268545305561	0.0	trpS	most stable
PA0958	PA14_51880	0.6265722912130226	0.0	oprD	most stable
PA3349	PA14_20750	0.5799216720081884	0.0		most stable
PA3621	PA14_17490	0.747389704233848	0.0	fdxA	most stable
PA0467	PA14_06120	0.643473418031482	0.0		most stable
PA2971	PA14_25620	0.787633156407448	0.0		most stable
PA3805	PA14_14850	0.836529310841778	0.0	pilF	most stable
PA1857	PA14_40490	0.32528625581125115	4.6883297907207896e-132
PA1380	PA14_46400	0.4482088805501911	1.0068622577119591e-262
PA2177	PA14_36420	0.7401404160435273	0.0		most stable
PA2838	PA14_27400	0.8390342404703837	0.0		most stable
PA1733	PA14_42130	0.8656492117454059	0.0		most stable
PA5241	PA14_69220	0.8182143920300324	0.0	ppx	most stable
PA2653	PA14_29770	0.7878332770356022	0.0		most stable
PA0605	PA14_07890	0.23341652471332952	4.168538340519118e-67	agtC
PA0618	PA14_08030	0.6503435571980323	0.0		most stable
PA2997	PA14_25320	0.8010903295274381	0.0	nqrC	most stable
PA0901	PA14_52630	0.18559228385904497	1.172247696119768e-42	aruE	least stable
PA3111	PA14_23880	0.736038675643429	0.0	folC	most stable
PA3230	PA14_22410	-0.027741898745788827	0.04247137314659061		least stable
PA3291	PA14_21480	0.605527238847994	0.0	tli1	most stable
PA3995	PA14_12140	0.78047982751309	0.0		most stable
PA1917	PA14_39730	0.8638122167351094	0.0		most stable
PA1516	PA14_44840	0.7484372059736235	0.0		most stable
PA2875	PA14_26910	0.4004642572376249	3.0322328393545447e-205
PA0970	PA14_51740	0.6205968049587787	0.0	tolR	most stable
PA1187	PA14_49080	0.3049769491928579	1.5917953281600767e-115
PA3912	PA14_13300	0.27755999999668296	3.239893313829217e-95
PA4423	PA14_57480	0.7835521602395218	0.0		most stable
PA4759	PA14_62940	0.4243729736424726	7.24788117381338e-233	dapB
PA3811	PA14_14770	0.20569653188097828	3.3607856999024905e-52	hscB
PA1504	PA14_44980	0.7174834484825422	0.0		most stable
PA0685	PA14_55450	0.861818389703914	0.0	hxcQ	most stable
PA2698	PA14_29240	0.45040685300032435	1.3411449024366942e-265
PA3422	PA14_19810	0.8215680461145249	0.0		most stable
PA0406	PA14_05300	0.806685341290921	0.0	tonB3	most stable
PA3415	PA14_19920	0.6889672995267221	0.0		most stable
PA3753	PA14_15870	0.4808998141323164	9.549569798125667e-308
PA2329	PA14_34500	0.7264154331655139	0.0		most stable
PA0315	PA14_04100	0.45575765894877235	1.0921203233164847e-272
PA3864	PA14_14000	0.24815204407456978	7.02548397516414e-76	dauR
PA0329	PA14_04300	0.5084495836270659	0.0		most stable
PA0330	PA14_04310	0.768090725382785	0.0	rpiA	most stable
PA0573	PA14_07440	0.3210389565565253	1.7208792240781833e-128
PA3612	PA14_17590	0.7515071557499838	0.0		most stable
PA3691	PA14_16640	0.7333175445931265	0.0		most stable
PA3882	PA14_13690	0.679606808640624	0.0		most stable
PA5429	PA14_71650	0.7643403906774385	0.0	aspA	most stable
PA1619	PA14_43580	0.36098107515310796	2.367682853759391e-164
PA3533	PA14_18650	0.24346368256883336	5.0486896681658756e-73	grxD
PA4885	PA14_64570	0.5863660557853952	0.0	irlR	most stable
PA0103	PA14_01250	0.23685909138033234	4.2063061484595505e-69
PA5529	PA14_72940	0.684852933421777	0.0		most stable
PA1907	PA14_39860	0.7695513075762823	0.0		most stable
PA4595	PA14_60800	0.6171016311003245	0.0		most stable
PA1764	PA14_41750	0.7369143257970399	0.0		most stable
PA5448	PA14_71920	0.38659702847923266	3.1101218533264185e-190	wbpY
PA5139	PA14_67860	0.8370432278319614	0.0		most stable
PA3962	PA14_12620	0.49092729200860835	1.43e-322
PA3845	PA14_14280	0.6827902511081707	0.0		most stable
PA3764	PA14_15720	0.7912838014913972	0.0		most stable
PA4804	PA14_63480	0.42977179866182474	2.0232102169596293e-239
PA1579	PA14_44080	0.486188683078897	1.675340143e-315
PA2010	PA14_38500	0.5879177166467162	0.0		most stable
PA5317	PA14_70200	0.6333440593750115	0.0	dppA5	most stable
PA1564	PA14_44270	0.6820404833301206	0.0		most stable
PA1928	PA14_39580	0.3310894428821731	5.090942446462115e-137	rimJ
PA0641	PA14_08300	0.5388878164004806	0.0		most stable
PA3116	PA14_23810	0.7685207865046831	0.0		most stable
PA5216	PA14_68890	0.7345007267303966	0.0		most stable
PA5254	PA14_69380	0.42753087239741205	1.099145559364002e-236
PA1218	PA14_48560	0.3835383710450445	5.098065080334717e-187
PA4239	PA14_09100	0.8332165497317631	0.0	rpsD	most stable
PA1684	PA14_42730	0.6319266042864414	0.0		most stable
PA0933	PA14_52190	0.7984760293326563	0.0	ygcA	most stable
PA3700	PA14_16530	0.8624307329649317	0.0	lysS	most stable
PA4007	PA14_12010	0.8032930682678474	0.0	proA	most stable
PA0475	PA14_06210	0.7236456810282474	0.0		most stable
PA2501	PA14_32310	0.37951337957302195	7.682870638875758e-183
PA0720	PA14_48970	0.31510994964340383	1.3064938290185269e-123
PA0634	PA14_08220	0.5682440941110223	0.0		most stable
PA5247	PA14_69280	0.35933262944944505	9.129866174437323e-163
PA4036	PA14_11630	0.6341307509835649	0.0		most stable
PA0995	PA14_51440	0.5211934956820872	0.0	ogt	most stable
PA0612	PA14_07970	0.49087556110351704	1.73e-322	ptrB
PA1761	PA14_41790	0.4453373604150692	5.344205497316933e-259
PA0060	PA14_00720	0.5431888206779228	0.0		most stable
PA5480	PA14_72350	0.15636759753948531	1.2536645373722697e-30		least stable
PA5514	PA14_72760	0.1727131392693886	4.3236046585772626e-37		least stable
PA5146	PA14_67975	0.7686071636769566	0.0		most stable
PA0664	PA14_08500	0.7621489130857274	0.0		most stable
PA1263	PA14_47890	0.7081918265625247	0.0		most stable
PA0307	PA14_04020	0.6813045419308214	0.0		most stable
PA4400	PA14_57190	0.5601222781130903	0.0	mutT	most stable
PA1415	PA14_46150	0.613317122808469	0.0		most stable
PA2806	PA14_27850	0.26151022865533513	2.3428590164295497e-84
PA4299	PA14_55850	0.7475105025566307	0.0	tadD	most stable
PA2476	PA14_32610	0.37197723805219024	3.556218557479305e-175	dsbG
PA2021	PA14_38370	0.5615306026169657	0.0		most stable
PA3892	PA14_13560	0.5758415608690055	0.0		most stable
PA5121	PA14_67630	0.36906666351736034	2.865645951766656e-172
PA2414	PA14_33480	0.751842580136467	0.0		most stable
PA1803	PA14_41220	0.6865006923883765	0.0	lon	most stable
PA1719	PA14_42310	0.6612450852624802	0.0	pscF	most stable
PA5058	PA14_66840	0.8232028825589561	0.0	phaC2	most stable
PA2149	PA14_36770	0.5905348163527223	0.0		most stable
PA2986	PA14_25450	0.8358589863075514	0.0	lolC	most stable
PA1830	PA14_40860	0.32479731020925784	1.2142966749343667e-131
PA3475	PA14_19140	0.3854803992598761	4.680914813111305e-189	pheC
PA0091	PA14_01110	0.5879883335181034	0.0	vgrG1	most stable
PA0886	PA14_52810	0.8185278376315333	0.0		most stable
PA1985	PA14_38825	0.5230061926767285	0.0	pqqA	most stable
PA3629	PA14_17400	0.6218451404018153	0.0	adhC	most stable
PA2089	PA14_37490	0.7847803932306113	0.0		most stable
PA0790	PA14_54030	0.8603317916828644	0.0		most stable
PA1672	PA14_42870	0.6761439833613987	0.0		most stable
PA0367	PA14_04820	0.3680200162302341	3.1259468123165076e-171
PA0733	PA14_54800	0.581098428234065	0.0		most stable
PA3337	PA14_20890	0.6413533870232332	0.0	rfaD	most stable
PA0885	PA14_52820	0.6642852267600635	0.0		most stable
PA4855	PA14_64220	0.8517166040148403	0.0	purD	most stable
PA5556	PA14_73260	0.8596904193518213	0.0	atpA	most stable
PA2852	PA14_27200	0.6046489359117801	0.0	earP	most stable
PA3830	PA14_14480	0.7816098730922436	0.0		most stable
PA2292	PA14_34940	0.6416093338025773	0.0		most stable
PA3274	PA14_21670	0.6484031223762738	0.0		most stable
PA2361	PA14_34130	0.8395794784616545	0.0	icmF3	most stable
PA4650	PA14_61520	0.7958903261555458	0.0	cupE3	most stable
PA1786	PA14_41480	0.7011975572607488	0.0	nasS	most stable
PA4394	PA14_57110	0.25139506577283555	6.83750184547435e-78
PA4677	PA14_61870	0.6434203442943602	0.0		most stable
PA4208	PA14_09500	0.7888136857490791	0.0	opmD	most stable
PA4090	PA14_11010	0.3324033629306903	3.6957283478230256e-138
PA3704	PA14_16470	0.48113477462371423	4.348247163989259e-308	wspE
PA0094	PA14_01150	0.6007552381942828	0.0	eagT6	most stable
PA3313	PA14_21175	0.6804280825779394	0.0		most stable
PA4331	PA14_56260	0.5384964722310885	0.0		most stable
PA1105	PA14_50080	0.3282417530739484	1.4334307499104568e-134	fliJ
PA3233	PA14_22370	0.6672185219089223	0.0		most stable
PA3238	PA14_22310	0.6062576091362367	0.0		most stable
PA0426	PA14_05540	0.7114239943115178	0.0	mexB	most stable
PA1260	PA14_47920	0.6742855534315607	0.0	lhpP	most stable
PA4352	PA14_56590	0.6032551993439017	0.0		most stable
PA2153	PA14_36710	0.7269479030321832	0.0	glgB	most stable
PA4183	PA14_09780	0.13475590999096604	4.2257104384513376e-23		least stable
PA2965	PA14_25690	0.8444395071032011	0.0	fabF1	most stable
PA1720	PA14_42300	0.4929313702904314	0.0	pscG
PA4351	PA14_56570	0.5017137638811501	0.0	olsA	most stable
PA1631	PA14_43420	0.258311524362828	2.789582942533398e-82
PA0735	PA14_54770	0.4649850278308365	3.2470158853599845e-285
PA4834	PA14_63910	0.4795466989084195	8.758637966256989e-306
PA1249	PA14_48060	0.7447987345822159	0.0	aprA	most stable
PA2441	PA14_33050	0.44286225099237353	8.126971898085209e-256
PA1216	PA14_48590	0.44117626342871913	1.1544720460115705e-253
PA3770	PA14_15310	0.8639618345300553	0.0	guaB	most stable
PA3137	PA14_23520	0.7758329586323238	0.0		most stable
PA3492	PA14_18910	0.7396933093545381	0.0		most stable
PA1908	PA14_39850	0.881608085109517	0.0		most stable
PA3029	PA14_24900	0.6818682652125312	0.0	moaB2	most stable
PA1482	PA14_45290	0.7691601800443817	0.0	ccmH	most stable
PA0688	PA14_55410	0.5925552344963884	0.0	lapA	most stable
PA2217	PA14_36050	0.8291600098837161	0.0		most stable
PA1638	PA14_43320	0.692702292509146	0.0		most stable
PA0339	PA14_04430	0.644257163758634	0.0		most stable
PA3338	PA14_20880	0.45771063719373495	2.624564474680903e-275
PA0920	PA14_52350	0.522228102434645	0.0		most stable
PA2531	PA14_31820	0.5277679638709996	0.0		most stable
PA1295	PA14_47450	0.1221323656021808	3.1349574302928195e-19		least stable
PA0181	PA14_02290	0.22608817198930867	5.774947554282262e-63
PA0281	PA14_03670	0.4532619416100645	2.294005050361178e-269	cysW
PA0984	PA14_59230	0.46969068521302415	9.403421943989418e-292
PA1906	PA14_39870	0.5213607367336957	0.0		most stable
PA1484	PA14_45250	0.46536130609822324	9.827290931079381e-286
PA2763	PA14_28370	0.37820207098187913	1.714018896127676e-181
PA4781	PA14_63210	0.8168300508854336	0.0		most stable
PA0248	PA14_03070	0.5230914480516496	0.0		most stable
PA3180	PA14_23100	0.5930831653759961	0.0		most stable
PA2716	PA14_29030	0.8437826454747274	0.0		most stable
PA1475	PA14_45380	0.7168756325725308	0.0	ccmA	most stable
PA5503	PA14_72620	0.8351718154423033	0.0		most stable
PA2729	PA14_28880	0.6763379499165335	0.0		most stable
PA0759	PA14_54480	0.615351779940705	0.0		most stable
PA4807	PA14_63530	0.5504106663963366	0.0	selB	most stable
PA0887	PA14_52800	0.505364010997516	0.0	acsA	most stable
PA3293	PA14_21460	0.5990619217697176	0.0		most stable
PA0211	PA14_02580	0.7303000018616463	0.0	mdcD	most stable
PA4955	PA14_65470	0.6699449535302562	0.0		most stable
PA1535	PA14_44590	0.08297726340022131	1.2187226569015574e-09		least stable
PA5517	PA14_72790	0.6788401024415086	0.0		most stable
PA1314	PA14_47250	0.3739216940011757	3.914286434966832e-177
PA1311	PA14_47280	0.7454256788328503	0.0	phnX	most stable
PA4895	PA14_64690	0.6883784223184782	0.0		most stable
PA0174	PA14_02190	0.7224660154340229	0.0		most stable
PA2539	PA14_31730	0.6048829837247209	0.0		most stable
PA5181	PA14_68440	0.5102564759229815	0.0		most stable
PA2145	PA14_36830	0.6459702114735733	0.0		most stable
PA2371	PA14_33990	0.8588345251900332	0.0	clpV3	most stable
PA3809	PA14_14800	0.7584641648740637	0.0	fdx2	most stable
PA3206	PA14_22730	0.20646565339035544	1.3817878007489612e-52
PA4983	PA14_65880	0.576491357087377	0.0		most stable
PA1232	PA14_48340	0.8717374677492535	0.0		most stable
PA3997	PA14_12120	0.8158759158922493	0.0	lipB	most stable
PA2332	PA14_34450	0.6157137171332053	0.0		most stable
PA1520	PA14_44780	0.6231757583974306	0.0		most stable
PA1242	PA14_48170	0.6342280794167872	0.0	sprP	most stable
PA3036	PA14_24820	0.8162706027727334	0.0		most stable
PA2404	PA14_33590	0.3286716423865245	6.141401691447887e-135	fpvH
PA0553	PA14_07200	0.653717579929714	0.0		most stable
PA0624	PA14_08100	0.5462208866956921	0.0		most stable
PA3597	PA14_17740	0.7113478045572215	0.0		most stable
PA2868	PA14_26990	0.4550568195597941	9.4196453237189e-272
PA1293	PA14_47490	0.7852643448807362	0.0		most stable
PA3215	PA14_22640	0.16137176401889097	1.5514221153549607e-32		least stable
PA0855	PA14_53210	0.490214585220193	1.69e-321
PA2210	PA14_36120	0.8563630260953724	0.0		most stable
PA4860	PA14_64290	0.6217960208093216	0.0		most stable
PA0413	PA14_05390	0.7328086591131053	0.0	chpA	most stable
PA3553	PA14_18360	0.48830530645889336	1.20707e-318	arnC
PA2348	PA14_34290	0.7335405350257418	0.0		most stable
PA4311	PA14_56030	0.7535166689997599	0.0		most stable
PA2285	PA14_35030	0.5423801294956654	0.0		most stable
PA1798	PA14_41270	0.7534271439352799	0.0	parS	most stable
PA3759	PA14_15810	0.5729507495164151	0.0		most stable
PA0039	PA14_00480	0.1473701782719648	2.352771610045191e-27		least stable
PA4035	PA14_11650	0.7140276139466429	0.0		most stable
PA2309	PA14_34770	0.6583763035888136	0.0		most stable
PA3205	PA14_22740	0.2380532749786166	8.392532376023882e-70
PA2829	PA14_27490	0.7542657329618824	0.0		most stable
PA3719	PA14_16300	0.3752429389726812	1.7958467659929647e-178	armR
PA3019	PA14_25020	0.8761648493237022	0.0		most stable
PA3754	PA14_15860	0.4892354106557827	4.9416e-320
PA3432	PA14_19680	0.09562733794986386	2.4120751827666088e-12		least stable
PA0761	PA14_54450	0.35895991196374516	2.0787029822477652e-162	nadB
PA0988	PA14_51510	0.6190366427920401	0.0		most stable
PA4575	PA14_60540	0.5667858293137212	0.0		most stable
PA1870	PA14_40300	0.7022132821418131	0.0		most stable
PA0812	PA14_53770	0.703555636565936	0.0		most stable
PA4713	PA14_62380	0.5511367834139882	0.0		most stable
PA5421	PA14_71560	0.6228228178084184	0.0	fdhA	most stable
PA4822	PA14_63750	0.41095199694285384	4.3904505192330086e-217
PA1632	PA14_43405	0.673308252084137	0.0	kdpF	most stable
PA5085	PA14_67170	0.6665788767698593	0.0	dguR	most stable
PA4564	PA14_60410	0.716258684449576	0.0		most stable
PA3772	PA14_15280	0.8617076897238228	0.0		most stable
PA0430	PA14_05590	0.7610767344488354	0.0	metF	most stable
PA4466	PA14_57980	0.6205091149101853	0.0		most stable
PA0516	PA14_06720	0.6359943716804001	0.0	nirF	most stable
PA4665	PA14_61700	0.8740714256478964	0.0	prfA	most stable
PA4342	PA14_56450	0.8230907249732092	0.0		most stable
PA2453	PA14_32890	0.7030281207651135	0.0		most stable
PA3884	PA14_13670	0.6009540837796368	0.0		most stable
PA4318	PA14_56100	0.8439745835899983	0.0		most stable
PA4602	PA14_60890	0.8235616707875293	0.0	glyA3	most stable
PA0557	PA14_07250	0.731789414866812	0.0		most stable
PA1920	PA14_39690	0.39944263023107657	4.096375191510422e-204	nrdD
PA2374	PA14_33940	0.838600276137984	0.0		most stable
PA1490	PA14_45150	0.4480945375599271	1.4189950574597003e-262
PA3279	PA14_21620	0.7875359352755581	0.0	oprP	most stable
PA1118	PA14_49910	0.7910451998371968	0.0		most stable
PA1712	PA14_42400	0.4677467189681921	4.861054975250153e-289	exsB
PA5461	PA14_72070	0.4860343028500558	2.834219055e-315
PA4455	PA14_57870	0.8224814242052245	0.0		most stable
PA1543	PA14_44500	0.6177186961481247	0.0	apt	most stable
PA2056	PA14_37910	0.599730121943309	0.0		most stable
PA4697	PA14_62170	0.4313993283830539	2.026064313937871e-241
PA0882	PA14_52870	0.5462003748388541	0.0		most stable
PA2871	PA14_26960	0.3029938374252543	5.586417364336123e-114
PA1595	PA14_43870	0.7327615591945571	0.0		most stable
PA0877	PA14_52920	0.27975161063940507	9.323459623914133e-97
PA5038	PA14_66600	0.7062144213634937	0.0	aroB	most stable
PA0264	PA14_03420	0.5405799759411722	0.0		most stable
PA4940	PA14_65260	0.5333895146200809	0.0		most stable
PA5079	PA14_67100	0.41639056543374425	2.1566289419466325e-223
PA2053	PA14_37950	0.1400436734374594	7.760291316971387e-25	cynT	least stable
PA4357	PA14_56670	0.531186972994255	0.0		most stable
PA1944	PA14_39390	0.44724391724754703	1.8143148089723352e-261
PA5143	PA14_67930	0.8011087115264536	0.0	hisB	most stable
PA2347	PA14_34300	0.7780182499815617	0.0		most stable
PA4560	PA14_60370	0.837437094704863	0.0	ileS	most stable
PA4098	PA14_10890	0.8443567757837604	0.0		most stable
PA1027	PA14_51050	0.5443616820656499	0.0	amaB	most stable
PA0935	PA14_52160	0.7441995799813238	0.0		most stable
PA1130	PA14_49760	0.7884258747342899	0.0	rhlC	most stable
PA3007	PA14_25160	0.3391579265662453	4.195742994045523e-144	lexA
PA3445	PA14_19540	0.5267087748291699	0.0		most stable
PA0943	PA14_52060	0.43170598538565874	8.485947457771765e-242
PA1599	PA14_43820	0.6114872789692967	0.0		most stable
PA0366	PA14_04810	0.33522652130674097	1.262242220711993e-140
PA0899	PA14_52660	0.715382737605129	0.0	aruB	most stable
PA4298	PA14_55840	0.6680900539654292	0.0		most stable
PA1788	PA14_41450	0.6402767172116941	0.0		most stable
PA3916	PA14_13250	0.14154562355519568	2.4228991087946024e-25	moaE	least stable
PA3480	PA14_19090	0.8001961082287862	0.0		most stable
PA2695	PA14_29270	0.46900712991401144	8.499941822951331e-291
PA5172	PA14_68340	0.6474881642067624	0.0	arcB	most stable
PA5462	PA14_72080	0.6774601762775703	0.0		most stable
PA1685	PA14_42720	0.7260632409423088	0.0	masA	most stable
PA3750	PA14_15910	0.6042005223447395	0.0		most stable
PA1898	PA14_39980	0.6436042501854754	0.0	qscR	most stable
PA3988	PA14_12210	0.8539578753170449	0.0	lptE	most stable
PA0222	PA14_02720	0.8715828037257612	0.0		most stable
PA3208	PA14_22710	0.33161339909001075	1.7915502213013458e-137
PA0284	PA14_03710	0.3349899474314341	2.036263878403172e-140
PA0621	PA14_08060	0.5854938772298491	0.0		most stable
PA2288	PA14_35000	0.48647392155948166	6.337571e-316
PA3071	PA14_24420	0.7073721461761653	0.0		most stable
PA3127	PA14_23670	0.7474828455841491	0.0		most stable
PA3248	PA14_21980	0.3208511989352613	2.4660768739653324e-128
PA4363	PA14_56740	0.5179778494461855	0.0	iciA	most stable
PA1731	PA14_42150	0.7170665979601765	0.0		most stable
PA0871	PA14_53000	0.6545791326280062	0.0	phhB	most stable
PA1708	PA14_42450	0.5841432397349147	0.0	popB	most stable
PA2692	PA14_29300	0.3332727240989306	6.470266332908795e-139
PA3426	PA14_19740	0.8171584013053036	0.0		most stable
