PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA14_41970	PA1746	0.6040326008149841	0.0		most stable
PA14_06460	PA0495	0.2510496420805375	1.1607972944670893e-77
PA14_31370	PA2564	0.7794913650640563	0.0		most stable
PA14_04030	PA0308	0.7943741850785204	0.0		most stable
PA14_54030	PA0790	0.8603334354016585	0.0		most stable
PA14_72660	PA5507	0.6975935575894927	0.0		most stable
PA14_08680	PA4277	0.784474802402403	0.0	tufB	most stable
PA14_22680	PA3211	0.7358181068963426	0.0		most stable
PA14_19640	PA3437	0.688813983254232	0.0		most stable
PA14_60860	PA4600	0.5010888290302361	0.0	nfxB	most stable
PA14_35460	PA2252	0.6842588003959877	0.0		most stable
PA14_38790	PA1988	0.6662327812681542	0.0	pqqD	most stable
PA14_47180	PA1319	0.22714413117565252	1.5321801241014981e-63	cyoC
PA14_42910	PA1668	0.6174212541575367	0.0	dotU2	most stable
PA14_11890	PA4017	0.7445544912988913	0.0		most stable
PA14_68730	PA5203	0.6944275240536831	0.0	gshA	most stable
PA14_61010	PA4611	0.6066744383635948	0.0		most stable
PA14_12450	PA3972	0.5816952911226588	0.0		most stable
PA14_23520	PA3137	0.775863271564973	0.0		most stable
PA14_57740	PA4445	0.6167853391101523	0.0		most stable
PA14_28400	PA2760	0.7505061758958873	0.0		most stable
PA14_20640	PA3358	0.6062503472942077	0.0		most stable
PA14_62120	PA4693	0.7195153006909564	0.0	pssA	most stable
PA14_50020	PA1111	0.7023054441508055	0.0		most stable
PA14_29290	PA2693	0.37708118870460156	2.6007780071984933e-180
PA14_21400	PA3297	0.8619573668918158	0.0	hrpA	most stable
PA14_60460	PA4568	0.8317435085918969	0.0	rplU	most stable
PA14_46900	PA1343	0.44071861374353116	4.9146064668050324e-253
PA14_05620	PA0432	0.7481773372364574	0.0	sahH	most stable
PA14_21040	PA3325	0.7645180888940506	0.0		most stable
PA14_37510	PA2088	0.7540312359909892	0.0		most stable
PA14_21860	PA3259	0.7029659717621043	0.0		most stable
PA14_54300	PA0772	0.7353428861532949	0.0	recO	most stable
PA14_36620	PA2161	0.6153946537965943	0.0		most stable
PA14_29300	PA2692	0.33287090868478525	1.5365602086689527e-138
PA14_34710	PA2314	0.8657421821341202	0.0		most stable
PA14_18590	PA3539	0.7485767789184194	0.0		most stable
PA14_58870	PA4538	0.6635412391294417	0.0	ndh	most stable
PA14_35200	PA2271	0.6835850905772763	0.0		most stable
PA14_48750	PA1203	0.6953873347224737	0.0		most stable
PA14_37140	PA2121	0.666227296393846	0.0		most stable
PA14_19580	PA3442	0.47232898381112365	2.0764131774278917e-295	ssuB
PA14_67400	PA5103	0.6498499649516152	0.0		most stable
PA14_07660	PA0587	0.7509794608268227	0.0		most stable
PA14_06290	PA0482	0.6776102847906978	0.0	glcB	most stable
PA14_49800	PA1127	0.11943416532792551	1.8917095152593953e-18		least stable
PA14_39790	PA1913	0.7464037138444404	0.0		most stable
PA14_23890	PA3110	0.6300285003702357	0.0		most stable
PA14_21690	PA3272	0.46431780094636865	3.0412288141245537e-284
PA14_42550	PA1698	0.4362413559593423	2.182273554191776e-247	popN
PA14_38130	PA2041	0.5722800470301055	0.0		most stable
PA14_62260	PA4704	-0.019741881930562828	0.14887195070848802		least stable
PA14_14010	PA3863	0.4663952098815492	4.13220541768793e-287
PA14_41860	PA1755	0.18454726196625387	3.499863529422082e-42		least stable
PA14_53810	PA0808	0.44502112355557166	1.5271490991408451e-258
PA14_41270	PA1798	0.7533789286205256	0.0		most stable
PA14_30500	PA2597	0.7654529653188005	0.0		most stable
PA14_01560	PA0128	0.8006029918947066	0.0		most stable
PA14_21150	PA3315	-0.4602045862480808	1.2621771883051302e-278		least stable
PA14_01860	PA0150	0.6877602469331623	0.0		most stable
PA14_63940	PA4836	0.4691021476386475	7.090032822988608e-291
PA14_00720	PA0060	0.5427652306093551	0.0		most stable
PA14_01600	PA0130	0.23589375983119856	1.5826006413330909e-68
PA14_05790	PA0443	0.3400645010815973	6.921689769198122e-145
PA14_15110	PA3786	0.7306756387358146	0.0		most stable
PA14_42310	PA1719	0.6612215929197034	0.0	pscF	most stable
PA14_50250	PA1095	0.6771017717362103	0.0	fliS	most stable
PA14_13300	PA3912	0.2774359751890007	4.118563345668438e-95
PA14_53790	PA0810	0.716137368709584	0.0		most stable
PA14_40610	PA1849	0.7314245134108218	0.0		most stable
PA14_72010	PA5455	0.7679661388399308	0.0		most stable
PA14_28430	PA2757	0.46614491435998495	9.175876355574905e-287
PA14_52630	PA0901	0.18557504710069353	1.214514505766707e-42	aruE	least stable
PA14_31510	PA2554	0.7425709863731899	0.0		most stable
PA14_34920	PA2297	0.4117608429127226	5.649705233297823e-218
PA14_03420	PA0264	0.5403895575547918	0.0		most stable
PA14_16370	PA3712	0.43891621553280397	9.444584040309243e-251
PA14_35540	PA2246	0.458264820624325	5.295818044623019e-276	bkdR
PA14_15030	PA3792	0.5845530318537489	0.0	leuA	most stable
PA14_07860	PA0603	0.1416242394349822	2.302298519469774e-25		least stable
PA14_52190	PA0933	0.7985631181826488	0.0	rumA	most stable
PA14_09580	PA4202	0.4773197936078423	1.618736890990613e-302
PA14_65540	PA4959	0.8096541977623093	0.0		most stable
PA14_55160	PA0707	0.42472338894314215	3.0315660875568764e-233	toxR
PA14_04510	PA0344	0.4270987990807531	4.071830909255708e-236
PA14_18870	PA3496	0.4542971216879378	1.0868022276380384e-270
PA14_18600	PA3538	0.7492623160053485	0.0		most stable
PA14_26810	PA2882	0.6709241587530307	0.0		most stable
PA14_31650	PA2545	0.791681933460256	0.0	xthA	most stable
PA14_42530	PA1700	0.5161324353498695	0.0		most stable
PA14_10890	PA4098	0.8443611745966011	0.0		most stable
PA14_68110	PA5157	0.33277834607740053	1.8497205098924515e-138
PA14_54320	PA0771	0.7418132491822296	0.0	era	most stable
PA14_44760	PA1522	0.765581607889901	0.0		most stable
PA14_11150	PA4077	0.0129378019649869	0.34416891094592694		least stable
PA14_57500	PA4425	0.8514429880339294	0.0	gmhA	most stable
PA14_41480	PA1786	0.7012230622436749	0.0	nasS	most stable
PA14_05560	PA0428	0.7014556626489884	0.0		most stable
PA14_38330	PA2025	0.7371524503866719	0.0	gor	most stable
PA14_73030	PA5537	0.4277850638730829	5.96744578213793e-237
PA14_25940	PA2946	0.3242085030453858	4.028876260062967e-131
PA14_46100	PA1419	0.3362227036011665	1.78097982240225e-141
PA14_69430	PA5258	0.3821070953194734	1.7147735876714056e-185
PA14_52010	PA0947	0.8603649912328143	0.0		most stable
PA14_54010	PA0791	0.7532662334221389	0.0		most stable
PA14_16220	PA3725	0.8457584502917438	0.0	recJ	most stable
PA14_11770	PA4024	0.6907670232648784	0.0	eutB	most stable
PA14_66560	PA5035	0.6549878895200236	0.0	gltD	most stable
PA14_31380	PA2563	0.748565717260221	0.0		most stable
PA14_67270	PA5094	0.6642646087658638	0.0		most stable
PA14_42670	PA1689	0.768301142133634	0.0		most stable
PA14_53160	PA0859	0.542673033352023	0.0		most stable
PA14_40290	PA1871	0.715142162105348	0.0	lasA	most stable
PA14_41780	PA1762	0.6118557008948383	0.0		most stable
PA14_67020	PA5073	0.559070651064633	0.0		most stable
PA14_03870	PA0297	0.4324036879324881	1.2951390651306667e-242	spuA
PA14_33890	PA2379	0.2858968223035648	3.906758836312914e-101
PA14_56930	PA4379	0.363888245613855	3.845358676064011e-167
PA14_67780	PA5132	0.5829712833492735	0.0		most stable
PA14_12110	PA3998	0.6958580208075705	0.0		most stable
PA14_03950	PA0303	0.6526792677295679	0.0	spuG	most stable
PA14_17910	PA3586	0.4208544976861088	1.2882035513350641e-228
PA14_04110	PA0316	0.7389456188767857	0.0	serA	most stable
PA14_22960	PA3191	0.608317735815163	0.0		most stable
PA14_65670	PA4968	0.7803362168385383	0.0		most stable
PA14_48420	PA1226	0.5676607321046431	0.0		most stable
PA14_09220	PA4230	0.6457744515506387	0.0	pchB	most stable
PA14_69100	PA5233	0.16221439433086676	7.40003736553984e-33		least stable
PA14_33370	PA2422	0.7723588703555057	0.0		most stable
PA14_67040	PA5075	0.8310017270464402	0.0		most stable
PA14_56370	PA4336	-0.016060828293199055	0.24026291333095828		least stable
PA14_56470	PA4343	0.7859398002212412	0.0		most stable
PA14_06320	PA0485	0.7432277194774394	0.0		most stable
PA14_62130	PA4694	0.5932234969834534	0.0	ilvC	most stable
PA14_26730	PA2887	0.23483065057499466	6.551247355368001e-68
PA14_04390	PA0336	0.6480738259880798	0.0	ygdP	most stable
PA14_55710	PA4286	0.40441339274741256	1.295626608662845e-209
PA14_45480	PA1465	0.5896353915728056	0.0		most stable
PA14_38550	PA2007	0.7209508123909317	0.0	maiA	most stable
PA14_20870	PA3339	0.5934916181576481	0.0		most stable
PA14_09920	PA4173	0.6814168279695347	0.0		most stable
PA14_58620	PA4518	-0.1804053168554585	2.339043123530283e-40		least stable
PA14_60970	PA4608	0.7685128233802179	0.0		most stable
PA14_49880	PA1121	0.7982651125460242	0.0		most stable
PA14_12760	PA3950	0.8390827998612862	0.0		most stable
PA14_72450	PA5489	0.38926756933308854	4.938371030108281e-193	dsbA1
PA14_01240	PA0102	0.3125031885926519	1.7747403368954114e-121
PA14_21530	PA3287	0.35661361492696014	3.8529787010014056e-160
PA14_19500	PA3449	0.7155031249812321	0.0		most stable
PA14_20270	PA3387	0.6969512726147028	0.0	rhlG	most stable
PA14_12780	PA3948	0.6272152414364104	0.0		most stable
PA14_69420	PA5257	0.40653946566382315	5.186555841077741e-212
PA14_22980	PA3190	0.5565677900655704	0.0		most stable
PA14_64300	PA4861	0.6117496315600042	0.0		most stable
PA14_24060	PA3098	0.6058743028169495	0.0	xcpW	most stable
PA14_51990	PA0949	0.8399069627181014	0.0	wrbA	most stable
PA14_29000	PA2719	0.6895247889379664	0.0		most stable
PA14_14360	PA3839	0.5028136058126622	0.0		most stable
PA14_41730	PA1766	0.8001367602761142	0.0		most stable
PA14_17630	PA3608	0.7113237517233502	0.0	potB	most stable
PA14_28370	PA2763	0.3781575190048578	2.0571815026252e-181
PA14_72430	PA5488	0.5208127747102951	0.0		most stable
PA14_65900	PA4984	0.42708419160388944	4.241513259935582e-236
PA14_14280	PA3845	0.6827759196934645	0.0		most stable
PA14_57300	PA4409	0.6667234036769814	0.0	ftsQ	most stable
PA14_19970	PA3411	0.12476462192731512	5.3011202182867936e-20		least stable
PA14_54510	PA0756	0.7156982723089594	0.0		most stable
PA14_42610	PA1694	0.5090685151737877	0.0	pscQ	most stable
PA14_18640	PA3534	0.6869366784616648	0.0		most stable
PA14_12870	PA3942	0.5740740772635815	0.0	tesB	most stable
PA14_51070	PA1025	0.7423916531714929	0.0		most stable
PA14_38860	PA1982	0.4273357710259627	2.099046549145556e-236	exaA
PA14_42600	PA1695	0.43591429245201463	5.599247695424875e-247	pscP
PA14_51980	PA0950	0.7292481256513679	0.0		most stable
PA14_32220	PA2509	0.6100637129709521	0.0	catB	most stable
PA14_19730	PA3427	0.6472030155471354	0.0		most stable
PA14_69380	PA5254	0.4272636069621465	2.5684975540765457e-236
PA14_41260	PA1799	0.64475767340261	0.0		most stable
PA14_42850	PA1674	0.770484731432013	0.0	folE	most stable
PA14_22640	PA3215	0.16107168578206302	2.0540827281253926e-32		least stable
PA14_43270	PA1643	0.6575661181683471	0.0		most stable
PA14_24630	PA3051	0.527130421898053	0.0		most stable
PA14_36190	PA2205	0.5088071172783564	0.0		most stable
PA14_38200	PA2035	0.7342089291047296	0.0		most stable
PA14_14290	PA3844	0.5767462520448052	0.0		most stable
PA14_57920	PA4460	0.8057611365497495	0.0		most stable
PA14_37040	PA2129	0.6312910988020072	0.0	cupA2	most stable
PA14_42130	PA1733	0.8656884301140244	0.0		most stable
PA14_56680	PA4358	0.34709108698897256	2.9918835121272653e-151	feoB
PA14_19700	PA3430	0.7408169427164475	0.0		most stable
PA14_73100	PA5543	0.7724764412417933	0.0		most stable
PA14_14490	PA3829	0.5379198751786652	0.0		most stable
PA14_47670	PA1279	0.7758944476490923	0.0	cobT	most stable
PA14_04820	PA0367	0.3679145044020366	4.275689332963022e-171
PA14_21250	PA3306	0.3734417123282153	1.2881572506367193e-176	alkB
PA14_32470	PA2487	0.4085652974114076	2.594205220682026e-214
PA14_64720	PA4898	0.77935940388048	0.0		most stable
PA14_71710	PA5434	0.764159778772369	0.0	mtr	most stable
PA14_14450	PA3833	0.5689072417041476	0.0		most stable
PA14_28530	PA2751	0.6452571830940936	0.0		most stable
PA14_05630	PA0433	0.2654280345827058	6.359436594016142e-87
PA14_39020	PA1972	0.6798906870274778	0.0		most stable
PA14_15680	PA3767	0.7101851971272708	0.0		most stable
PA14_71820	PA5440	0.8533153702295704	0.0		most stable
PA14_01180	PA0097	0.718822830046341	0.0		most stable
PA14_15270	PA3773	0.8903259579025322	0.0		most stable
PA14_43610	PA1617	0.7162176735296489	0.0		most stable
PA14_67220	PA5089	0.5385771703361676	0.0		most stable
PA14_28510	PA2752	0.5459851216170057	0.0		most stable
PA14_16720	PA3684	0.3347572647511652	3.4576406928743425e-140	pemA
PA14_44990	PA1503	0.4888995646897406	1.7983e-319
PA14_53500	PA0833	0.6381671393719262	0.0		most stable
PA14_70470	PA5338	0.799313450118648	0.0	spoT	most stable
PA14_69220	PA5241	0.8181206715047012	0.0	ppx	most stable
PA14_36170	PA2207	0.8797486358985821	0.0		most stable
PA14_68900	PA5217	0.5059636456102281	0.0		most stable
PA14_26760	PA2885	0.5480761409902286	0.0		most stable
PA14_58500	PA4507	0.48256730495187855	4.0458264042607e-310
PA14_16920	PA3668	0.7162362526522021	0.0		most stable
PA14_40890	PA1828	0.3655674102659769	8.766863676772764e-169
PA14_37150	PA2120	0.36288451699291285	3.64589611527981e-166
PA14_20070	PA3403	0.46162246999910056	1.490013211466361e-280
PA14_24310	PA3080	0.512539899800563	0.0		most stable
PA14_16290	PA3720	0.5335329509777464	0.0		most stable
PA14_38690	PA1997	0.7436268556058039	0.0		most stable
PA14_33010	PA2444	0.5987349205872169	0.0	glyA2	most stable
PA14_33690	PA2397	0.4871942442797745	6.2068563e-317	pvdE
PA14_65840	PA4980	0.6091439302915536	0.0		most stable
PA14_67580	PA5118	0.8428888669993065	0.0	thiI	most stable
PA14_25430	PA2988	0.8041850843523568	0.0		most stable
PA14_42750	PA1682	0.8385313112625888	0.0		most stable
PA14_32290	PA2503	0.47120853967585913	7.887385788668989e-294
PA14_24570	PA3057	0.7402592499464087	0.0		most stable
PA14_09770	PA4184	0.4882612118658475	1.60916e-318	souR
PA14_48530	PA1221	0.7241487486943811	0.0		most stable
PA14_23170	PA3175	0.7293949747392219	0.0		most stable
PA14_45940	PA1432	0.29476067668225825	1.1314633869634703e-107	lasI
PA14_09050	PA4243	0.7948676088507878	0.0	secY	most stable
PA14_09280	PA4225	0.7541557094395953	0.0	pchF	most stable
PA14_43910	PA1591	0.784939480161486	0.0		most stable
PA14_47150	PA1321	0.23722934767341336	2.629668095696136e-69	cyoE
PA14_16840	PA3674	0.5838710506615495	0.0		most stable
PA14_19380	PA3458	0.6778444138663694	0.0		most stable
PA14_02260	PA0179	0.7603382128006075	0.0		most stable
PA14_67260	PA5093	0.7862099936230444	0.0		most stable
PA14_09780	PA4183	0.13431550472781772	5.907612797617464e-23		least stable
PA14_09080	PA4241	0.8212008692885022	0.0	rpsM	most stable
PA14_62510	PA4724	0.839764015422182	0.0		most stable
PA14_07110	PA0547	0.7265721210395064	0.0		most stable
PA14_19050	PA3482	0.8343998259513551	0.0	metG	most stable
PA14_10800	PA4109	0.12977993842295152	1.5893696967062605e-21	ampR	least stable
PA14_49930	PA1116	0.8120915860891328	0.0		most stable
PA14_58290	PA4492	0.6321906240793798	0.0		most stable
PA14_30270	PA2617	0.6861198682798889	0.0	aat	most stable
PA14_46120	PA1417	0.584822352249964	0.0		most stable
PA14_40600	PA1850	0.557466056136974	0.0		most stable
PA14_61330	PA4635	0.3725240384895914	1.0817550929723023e-175
PA14_62230	PA4701	0.7899217605461453	0.0		most stable
PA14_29200	PA2702	0.4516699644403595	3.273423960915161e-267
PA14_16890	PA3670	0.5799869234681645	0.0		most stable
PA14_09030	PA4245	0.8252957193572225	0.0	rpmD	most stable
PA14_69980	PA5301	0.5106076757694793	0.0		most stable
PA14_45880	PA1437	0.6000496823917988	0.0		most stable
PA14_37520	PA2087	0.6504549631477275	0.0		most stable
PA14_28950	PA2722	0.7067716195653531	0.0		most stable
PA14_10480	PA4135	0.5284236330306818	0.0		most stable
PA14_31840	PA2530	0.39232138117808135	2.630059612021969e-196
PA14_21460	PA3293	0.59915965091447	0.0		most stable
PA14_61400	PA4640	0.7877582785979945	0.0	mqoB	most stable
PA14_22620	PA3217	0.7572530510785948	0.0	cyaB	most stable
PA14_68970	PA5222	0.6688759910435893	0.0		most stable
PA14_43320	PA1638	0.6924397987887952	0.0		most stable
PA14_09910	PA4174	0.7255910436883565	0.0		most stable
PA14_36910	PA2138	0.6338573670927289	0.0	ligD	most stable
PA14_58840	PA4535	0.5985503665218761	0.0		most stable
PA14_00990	PA0082	0.6535434250637946	0.0		most stable
PA14_68530	PA5188	0.5849508660626612	0.0		most stable
PA14_27770	PA2812	0.5770803709556686	0.0		most stable
PA14_12160	PA3992	0.528764582475246	0.0		most stable
PA14_55800	PA4295	0.8097049780681099	0.0		most stable
PA14_48960	PA0721	0.20844116484048333	1.417548695487773e-53
PA14_07230	PA0555	0.14779237559248853	1.6876443819330756e-27	fda	least stable
PA14_47530	PA1289	0.7533787127488338	0.0		most stable
PA14_13660	PA3885	0.54796840610524	0.0	tpbA	most stable
PA14_34540	PA2326	0.6243134701047987	0.0		most stable
PA14_44590	PA1535	0.08296161146419377	1.2318499164723556e-09		least stable
PA14_10340	PA4143	0.7203824903931508	0.0		most stable
PA14_23120	PA3178	0.4775744149495189	6.972005130475693e-303
PA14_49330	PA1166	0.7888278021611783	0.0		most stable
PA14_62810	PA4747	0.7093471167317765	0.0	secG	most stable
PA14_52670	PA0898	0.5496784771523312	0.0	astD	most stable
PA14_44780	PA1520	0.6228051149623156	0.0		most stable
PA14_53690	PA0818	0.6283122061523599	0.0		most stable
PA14_02790	PA0228	0.6474905171970441	0.0	pcaF	most stable
PA14_55720	PA4287	0.8032566776380335	0.0		most stable
PA14_49090	PA1186	0.7801462676558235	0.0		most stable
PA14_57140	PA4396	0.3795935570964314	6.865898530063604e-183
PA14_09760	PA4185	0.12901849618511918	2.7313852311077524e-21		least stable
PA14_29860	PA2648	0.7799947989587503	0.0	nuoM	most stable
PA14_36080	PA2214	0.8706761639427225	0.0		most stable
PA14_62380	PA4713	0.551120340637707	0.0		most stable
PA14_39440	PA1941	0.6584526292795682	0.0		most stable
PA14_39770	PA1915	0.8032015237745499	0.0		most stable
PA14_67320	PA5098	0.6902937161879249	0.0	hutH	most stable
PA14_48280	PA1237	0.8397011127867057	0.0		most stable
PA14_10290	PA4147	0.7392558229165406	0.0	acoR	most stable
PA14_08210	PA0633	0.46699569654028716	6.078454759498899e-288
PA14_48710	PA1206	0.7558610654723169	0.0		most stable
PA14_26880	PA2877	0.21811110390163724	1.3044060531767576e-58	bvlR
PA14_50550	PA1071	0.7568965296129367	0.0	livG	most stable
PA14_37810	PA2064	-0.10290903784149816	4.557131882065575e-14	pcoB	least stable
PA14_44770	PA1521	0.43342019963305045	7.14415663153322e-244
PA14_73150	PA5547	0.31651544359699674	9.822021562639991e-125
PA14_50610	PA1066	0.8170738906888201	0.0		most stable
PA14_27810	PA2809	-0.04211724566958323	0.0020652709686698532		least stable
PA14_06660	PA0510	0.6252510487176451	0.0	nirE	most stable
PA14_58090	PA4476	0.23461023028870054	8.78724924711447e-68
PA14_64690	PA4895	0.6884215563810341	0.0		most stable
PA14_71580	PA5423	0.521346635738626	0.0		most stable
PA14_63780	PA4824	0.32451697390192485	2.213872252962169e-131
PA14_08630	PA4279	0.7595658707420623	0.0		most stable
PA14_49350	PA1164	0.6113218115161156	0.0		most stable
PA14_14600	PA3823	0.8793477183696308	0.0	tgt	most stable
PA14_11790	PA4023	0.557952509223614	0.0		most stable
PA14_24530	PA3060	0.7711682540027892	0.0	pelE	most stable
PA14_65480	PA4956	0.6493268066121913	0.0	rhdA	most stable
PA14_62170	PA4697	0.43134709863617154	2.6045431033236398e-241
PA14_26220	PA2925	0.8664870074490127	0.0	hisM	most stable
PA14_23680	PA3126	0.3948222120398194	5.166164588988453e-199	ibpA
PA14_28050	PA2788	0.711894629928958	0.0		most stable
PA14_72150	PA5467	0.31665567777367964	7.541388801114498e-125
PA14_06690	PA0513	0.6513487161479855	0.0	nirG	most stable
PA14_08180	PA0630	0.5067397777138083	0.0		most stable
PA14_56620	PA4354	0.36284353988697254	3.995859540718873e-166
PA14_09660	PA4198	0.4932481265347678	0.0
PA14_16990	PA3662	0.4961658383466952	0.0
PA14_12140	PA3995	0.7805999411608411	0.0		most stable
PA14_17440	PA3626	0.8011962119147698	0.0	truD	most stable
PA14_51000	PA1031	0.7101493735585113	0.0		most stable
PA14_25130	PA3010	0.5504356430544226	0.0		most stable
PA14_11160	PA4076	0.6712969953451411	0.0		most stable
PA14_06360	PA0489	0.6176722146817024	0.0		most stable
PA14_39330	PA1947	0.6234988581090906	0.0	rbsA	most stable
PA14_21880	PA3257	0.6379196583879462	0.0	tsp	most stable
PA14_71280	PA5399	0.8000522031553027	0.0		most stable
PA14_34820	PA2304	0.804502174220473	0.0		most stable
PA14_72000	PA5454	0.7439960653656632	0.0	rmd	most stable
PA14_23510	PA3138	0.7170602711755801	0.0	uvrB	most stable
PA14_01870	PA0151	0.8490643841461277	0.0		most stable
PA14_17140	PA3649	0.6155340800491291	0.0		most stable
PA14_15870	PA3753	0.4809475299747696	9.285048110942837e-308
PA14_56840	PA4371	0.5342255454547276	0.0		most stable
PA14_18010	PA3579	0.7650948708846276	0.0		most stable
PA14_49270	PA1172	0.7207015343148221	0.0	napc	most stable
PA14_71740	PA5436	0.789293637653672	0.0		most stable
PA14_29740	PA2656	0.2569616269468758	2.12669952676226e-81
PA14_69070	PA5231	0.4950495921475017	0.0
PA14_41820	PA1758	0.32709351717162605	1.449731870695315e-133	pabB
PA14_73010	PA5535	0.2695791447405647	1.0467660215241926e-89
PA14_62150	PA4695	0.7661040795539019	0.0	ilvH	most stable
PA14_29280	PA2694	0.4429908959911133	6.203947246236388e-256
PA14_01890	PA0152	0.6851140282591197	0.0	pcaQ	most stable
PA14_11260	PA4068	0.8179162697829112	0.0		most stable
PA14_03480	PA0268	0.7228631091957185	0.0		most stable
PA14_54130	PA0784	0.2827102009474096	7.674601323035365e-99
PA14_07600	PA0583	0.7844809510714847	0.0		most stable
PA14_72080	PA5462	0.6772695575196379	0.0		most stable
PA14_60190	PA4542	0.377893525403519	3.8362546843796765e-181	clpB
PA14_43510	PA1625	0.40893338539188184	9.867917340370723e-215
PA14_24390	PA3074	0.6787779842358186	0.0		most stable
PA14_36060	PA2216	0.8271214892468344	0.0		most stable
PA14_20680	PA3355	0.6962892893954208	0.0		most stable
PA14_52740	PA0893	0.610499176165479	0.0	argR	most stable
PA14_12090	PA4000	0.6066019110156685	0.0		most stable
PA14_29220	PA2700	0.8272741096010306	0.0		most stable
PA14_54520	PA0755	0.4262155061446889	4.790599826113635e-235
PA14_50680	PA1059	0.5650526462907153	0.0	shaA	most stable
PA14_22780	PA3202	0.4878586860595444	6.392943e-318	yciI
PA14_52140	PA0937	0.7743098916464787	0.0		most stable
PA14_39050	PA1971	0.6944013143708576	0.0	braZ	most stable
PA14_47360	PA1304	0.8008373435369356	0.0		most stable
PA14_27020	PA2866	0.4355567067269703	1.5668384550183518e-246	mttC
PA14_64800	PA4904	0.7663030944380929	0.0	vanA	most stable
PA14_02870	PA0233	0.5859681414573973	0.0		most stable
PA14_22940	PA3192	0.6401110403331949	0.0	gltR	most stable
PA14_35640	PA2239	-0.047444398639600954	0.0005190006094583299	pslI	least stable
PA14_37360	PA2099	0.6188530621372708	0.0		most stable
PA14_32440	PA2490	0.25741309738963764	1.0921203851941392e-81
PA14_50770	PA1051	0.4018236593648798	1.0218912576497894e-206
PA14_40910	PA1826	0.6885962397264647	0.0		most stable
PA14_26940	PA2872	0.5951533385206795	0.0		most stable
PA14_49160	PA1181	0.31350039287986275	2.7820948924170475e-122
PA14_56040	PA4312	0.7175114212417777	0.0		most stable
PA14_44680	PA1527	0.19235105515685003	9.684549335331937e-46		least stable
PA14_56340	PA4334	0.4111257913577698	3.0406036684916762e-217	mntH1
PA14_43220	PA1646	0.8056668751211022	0.0		most stable
PA14_29520	PA2674	0.7297515942359284	0.0		most stable
PA14_27330	PA2843	0.5709490534635575	0.0		most stable
PA14_09480	PA4210	0.3502819306296813	3.398271496075149e-154	phzA1
PA14_60300	PA4553	0.2600886904286873	2.0468907698234614e-83	pilX
PA14_44960	PA1506	0.5264922534790338	0.0		most stable
PA14_06810	PA0523	0.45125925390716876	1.137897956334744e-266	norC
PA14_64000	PA4840	0.6838613852118476	0.0		most stable
PA14_39210	PA1957	0.5025843265953298	0.0		most stable
PA14_54640	PA0745	0.6768211522837068	0.0		most stable
PA14_29130	PA2707	0.5624944666052023	0.0		most stable
PA14_31580	PA2550	0.5073859475715928	0.0		most stable
PA14_55850	PA4299	0.7473850180954412	0.0		most stable
PA14_55600	PA0670	0.7194268535824607	0.0		most stable
PA14_20200	PA3392	0.6665100073878111	0.0	nosZ	most stable
PA14_01120	PA0092	0.6332725120185065	0.0		most stable
PA14_08740	PA4272	0.8688315172910079	0.0	rplJ	most stable
PA14_58750	PA4526	0.6713193795042239	0.0	pilB	most stable
PA14_07280	PA0559	0.6953466834727102	0.0		most stable
PA14_55790	PA4294	0.798339126494245	0.0		most stable
PA14_65950	PA4987	0.6887857597151456	0.0		most stable
PA14_20370	PA3379	0.6340131010938092	0.0	phnH	most stable
PA14_17540	PA3616	0.5727943362191482	0.0	recX	most stable
PA14_17080	PA3654	0.8218651025409628	0.0	pyrH	most stable
PA14_11400	PA4056	0.693913333166234	0.0	ribD	most stable
PA14_51330	PA1004	0.668159152718718	0.0	nadA	most stable
PA14_57380	PA4415	0.762182485633942	0.0	mraY	most stable
PA14_61990	PA4686	0.8619538506095837	0.0		most stable
PA14_03130	PA0254	0.019305115963821385	0.15807217360207443		least stable
PA14_69440	PA5259	0.5244115164475133	0.0	hemD	most stable
PA14_72650	PA5506	0.6187045497326742	0.0		most stable
PA14_55860	PA4300	0.7364023767256489	0.0		most stable
PA14_47420	PA1298	0.49342532788533155	0.0
PA14_64900	PA4913	0.7993776102742873	0.0		most stable
PA14_40930	PA1825	0.5420988918296531	0.0		most stable
PA14_36500	PA2172	0.7158889485650501	0.0		most stable
PA14_47390	PA1301	0.7221194220384449	0.0		most stable
PA14_33750	PA2391	0.676986878074913	0.0		most stable
PA14_32660	PA2472	0.8875882182308513	0.0		most stable
PA14_51110	PA1021	0.718407865745886	0.0		most stable
PA14_25080	PA3014	0.520352642313531	0.0	fadB	most stable
PA14_46150	PA1415	0.6133168246221349	0.0		most stable
PA14_04070	PA0312	0.6283179486404269	0.0		most stable
PA14_65860	PA4982	0.6788413506968898	0.0		most stable
PA14_55250	PA0701	0.7474563189405102	0.0		most stable
PA14_66150	PA5003	0.8604221922915796	0.0		most stable
PA14_37580	PA2082	0.46178985600772166	8.81026490654635e-281
PA14_21000	PA3329	0.5303174369468164	0.0		most stable
PA14_08930	PA4255	0.7868144397840103	0.0	rpmC	most stable
PA14_44340	PA1557	0.6908313077523242	0.0		most stable
PA14_21710	PA3270	0.5631111602298768	0.0		most stable
PA14_12270	PA3985	0.5142898009098131	0.0		most stable
PA14_11630	PA4036	0.6344266385014119	0.0		most stable
PA14_61450	PA4644	0.7810656727791461	0.0		most stable
